uf,week,pred,lower_95,lower_90,lower_80,lower_50,upper_50,upper_80,upper_90,upper_95,date
AL,4,15,0,0,1,5,46.25,131.20000000000027,290,468.8249999999955,2023-10-29
AL,5,14,0,0,1,4,42.25,116.10000000000014,247,412.29999999999836,2023-11-05
AL,6,13,0,0,1,4,38,119.10000000000014,232.29999999999973,473.3249999999982,2023-11-12
AL,7,12,0,0,1,4,34,103.10000000000014,191,343.1249999999993,2023-11-19
AL,8,11,0,0,1,3,33,94,186.04999999999995,380,2023-11-26
AL,9,11,0,0,1,3,32,89.10000000000014,177,335.3999999999978,2023-12-03
AL,10,9,0,0,1,3,27,80.10000000000014,178.04999999999995,337.02499999999986,2023-12-10
AL,11,9,0,0,1,3,28,85,161.04999999999995,306,2023-12-17
AL,12,10,0,0,1,3,29,80,162.0999999999999,326.02499999999986,2023-12-24
AL,13,9,0,0,1,3,27,74.10000000000014,154.0999999999999,292.2249999999988,2023-12-31
AL,14,10,0,0,1,3,28,82,188.24999999999977,338.1249999999993,2024-01-07
AL,15,9,0,0,1,3,27,79,157.04999999999995,300.1249999999993,2024-01-14
AL,16,10,0,0,1,3,28,80.10000000000014,182.04999999999995,308.4249999999977,2024-01-21
AL,17,9,0,0,1,3,28.25,91,202.04999999999995,353.2249999999988,2024-01-28
AL,18,10,0,0,1,3,32,81,163.04999999999995,333.1999999999989,2024-02-04
AL,19,11,0,0,1,3.75,33,91,188.34999999999968,325.2749999999985,2024-02-11
AL,20,12,0,0,1,4,34,98,222.14999999999986,386.1749999999936,2024-02-18
AL,21,12,0,0,1,4,34,108.10000000000014,211.04999999999995,396.1249999999993,2024-02-25
AL,22,13,0,0,1,4,39,116,214.0999999999999,479.1499999999992,2024-03-03
AL,23,14,0,0,1,4,41,121,277.04999999999995,512.2999999999984,2024-03-10
AL,24,15,0,0,1,5,45.25,128.10000000000014,248.4499999999996,563.1499999999992,2024-03-17
AL,25,16,0,0,2,5,50.25,157.10000000000014,296.2999999999997,570,2024-03-24
AL,26,18,0,1,2,6,53,155,293,584.2249999999933,2024-03-31
AL,27,19,0,1,2,6,57,170.20000000000027,372.0999999999999,686.724999999996,2024-04-07
AL,28,22,0,1,2,7,69,224,425.3499999999997,894.8249999999955,2024-04-14
AL,29,24,0,1,2,8,75,226,440.2499999999998,917.1249999999993,2024-04-21
AL,30,28,0,1,3,9,85.25,241.3000000000004,510.0999999999999,981.2249999999988,2024-04-28
AL,31,29,0,1,3,9,90,234.20000000000027,544.1499999999999,954.3249999999873,2024-05-05
AL,32,34,1,1,4,12,99,304.10000000000014,610.0999999999999,1138.374999999998,2024-05-12
AL,33,36,1,2,4,12,112,330.8000000000011,672.0999999999999,1365.349999999998,2024-05-19
AL,34,39,1,2,4,13,116,313,721.0999999999999,1359.4249999999977,2024-05-26
AL,35,43,1,2,4,13,129,416.40000000000055,758.8499999999992,1765.3999999999978,2024-06-02
AL,36,44.5,1,2,5,15,138,402,801.0999999999999,1660.4249999999977,2024-06-09
AL,37,47,1,2,5,15,142.25,399.10000000000014,930.1999999999998,1972.9749999999892,2024-06-16
AL,38,48,1,2,5,16,152,456,932.0999999999999,1658.7999999999847,2024-06-23
AL,39,52,1,3,6,18,157,468.10000000000014,982.4999999999995,1959.7749999999958,2024-06-30
AL,40,51,1,3,6,16.75,159.25,493.10000000000014,1052.2499999999998,1855.0999999999995,2024-07-07
AL,41,53,1,3,5,17.75,166.25,480.2000000000003,1077.049999999999,1799.2249999999933,2024-07-14
AL,42,54,2,3,6,18,161,481.10000000000014,980.2999999999997,1984.4999999999918,2024-07-21
AL,43,47.5,1,3,5,16,144,435.3000000000004,884.7499999999993,1695.749999999996,2024-07-28
AL,44,48,1,3,5.900000000000006,16,139,411,887.7999999999993,1712.474999999992,2024-08-04
AL,45,45,1,2,5,14,135,399.3000000000004,755,1436.8749999999952,2024-08-11
AL,46,39,1,2,4,13,115.25,350,742.1999999999998,1605.099999999994,2024-08-18
AL,47,35,1,2,4,12,106,334,656.2999999999997,1190.6999999999962,2024-08-25
AL,48,31,1,1,3,10,92.25,290,580.8499999999992,1314.3249999999982,2024-09-01
AL,49,31,1,2,3,10,88,250,529.2999999999997,1112.0249999999999,2024-09-08
AL,50,25,0.9750000000000014,1.9500000000000028,3,9,79,256.10000000000014,472.04999999999995,819.0249999999999,2024-09-15
AL,51,25,0,1,2,8,78,221.50000000000068,426.14999999999986,828.0999999999995,2024-09-22
AL,52,23,0,1,2,7,66,192.10000000000014,385.2999999999997,809.3499999999981,2024-09-29
AM,1,1,0,0,0,0,3,7,11,14,2023-10-08
AM,2,1,0,0,0,0,3,7,11.049999999999955,17.024999999999864,2023-10-15
AM,3,1,0,0,0,0,3,7,11,16.024999999999864,2023-10-22
AM,4,1,0,0,0,0,3,7,10,15,2023-10-29
AM,5,1,0,0,0,0,3,7,11,17,2023-11-05
AM,6,1,0,0,0,0,3,7,10,15,2023-11-12
AM,7,1.5,0,0,0,0,3,7,11,17,2023-11-19
AM,8,2,0,0,0,0,4,7,11,17,2023-11-26
AM,9,2,0,0,0,0,4,8,12,19,2023-12-03
AM,10,2,0,0,0,0.75,4,8,12,18,2023-12-10
AM,11,2,0,0,0,1,4,8,13,18.024999999999864,2023-12-17
AM,12,2,0,0,0,1,5,9,13,19.024999999999864,2023-12-24
AM,13,2,0,0,0,1,5,10,14,21.024999999999864,2023-12-31
AM,14,2,0,0,0,1,5,10,16,21.024999999999864,2024-01-07
AM,15,3,0,0,0,1,6,11,17,26.024999999999864,2024-01-14
AM,16,3,0,0,0,1,6,12,18.049999999999955,26,2024-01-21
AM,17,3,0,0,0,1,6.25,12,19.049999999999955,30,2024-01-28
AM,18,3,0,0,0,1,6,14,20,31,2024-02-04
AM,19,3,0,0,0,1,7,14,21,29,2024-02-11
AM,20,3,0,0,0,1,7,14,22,33,2024-02-18
AM,21,4,0,0,0,2,8,15,23,36.024999999999864,2024-02-25
AM,22,4,0,0,0,2,8,15,23,36,2024-03-03
AM,23,4,0,0,1,2,8,16,25,38.024999999999864,2024-03-10
AM,24,4,0,0,0,2,9,17,24,37,2024-03-17
AM,25,4,0,0,1,2,9,19,29,43.024999999999864,2024-03-24
AM,26,4,0,0,1,2,9,19,28,41,2024-03-31
AM,27,4,0,0,1,2,10,20,31,45.024999999999864,2024-04-07
AM,28,4,0,0,1,2,9,20,31,47.024999999999864,2024-04-14
AM,29,4,0,0,1,2,10,19,28,44,2024-04-21
AM,30,4,0,0,0,2,10,20,33,46.024999999999864,2024-04-28
AM,31,4,0,0,0,2,9,18,29,47.024999999999864,2024-05-05
AM,32,4,0,0,0,2,9,18,28,44,2024-05-12
AM,33,4,0,0,0,1,8,17,27.049999999999955,42.024999999999864,2024-05-19
AM,34,4,0,0,0,1,8,17,26.049999999999955,43.024999999999864,2024-05-26
AM,35,3,0,0,0,1,8,16,25,35.024999999999864,2024-06-02
AM,36,3,0,0,0,1,8,16,24,35,2024-06-09
AM,37,3,0,0,0,1,7,14,22,32.024999999999864,2024-06-16
AM,38,3,0,0,0,1,6,14,20,28,2024-06-23
AM,39,3,0,0,0,1,6,12.100000000000136,19,27.024999999999864,2024-06-30
AM,40,2,0,0,0,1,5,12,17,28,2024-07-07
AM,41,2,0,0,0,1,5,10.100000000000136,17,24,2024-07-14
AM,42,2,0,0,0,1,5,10,16,25.024999999999864,2024-07-21
AM,43,2,0,0,0,1,5,9,14,20,2024-07-28
AM,44,2,0,0,0,1,4,9,14,20,2024-08-04
AM,45,2,0,0,0,1,4,9,14,18.024999999999864,2024-08-11
AM,46,2,0,0,0,0,4,8,13,18,2024-08-18
AM,47,2,0,0,0,0,4,8,13,19.024999999999864,2024-08-25
AM,48,2,0,0,0,0,4,8,12,19,2024-09-01
AM,49,1,0,0,0,0,3,7,11,17,2024-09-08
AM,50,1,0,0,0,0,4,7,11,17,2024-09-15
AM,51,1,0,0,0,0,3,7,11,17,2024-09-22
AM,52,1,0,0,0,0,3,7,11,15,2024-09-29
AP,1,1,0,0,0,0,2,6,10,17,2023-10-08
AP,2,1,0,0,0,0,2,6,10,16.024999999999864,2023-10-15
AP,3,1,0,0,0,0,2,5,10,16.024999999999864,2023-10-22
AP,4,1,0,0,0,0,2,5,9,14,2023-10-29
AP,5,1,0,0,0,0,2,5,9,16,2023-11-05
AP,6,1,0,0,0,0,2,5,9,14.024999999999864,2023-11-12
AP,7,1,0,0,0,0,2,4,8,14.024999999999864,2023-11-19
AP,8,1,0,0,0,0,2,4,8,15,2023-11-26
AP,9,1,0,0,0,0,2,5,8,14,2023-12-03
AP,10,0,0,0,0,0,2,4,7,13,2023-12-10
AP,11,1,0,0,0,0,2,5,8,13,2023-12-17
AP,12,1,0,0,0,0,2,5,8,15.024999999999864,2023-12-24
AP,13,1,0,0,0,0,2,5,10,16,2023-12-31
AP,14,1,0,0,0,0,2,6,10,16,2024-01-07
AP,15,1,0,0,0,0,3,6,12,20,2024-01-14
AP,16,1,0,0,0,0,3,7,12,22,2024-01-21
AP,17,1,0,0,0,0,3,8,13,20,2024-01-28
AP,18,1,0,0,0,0,4,9,16,28,2024-02-04
AP,19,1,0,0,0,0,4,10,19,30.024999999999864,2024-02-11
AP,20,1,0,0,0,0,5,11,18.049999999999955,30.024999999999864,2024-02-18
AP,21,2,0,0,0,0,4,11,19,34,2024-02-25
AP,22,2,0,0,0,0,5,12,23.049999999999955,39,2024-03-03
AP,23,2,0,0,0,0,5,12,22,37.024999999999864,2024-03-10
AP,24,2,0,0,0,0,5,13,22,35,2024-03-17
AP,25,2,0,0,0,0,5,13,23,39,2024-03-24
AP,26,2,0,0,0,0,5,13,23.049999999999955,37.024999999999864,2024-03-31
AP,27,2,0,0,0,0,5,13,20,37,2024-04-07
AP,28,2,0,0,0,0,5,12,23,36.024999999999864,2024-04-14
AP,29,2,0,0,0,0,5,13,22,39,2024-04-21
AP,30,2,0,0,0,0,5,11,20.049999999999955,41,2024-04-28
AP,31,2,0,0,0,0,4,12,20,30,2024-05-05
AP,32,1.5,0,0,0,0,4,11,18.049999999999955,31,2024-05-12
AP,33,1,0,0,0,0,4,11,18,31,2024-05-19
AP,34,1,0,0,0,0,4,11,18,31,2024-05-26
AP,35,1,0,0,0,0,4,9,15,28,2024-06-02
AP,36,1,0,0,0,0,4,9,16,28.024999999999864,2024-06-09
AP,37,1,0,0,0,0,4,9,16,27.024999999999864,2024-06-16
AP,38,1,0,0,0,0,4,8.100000000000136,15.049999999999955,30,2024-06-23
AP,39,1,0,0,0,0,4,8,16,26,2024-06-30
AP,40,1,0,0,0,0,4,9,16.049999999999955,27,2024-07-07
AP,41,1,0,0,0,0,3.25,9,14,26.024999999999864,2024-07-14
AP,42,1,0,0,0,0,4,9,16,27,2024-07-21
AP,43,1,0,0,0,0,4,9,14,23.049999999999727,2024-07-28
AP,44,1,0,0,0,0,4,9,16,26,2024-08-04
AP,45,1,0,0,0,0,3,8,15,28,2024-08-11
AP,46,1,0,0,0,0,3,8,13,24.024999999999864,2024-08-18
AP,47,1,0,0,0,0,3,8,13,22,2024-08-25
AP,48,1,0,0,0,0,3,8,13,20,2024-09-01
AP,49,1,0,0,0,0,3,7,11,20,2024-09-08
AP,50,1,0,0,0,0,3,7,12,23,2024-09-15
AP,51,1,0,0,0,0,2,6,11,19,2024-09-22
AP,52,1,0,0,0,0,3,6,11,17,2024-09-29
BA,1,140.5,26,34.95,47,76,288,569.2000000000003,1025.2999999999997,1810.8249999999955,2023-10-08
BA,2,135.5,24,32,43,75,283.25,603.1000000000001,985.2499999999998,1983.0249999999999,2023-10-15
BA,3,140.5,28,35,48,76,268,608.1000000000001,1006.05,1757.2749999999985,2023-10-22
BA,4,136,26,32,44,78,273,583.1000000000001,1024.6499999999994,1640.9749999999947,2023-10-29
BA,5,143,25,33,44,78,276.25,628.4000000000005,999.2499999999998,1640.7749999999958,2023-11-05
BA,6,138.5,28,37.95,50,78,285.25,622.2000000000003,1013.2499999999989,1768,2023-11-12
BA,7,143.5,26,36,48.900000000000006,77.75,274.25,570.1000000000001,906.8999999999992,1469.5749999999969,2023-11-19
BA,8,142,29,36,46,76,293,585.6000000000008,984.05,1630.1999999999935,2023-11-26
BA,9,147,25,34,46,78,275,590.1000000000001,971.8499999999992,1748.2749999999985,2023-12-03
BA,10,143.5,28,36,49,78,288,592.1000000000001,993.1999999999998,1739.0249999999944,2023-12-10
BA,11,150,27,35.95,48,80,298,627.1000000000001,1108.2999999999997,1912.6249999999966,2023-12-17
BA,12,161.5,35,42,56,91,330,667,1122.1,1780.8999999999896,2023-12-24
BA,13,185,36.975,49,64,108,366,759.4000000000005,1390,2461.7249999999963,2023-12-31
BA,14,213.5,44,54,72,122,420.25,856.2000000000003,1490.1,2747.5749999999916,2024-01-07
BA,15,238,50,62,83,134,481.5,981.5000000000007,1627.3499999999997,2945.05,2024-01-14
BA,16,279.5,55.975,70.95,92,158,542.5,1239.2000000000003,1985.05,3533.099999999994,2024-01-21
BA,17,325.5,65,82.95,114,179,640.25,1353.1000000000001,2351.8999999999996,4116.924999999967,2024-01-28
BA,18,365,70.97500000000001,90.95,123,203,751.5,1599.1000000000001,2517.2499999999995,4681.59999999998,2024-02-04
BA,19,397.5,80.975,101,135.9,216.75,805.5,1751.1000000000001,3044.5499999999993,5769.024999999989,2024-02-11
BA,20,417.5,91.975,114,149,238,882.25,1916.1000000000001,3053.2499999999936,5060.649999999996,2024-02-18
BA,21,480,90,123.95,162,256,913,2018.3000000000018,3542.0999999999976,6824.599999999991,2024-02-25
BA,22,490.5,106,132.95,173,278.75,950.5,2054.7000000000007,3539.05,7003.949999999994,2024-03-03
BA,23,514,107,144.95,191.9,296.75,1001.25,2290.500000000001,4035.05,7793.0999999999995,2024-03-10
BA,24,535.5,114.97500000000001,144,190,306.75,1025.25,2231.3,3681,5716.974999999968,2024-03-17
BA,25,547.5,112.975,152.85,190.9,312.75,1061,2414.4000000000005,4387.999999999999,8351.324999999975,2024-03-24
BA,26,549,124.975,149.95,188.9,296.75,1066.25,2041.2000000000003,3876.149999999999,6567.574999999986,2024-03-31
BA,27,544.5,111,148.89999999999998,201.9,305,1098.5,2262.7000000000007,4023.3999999999996,6037.649999999997,2024-04-07
BA,28,554,121.95,153,199,308.75,1088,2239.2000000000003,3908.249999999999,6394.174999999994,2024-04-14
BA,29,552.5,122.97500000000001,153,200.8,309,1139.5,2351.9000000000015,3864.7999999999993,6745.999999999989,2024-04-21
BA,30,565,111.95,148.95,200,323,1106.5,2229.800000000001,4178.0999999999985,6586.074999999994,2024-04-28
BA,31,576,129.975,160.95,205.9,329,1092.25,2245.500000000002,3798.8499999999995,6057.174999999988,2024-05-05
BA,32,576,123.975,152.95,204.9,333,1107.75,2407.9000000000015,4374.549999999998,8055.6499999999905,2024-05-12
BA,33,568,120.975,152.95,203,324,1072.5,2139.4000000000005,3799.8999999999996,6474.374999999998,2024-05-19
BA,34,517,111.975,144,188.9,298,959.25,2020.800000000001,3111.299999999997,5788.075,2024-05-26
BA,35,487,95,135,175,274.75,957,1934.4000000000005,3280.0999999999995,5526.774999999974,2024-06-02
BA,36,441.5,100.94999999999999,125,162,258,888.25,1765.5000000000007,2798.25,6314.1749999999765,2024-06-09
BA,37,413,82,109,145,230,776.25,1542.5000000000007,2702.649999999997,5391.6499999999905,2024-06-16
BA,38,375.5,78.97500000000001,100,136.9,218.75,745.75,1525,2551.7999999999984,3977.0749999999884,2024-06-23
BA,39,351,75,91,124.9,198,679.25,1276,2352,4050.8499999999954,2024-06-30
BA,40,316,63.975,83,109,174,635,1336.700000000001,2322.1,3915.7749999999905,2024-07-07
BA,41,293,60.975,77,99,160.75,579.5,1174.0000000000014,1914.4499999999987,3285.024999999994,2024-07-14
BA,42,261.5,54,69,92.9,149,530.25,1099.2000000000003,1793.2999999999997,3638.0499999999947,2024-07-21
BA,43,245.5,47.975,59,83,138,479.5,1003,1737.099999999999,2933.5499999999975,2024-07-28
BA,44,219.5,45.975,60,80,125,451,883.2000000000016,1498.149999999999,2680.149999999999,2024-08-04
BA,45,210,41,52,68,116,417.25,799.1000000000015,1449.2999999999997,2604.349999999992,2024-08-11
BA,46,189.5,39,46,65.9,109,387,821.1000000000001,1359.1,2440.8499999999954,2024-08-18
BA,47,181,36,46,60.900000000000006,98.75,366,712,1284,2379.7749999999905,2024-08-25
BA,48,171,32,41,57,94,320,638.4000000000005,1110.6999999999994,1943.4999999999973,2024-09-01
BA,49,157,30.975,39,53,89,302,666.1000000000001,1162.4999999999995,1897.9749999999729,2024-09-08
BA,50,154,29,37,52,83,301,614.3000000000004,1002.0999999999999,1658.7999999999902,2024-09-15
BA,51,147,28,36,48,79,291.25,612.1000000000001,1001.5499999999995,1679.3749999999925,2024-09-22
BA,52,142,29.975,38,49,76,282,608.700000000001,1052.7499999999993,1615.0249999999999,2024-09-29
CE,1,57,6,8.950000000000003,13,26,137,351.10000000000014,683.6999999999994,1122.0749999999996,2023-10-08
CE,2,56,5.975000000000001,8,13,25,140,366,629.3999999999996,1126.0999999999995,2023-10-15
CE,3,52,5,8,13,25,134,321.2000000000003,562.05,1218.6999999999962,2023-10-22
CE,4,50,5,7,11,23.75,125,319.10000000000014,574.1999999999998,1201.0749999999941,2023-10-29
CE,5,50,4,6,10,21,127,298.10000000000014,591.1999999999998,1193.9999999999945,2023-11-05
CE,6,49,5,7,10,21.75,112,307.2000000000003,582.4999999999995,927.5999999999967,2023-11-12
CE,7,45,4,6,9,20,110,280.10000000000014,514.0999999999999,1107.174999999999,2023-11-19
CE,8,41,4,6,10,18,101.25,278.2000000000003,555.4999999999995,1058.4249999999977,2023-11-26
CE,9,41,4,6,8,17,103,246,442.2499999999998,762.5249999999971,2023-12-03
CE,10,37,4,5,9,18,94,249.40000000000055,506.04999999999995,947.4249999999977,2023-12-10
CE,11,40,3,5,8,17,90,242.20000000000027,486.0999999999999,851.0749999999996,2023-12-17
CE,12,38.5,4,6,9,17,96.25,244.10000000000014,451.0999999999999,781.0749999999996,2023-12-24
CE,13,41,4,6,9,19,100.25,267.2000000000003,504.3499999999997,1001.2999999999984,2023-12-31
CE,14,47.5,5,8,11,22,115.25,281,523.1499999999999,1047.174999999999,2024-01-07
CE,15,55,5,8,13,25,134,334.10000000000014,666.1499999999999,1081.4249999999977,2024-01-14
CE,16,66,7,10,15,29,154,410.2000000000003,796,1393.1499999999937,2024-01-21
CE,17,75,8,12,18,34.75,175,463.2000000000003,776.2999999999997,1571.4749999999974,2024-01-28
CE,18,92,9.975000000000001,14,22,44,218,530.4000000000005,987.05,1823.5749999999969,2024-02-04
CE,19,111,12,18,28,53,262,610.1000000000001,1226.7499999999993,2480.399999999998,2024-02-11
CE,20,132.5,16,24,34,63,318,815.5000000000007,1457.1499999999999,2533.7499999999905,2024-02-18
CE,21,168,18,26,43,79.75,377.25,860,1539.05,2650.6749999999965,2024-02-25
CE,22,193.5,22,34,48,92.75,453,1196.4000000000005,2142.05,3941.449999999998,2024-03-03
CE,23,228,27,38,53.900000000000006,105,514.25,1214.4000000000005,2302.049999999999,4399.599999999997,2024-03-10
CE,24,267.5,30.975,43,65,126.75,609.25,1595.800000000001,2895.099999999997,5246.699999999985,2024-03-17
CE,25,294.5,39,51,77,150,695.25,1783.3000000000004,3352.149999999998,5956.89999999999,2024-03-24
CE,26,354.5,47,60,83.9,171.75,806.25,1923.3000000000018,3699.3999999999996,6595.974999999995,2024-03-31
CE,27,381,44.975,62,91,180,925.5,2129.1000000000004,3820.9499999999985,7204.774999999996,2024-04-07
CE,28,432,55,73.95,110.9,207,1002.25,2519.500000000002,4466.299999999995,7451.399999999998,2024-04-14
CE,29,480,63,81,124,225,1018.5,2623.2000000000025,4394.749999999999,8519.074999999984,2024-04-21
CE,30,491,60.925000000000004,81.95,123,236,1113.25,2633.800000000001,4734.65,8400.67499999999,2024-04-28
CE,31,511.5,62.975,88,124,245.75,1138.25,2775.400000000002,5096.15,9275.15,2024-05-05
CE,32,492,60,82,123,232.75,1159,3134.500000000005,5363.299999999994,9042.74999999999,2024-05-12
CE,33,502,57,77,117.9,233,1087.5,2608.2000000000016,4696.599999999996,9062.949999999875,2024-05-19
CE,34,472,61.975,81.95,118,224.75,1093.75,2774.2000000000016,5016.299999999999,8675.399999999987,2024-05-26
CE,35,416,49,70,101,204.75,965,2599.400000000002,4832.25,7711.299999999928,2024-06-02
CE,36,398.5,46.975,65,97,188,869.25,2101.6000000000035,3907.25,6260.199999999966,2024-06-09
CE,37,343,44.95,58.95,86,166,779.25,2003.0000000000014,3935.699999999997,7015.124999999994,2024-06-16
CE,38,313.5,39.975,56,79,148,735.5,1613.5000000000007,3075.299999999999,5971.224999999971,2024-06-23
CE,39,283,36.95,51,72,136,664,1479.9000000000012,2863.15,5031.349999999998,2024-06-30
CE,40,249.5,31.975,43,63,120,585.25,1377.700000000001,2567.9499999999994,4209.624999999985,2024-07-07
CE,41,231,27.975,42,60,111,512,1157.6000000000022,2197.2499999999973,3649.2749999999987,2024-07-14
CE,42,200,24.975,35,47,92,458.75,1075.4000000000005,1960.1,3149.025,2024-07-21
CE,43,171,20,28.950000000000003,43,83,395.5,941,1743.9499999999991,3171.249999999993,2024-07-28
CE,44,146,18.975,25,38,74,341,814.2000000000016,1451.1999999999998,2496.099999999994,2024-08-04
CE,45,134,15,21.950000000000003,33,60.75,293.25,686.700000000001,1268.2499999999998,2261.3499999999817,2024-08-11
CE,46,111,13,19,28,53,238.5,629.3000000000004,1045.7499999999993,1987.4749999999974,2024-08-18
CE,47,97,11,16,25,48,224.25,511,953.1999999999998,1634.174999999999,2024-08-25
CE,48,88,10,14,20,40,198.25,502.10000000000014,834.3499999999997,1470.1249999999993,2024-09-01
CE,49,75,8,12,18,35,177,434,785.9499999999991,1715.2249999999988,2024-09-08
CE,50,67,7,10.950000000000003,15.900000000000006,30,169,386.10000000000014,688.4499999999996,1137.0999999999995,2024-09-15
CE,51,62,7,10,14,29.75,144.25,359.10000000000014,693.6999999999994,1074.4249999999977,2024-09-22
CE,52,61,6,9,14,29,139,320.2000000000003,591.1999999999998,1091.199999999999,2024-09-29
DF,1,2,0,0,0,0,4,8,12,15,2023-10-08
DF,2,2,0,0,0,0,4,7,11.049999999999955,18,2023-10-15
DF,3,1,0,0,0,0,4,7,11,16,2023-10-22
DF,4,2,0,0,0,0,4,7,11,15,2023-10-29
DF,5,2,0,0,0,0,4,8,11,16,2023-11-05
DF,6,2,0,0,0,1,4,8,11,17,2023-11-12
DF,7,2,0,0,0,0,4,8,12,19,2023-11-19
DF,8,2,0,0,0,1,4,9,13,20,2023-11-26
DF,9,2,0,0,0,1,5,9,13,20,2023-12-03
DF,10,2,0,0,0,1,5,11,15,20,2023-12-10
DF,11,3,0,0,0,1,6,11,17,23,2023-12-17
DF,12,3,0,0,0,1,6,12,19,26,2023-12-24
DF,13,3,0,0,0,1,7,14,21,29.024999999999864,2023-12-31
DF,14,4,0,0,0,1,9,17,25,33.024999999999864,2024-01-07
DF,15,4,0,0,0,2,10,19,27,41,2024-01-14
DF,16,5,0,0,1,2,11,22,30,43,2024-01-21
DF,17,6,0,0,1,2,13,25,37,56,2024-01-28
DF,18,7,0,0,1,3,14,28,39,60,2024-02-04
DF,19,7,0,0,1,3,15,29,43,63.024999999999864,2024-02-11
DF,20,8,0,0,1,3,17,33,45,69,2024-02-18
DF,21,8,0,0,1,3,17,33,50.049999999999955,70,2024-02-25
DF,22,8,0,0,1,3,18,35,52,76.09999999999945,2024-03-03
DF,23,8,0,0,1,3,19,36,50,70.02499999999986,2024-03-10
DF,24,8,0,0,1,3,19,37,53,78,2024-03-17
DF,25,9,0,1,1,4,18,37,54.049999999999955,78,2024-03-24
DF,26,9,0,0,2,4,19,39,57,78.04999999999973,2024-03-31
DF,27,9,0,0.9500000000000028,1,4,20,37,57.049999999999955,82.04999999999973,2024-04-07
DF,28,9,0,1,1,4,19,37.100000000000136,55,77,2024-04-14
