uf,week,pred,lower_95,lower_90,lower_80,lower_50,upper_50,upper_80,upper_90,upper_95,date
AC,40,28,2,4,7,14,51,86,121,170.02499999999986,2026-07-05
AC,41,26,2,4,6,13,48,88,121.04999999999995,166.0749999999996,2026-07-12
AC,42,24,2,4,6,13,47,82,109.04999999999995,161.04999999999973,2026-07-19
AC,43,23,2,3,6,12,46,78,111,148.02499999999986,2026-07-26
AC,44,23,2,3,5,12,43,76.10000000000014,103,140.04999999999973,2026-08-02
AC,45,23,2,4,6,11,42.25,72,100,138.04999999999973,2026-08-09
AC,46,22,2,3,5.900000000000006,11,41,74,103.04999999999995,146.02499999999986,2026-08-16
AC,47,22,2,3.950000000000003,6,12,42,71,97,129,2026-08-23
AC,48,24,3,4,6,12,44,75,103,133.04999999999973,2026-08-30
AC,49,24,3,4,6,12,47,86,117.04999999999995,172.02499999999986,2026-09-06
AC,50,28,3,4,7,15,54,95.10000000000014,128.04999999999995,166,2026-09-13
AC,51,32,3,5,8,16,57.25,101,140,186,2026-09-20
AC,52,38,4,6,9,18,69,122.10000000000014,174,215.17499999999905,2026-09-27
AL,1,102,10,16,25.900000000000006,48.75,212,447.10000000000014,723.1499999999999,1156.0249999999999,2025-10-05
AL,2,102,10,15,23,48,202,410,663.2499999999998,1061.0749999999996,2025-10-12
AL,3,91,10,14,23,47,191.25,393,634.4499999999996,1038.4249999999977,2025-10-19
AL,4,88,9,14,21,42,183,388.10000000000014,648.1999999999998,960.2249999999988,2025-10-26
AL,5,83,8,12,20,39,176,362,598.4499999999996,869.1999999999989,2025-11-02
AL,6,73,7,11,18,35,161,331,506.04999999999995,872.174999999999,2025-11-09
AL,7,70,7,10,17,32,149,299.10000000000014,492.04999999999995,724,2025-11-16
AL,8,63,7,10,15,30,135,284.40000000000055,448,683,2025-11-23
AL,9,58,6,8,14,28.75,123,259.10000000000014,433.04999999999995,651.0249999999999,2025-11-30
AL,10,57,6,9,13,26,121,248,395.1999999999998,591.0999999999995,2025-12-07
AL,11,56,5.975000000000001,8,13,26,118.25,236.3000000000004,406.04999999999995,615.0249999999999,2025-12-14
AL,12,58,5,8,13,26,123,254.10000000000014,418.1999999999998,621.0999999999995,2025-12-21
AL,13,59,6,8,13,26,120,249,379.04999999999995,602.1499999999992,2025-12-28
AL,14,57,5,8,13,27,123,245.10000000000014,414.04999999999995,615.4999999999973,2026-01-04
AL,15,61,6,9,14,29,137,269.3000000000004,400.1999999999998,636.9999999999945,2026-01-11
AL,16,65,7,10,15,33,133.25,257,421.2499999999998,730.2499999999986,2026-01-18
AL,17,68,7,10.950000000000003,16,33,140.25,292.10000000000014,475.04999999999995,716.0249999999999,2026-01-25
AL,18,75,8,12,17,35,157.25,312,529.1499999999999,902.2749999999985,2026-02-01
AL,19,83,9,13,19,40,177,351.2000000000003,559.2499999999998,918.5249999999971,2026-02-08
AL,20,88.5,9,14,21.900000000000006,44,196,375.3000000000004,609.05,972.2499999999986,2026-02-15
AL,21,99,10,14,24,47.75,207,416,626.2499999999998,992.4499999999975,2026-02-22
AL,22,111,11,16,25,51.75,229,474.2000000000003,726.1499999999999,1013.549999999997,2026-03-01
AL,23,114,12,18,28,55,236,468.2000000000003,813.1499999999999,1195.374999999998,2026-03-08
AL,24,122,13,19,30,58,244,515.3000000000004,886.1999999999998,1389.2999999999984,2026-03-15
AL,25,137,14,20,31,65,287.25,558.1000000000001,897.05,1400.0999999999995,2026-03-22
AL,26,141,15,22,34,65,298.25,613,940.0999999999999,1440.6999999999962,2026-03-29
AL,27,151,17,26,38,80,317.25,659,1104.1,1851.199999999999,2026-04-05
AL,28,167,17,26,40,82,351.25,708,1162.1499999999999,1852.0499999999997,2026-04-12
AL,29,183,21,28,43,89,387.25,775.3000000000004,1265.05,2148.2999999999984,2026-04-19
AL,30,200,20,30,46.900000000000006,96,421,827,1319.1,1981.6249999999966,2026-04-26
AL,31,217,26,36,53.900000000000006,98,456.5,945.1000000000001,1580.6499999999994,2305.849999999996,2026-05-03
AL,32,239,23.975,35,57,117,504.25,994.4000000000005,1653.1499999999999,2352.9249999999947,2026-05-10
AL,33,243.5,28,39,57,117,507.25,1042.5000000000007,1640.2499999999998,2273.075,2026-05-17
AL,34,253,30.975,45.95,65,125.75,546.25,1042.3000000000004,1680.05,2619.7749999999905,2026-05-24
AL,35,273.5,30,42.95,66,134,572,1162,1849.2499999999998,2957.924999999984,2026-05-31
AL,36,270,25.975,41.900000000000006,66.9,132,579.25,1181.2000000000003,1823.199999999999,2946.349999999993,2026-06-07
AL,37,277,34.975,49,73.9,142,588,1135.0000000000014,1914.099999999999,3285.0999999999995,2026-06-14
AL,38,284,32,46,70.9,138,598.25,1233.9000000000026,1988.1999999999998,3021.224999999999,2026-06-21
AL,39,283,29,45,70,141,601.25,1220.6000000000008,1966.7999999999993,3164.524999999986,2026-06-28
AL,40,289,33.95,45,68,134,572.75,1194.1000000000001,1947.1999999999998,3134.549999999992,2026-07-05
AL,41,277,29.975,43,63,136.75,583,1267.3000000000004,1943.2499999999998,2889.6999999999907,2026-07-12
AL,42,249.5,28,40.95,62.900000000000006,121.75,547,1083.1000000000001,1730.8499999999983,2858.075,2026-07-19
AL,43,249,25,39,59.900000000000006,122,526,1034.1000000000001,1700.6499999999985,2688.2749999999987,2026-07-26
AL,44,233,25.975,34.95,57,113,507.25,990.2000000000003,1566.1499999999999,2237.224999999993,2026-08-02
AL,45,204,23,33,46,96.75,427.25,866,1380.3499999999997,2158.3749999999873,2026-08-09
AL,46,190,19,28,45,90,399.25,833.2000000000003,1310,2244.774999999996,2026-08-16
AL,47,174.5,20,28,42,84,366.25,733.2000000000003,1174.1499999999999,1817.0749999999996,2026-08-23
AL,48,153,16,24,40,77,310.5,656.1000000000001,1053.2999999999997,1681.4249999999977,2026-08-30
AL,49,145,14,21,32,68,297.25,564.1000000000001,914.2499999999998,1489.9499999999948,2026-09-06
AL,50,134,15,21,31,63,288,573,908.099999999999,1366.749999999996,2026-09-13
AL,51,120,13,20,30,56,260,519.3000000000004,920.4499999999996,1425.1499999999992,2026-09-20
AL,52,113,12,17,26,54,238,530.1000000000001,894.05,1295.8499999999954,2026-09-27
AM,1,58,13,16.950000000000003,22,35,97,166,229.04999999999995,323.0749999999996,2025-10-05
AM,2,59,12,16,22,36,96,156.10000000000014,238,338.1249999999993,2025-10-12
AM,3,60,13,17,23,36,100,167.10000000000014,228.0999999999999,347.0749999999996,2025-10-19
AM,4,62,14,17.950000000000003,23,38,104,172.10000000000014,249,354,2025-10-26
AM,5,64,14,18,24,39,107,170.10000000000014,264.1999999999998,392.4749999999974,2025-11-02
AM,6,69,16,20,26,42,114,184,250.04999999999995,354.02499999999986,2025-11-09
AM,7,71.5,16,20,28,45,120,202,292,388.0499999999997,2025-11-16
AM,8,78,18,24,31,48,122,214,292.04999999999995,411.1499999999992,2025-11-23
AM,9,81,20,25,32.900000000000006,51,132,209,304,433.2249999999988,2025-11-30
AM,10,85,21,27,35,53,144,235,342.0999999999999,463.0499999999997,2025-12-07
AM,11,95,23,29,38,58,157.25,249,358,476.2249999999988,2025-12-14
AM,12,103,25,31,42,63,171,273,382,544.0249999999999,2025-12-21
AM,13,102,23,31,42,63,165.25,268.10000000000014,359.0999999999999,539.0499999999997,2025-12-28
AM,14,112,28,34,44,71,194,305,408.2499999999998,593.374999999998,2026-01-04
AM,15,124,32,40,51,77.75,200,331.2000000000003,443.04999999999995,628.0749999999996,2026-01-11
AM,16,134,35.975,44,57,85,216,339.10000000000014,450.04999999999995,623.374999999998,2026-01-18
AM,17,143.5,37.975,47,61,91.75,231,378,527.2999999999997,810.1999999999989,2026-01-25
AM,18,152,39.975,50,66,96,247.25,398,550.05,793.0999999999995,2026-02-01
AM,19,158,38,49,64,97,258,404,548.0999999999999,765.0999999999995,2026-02-08
AM,20,159,42,50,67,101,256,413,537.0999999999999,754.2749999999985,2026-02-15
AM,21,162,41,51.95,68,101,264.25,408.10000000000014,565.2499999999998,771.1249999999993,2026-02-22
AM,22,159,40,49,62,100,257,429.10000000000014,562.1999999999998,826.0249999999999,2026-03-01
AM,23,153.5,37.975,50,66.9,98,252,407.2000000000003,568.1999999999998,707.0249999999999,2026-03-08
AM,24,152.5,38.975,47,61,97,237,387.2000000000003,568.05,792.0999999999995,2026-03-15
AM,25,144,37,45,60,92,241,373,508.39999999999964,665.1249999999993,2026-03-22
AM,26,136.5,33,42,56,85,223.25,354,487.14999999999986,679,2026-03-29
AM,27,130,33.975,42,55,83,206.25,332,467.14999999999986,604.0749999999996,2026-04-05
AM,28,122,31,38,50,78,192.25,307.3000000000004,426.1999999999998,630.0749999999996,2026-04-12
AM,29,115.5,30,38,48,72,189.25,293,401.04999999999995,497.02499999999986,2026-04-19
AM,30,109,25,33,43,69,177,275,376.3499999999997,547.0999999999995,2026-04-26
AM,31,98,24,29,38,60,160,257.10000000000014,372.04999999999995,473.02499999999986,2026-05-03
AM,32,90,22,28,35,55,146.25,235.10000000000014,296.04999999999995,403.09999999999945,2026-05-10
AM,33,84,20,26,34,52,140.25,218,295.04999999999995,378.02499999999986,2026-05-17
AM,34,78,18,23,31,48,128,206,272,392.09999999999945,2026-05-24
AM,35,73.5,18,23,29,44,120,190,255.0999999999999,358.02499999999986,2026-05-31
AM,36,67,15,19,26,41,112,176.10000000000014,232.14999999999986,318,2026-06-07
AM,37,62,14,18,24,38,104,164,225,297.17499999999905,2026-06-14
AM,38,61,15,18,24,37.75,101.25,157,205.04999999999995,278.1999999999989,2026-06-21
AM,39,58,12,16,22,34,95.25,155,210.04999999999995,302.09999999999945,2026-06-28
AM,40,55,12,16,22,33,88,148,198,263,2026-07-05
AM,41,54,12,15,21,33,89,139,201.04999999999995,260.17499999999905,2026-07-12
AM,42,53,11,14,19,31,84,137,186.04999999999995,254.04999999999973,2026-07-19
AM,43,49,11,15,19,30,83,127,184,245.02499999999986,2026-07-26
AM,44,49,11,14,19,30,81,133,188,259.0749999999996,2026-08-02
AM,45,48,11,15,19.900000000000006,30,78,120,172.0999999999999,249.04999999999973,2026-08-09
AM,46,48,10.975000000000001,13.950000000000003,17,28,78,129,178,251,2026-08-16
AM,47,49,10,13,18,29,79,131,177.04999999999995,242.02499999999986,2026-08-23
AM,48,49,10,14,19,30,79,127,175.0999999999999,249.04999999999973,2026-08-30
AM,49,52,11,14.950000000000003,19,31,86.25,143,200.19999999999982,297.0749999999996,2026-09-06
AM,50,54.5,12,15,20.900000000000006,33,95,154,220.19999999999982,323.0749999999996,2026-09-13
AM,51,54,11,15,20,33,94,163.10000000000014,242,335.1499999999992,2026-09-20
AM,52,58,11,15,21,34,100,170,237.19999999999982,348.02499999999986,2026-09-27
AP,1,9,0,0,1,3,28,70,133.04999999999995,217,2025-10-05
AP,2,9,0,0,1,3,24,63,109.04999999999995,188.12499999999932,2025-10-12
AP,3,8,0,0,1,3,22,58.100000000000136,108.04999999999995,186,2025-10-19
AP,4,7,0,0,1,2,20,51.100000000000136,85,136.0749999999996,2025-10-26
AP,5,6,0,0,0,2,19,47,89.04999999999995,156.12499999999932,2025-11-02
AP,6,6,0,0,0,2,17,44,80.04999999999995,150.04999999999973,2025-11-09
AP,7,5,0,0,0,1,15,40,74,131.02499999999986,2025-11-16
AP,8,5,0,0,0,1,15,38,71,116.07499999999959,2025-11-23
AP,9,5,0,0,0,2,15,38.100000000000136,68.04999999999995,109.09999999999945,2025-11-30
AP,10,5,0,0,0,1,15,35,66.09999999999991,130,2025-12-07
AP,11,6,0,0,0,2,17,42,75.04999999999995,133.02499999999986,2025-12-14
AP,12,7,0,0,0,2,20,56.100000000000136,106.04999999999995,164.0749999999996,2025-12-21
AP,13,7,0,0,0,2,20,54,98,150.04999999999973,2025-12-28
AP,14,9,0,0,1,3,25,68.10000000000014,120.04999999999995,218.12499999999932,2026-01-04
AP,15,11,0,0,1,4,34,86.10000000000014,164.04999999999995,278.0499999999997,2026-01-11
AP,16,14,0,0,1,4,38,112,188.34999999999968,332.0499999999997,2026-01-18
AP,17,16,0,1,2,6,47,125,226.04999999999995,387.09999999999945,2026-01-25
AP,18,19,0,1,2,6,56,137,247.04999999999995,426.1499999999992,2026-02-01
AP,19,19,0,1,2,7,58,148,260.04999999999995,459.1499999999992,2026-02-08
AP,20,21,0,1,2,8,62,155.10000000000014,283.14999999999986,510.37499999999795,2026-02-15
AP,21,23,0,1,3,7,67.25,163.10000000000014,305.04999999999995,572.0999999999995,2026-02-22
AP,22,23,0,1,3,7.75,65,168.10000000000014,305.04999999999995,559,2026-03-01
AP,23,23,0,1,2,7,63.25,165,268.4499999999996,495.3249999999982,2026-03-08
AP,24,22,0,1,3,7,62,157.10000000000014,301.5499999999995,605.0499999999997,2026-03-15
AP,25,21,0,1,2,7,60,142,267,514.0999999999995,2026-03-22
AP,26,20,0,1,2,7,53.25,144.10000000000014,263.04999999999995,445.09999999999945,2026-03-29
AP,27,19,0,1,2,6,50,137,261,436,2026-04-05
AP,28,17,0,1,2,5,53,138,243.04999999999995,413.02499999999986,2026-04-12
AP,29,16,0,1,2,6,47,118.10000000000014,234,389.1499999999992,2026-04-19
AP,30,15,0,1,2,5,42,112.10000000000014,206.0999999999999,325.09999999999945,2026-04-26
AP,31,13,0,0,1,4,40,98,182.0999999999999,327.1249999999993,2026-05-03
AP,32,13,0,0,1,4,37,92,166.14999999999986,309.02499999999986,2026-05-10
AP,33,12,0,0,1,4,32,84,153.14999999999986,251.09999999999945,2026-05-17
AP,34,11,0,0,1,3,33,81,143.0999999999999,258.09999999999945,2026-05-24
AP,35,10,0,0,1,3,30,79.10000000000014,126.04999999999995,211.12499999999932,2026-05-31
AP,36,9,0,0,1,3,28,71,133.04999999999995,227,2026-06-07
AP,37,9,0,0,1,3,27,69,130,225,2026-06-14
AP,38,9,0,0,1,3,27,72,129,219.02499999999986,2026-06-21
AP,39,9,0,0,1,3,24.25,67,121.09999999999991,208.0749999999996,2026-06-28
AP,40,9,0,0,1,3,25,63.100000000000136,120.04999999999995,238.02499999999986,2026-07-05
AP,41,9,0,0,1,3,26,70.10000000000014,137.0999999999999,218,2026-07-12
AP,42,10,0,0,1,3,27,69,127.04999999999995,220,2026-07-19
AP,43,10,0,0,1,3,30,80.10000000000014,138.14999999999986,275.09999999999945,2026-07-26
AP,44,11,0,0,1,4,32,76,143.04999999999995,239.12499999999932,2026-08-02
AP,45,11,0,0,1,4,31,82,162,268.02499999999986,2026-08-09
AP,46,13,0,0,1,4,35,92.10000000000014,169.0999999999999,294.02499999999986,2026-08-16
AP,47,13,0,0,1,4,36,100,165,296.1249999999993,2026-08-23
AP,48,13,0,1,1,4,36,93.10000000000014,180.0999999999999,323.02499999999986,2026-08-30
AP,49,13,0,0,1,4,35,91.20000000000027,165.14999999999986,259.17499999999905,2026-09-06
AP,50,12,0,0,1,4,35,94,169.24999999999977,312.02499999999986,2026-09-13
AP,51,12,0,0,1,4,34,83.10000000000014,153.0999999999999,266,2026-09-20
AP,52,10,0,0,1,4,30.25,77,138,254.37499999999795,2026-09-27
BA,1,312,96,113,140,205,483.5,831.1000000000001,1138.4499999999996,1612.0249999999999,2025-10-05
BA,2,308,97,116,143,203.75,484,807.1000000000001,1151.2499999999998,1582.3999999999978,2025-10-12
BA,3,316,96.975,114,145,204.75,498.25,789,1108.1499999999999,1723.1499999999992,2025-10-19
BA,4,317.5,95.975,114.95,143,203,500.25,795.3000000000004,1128.3499999999997,1511.2499999999986,2025-10-26
BA,5,323,96,118,145.9,215,498.25,822,1124.1,1573,2025-11-02
BA,6,330,102,126,151,216,530.25,835.4000000000005,1181.05,1638.0249999999999,2025-11-09
BA,7,335,99.975,128,156,222,536.25,848,1134.8499999999992,1548.2249999999988,2025-11-16
BA,8,347,110,128,159,231,546.25,872.3000000000004,1191.3499999999997,1642.0999999999995,2025-11-23
BA,9,353,110.97500000000001,139.85000000000002,167,238.75,560,861.2000000000003,1240.1999999999998,1765.0249999999999,2025-11-30
BA,10,382,118,140,173.9,249.75,595.5,944,1349.5999999999995,1800.2499999999986,2025-12-07
BA,11,402,127,156,187,265.75,621.25,1031.1000000000001,1438.3499999999997,1814.6999999999962,2025-12-14
BA,12,450.5,142,171,211,300.75,703,1071.4000000000005,1601.2999999999997,2173.1249999999995,2025-12-21
BA,13,445,140.975,173,207,296,700.25,1125,1629.5499999999995,2413.4249999999865,2025-12-28
BA,14,512.5,169.95,200,240,345,795,1268.0000000000014,1896.2499999999998,2712.4749999999976,2026-01-04
BA,15,608.5,202,241,295,406.75,939,1462.6000000000008,2108.949999999999,2985.424999999998,2026-01-11
BA,16,723,229.97500000000002,280,346,485.75,1112.25,1740.1000000000001,2487.15,3594.075,2026-01-18
BA,17,858.5,277.95000000000005,326.95000000000005,413.70000000000005,573,1302.25,2063.600000000001,2809.8999999999987,4006.0749999999944,2026-01-25
BA,18,1027,318.97499999999997,400,494,695,1544.25,2434.4000000000005,3392.449999999999,4817.274999999999,2026-02-01
BA,19,1192,373.95000000000005,456.95,564,790.75,1830.25,2794.1000000000004,3946.2999999999997,5770.599999999975,2026-02-08
BA,20,1355,457.97499999999997,537.9499999999999,662.9000000000001,924.25,2092.25,3330,4391.15,6101.574999999964,2026-02-15
BA,21,1601,507.925,616.75,747.9,1059.5,2377.5,3784.1000000000017,5148.15,6991.025,2026-02-22
BA,22,1707,557.8499999999999,656.95,805.9000000000001,1145.75,2557.25,4087.4000000000046,5731.7,8337.899999999996,2026-03-01
BA,23,1859.5,622.975,732.35,903,1266,2871,4446.800000000001,6331.2,9600.15,2026-03-08
BA,24,1922,639.85,773.95,937.5,1290,2911.25,4592.000000000002,6049.749999999999,8434.224999999999,2026-03-15
BA,25,1991.5,662.875,792.95,964,1356.75,3110.75,4758,6300.999999999996,9483.874999999985,2026-03-22
BA,26,2031.5,651,787,965,1376,3138,4808.100000000002,7049.099999999998,10529.124999999995,2026-03-29
BA,27,2064.5,698,834.95,1004.9,1379.75,3129,5143.600000000001,7208.15,10232.774999999996,2026-04-05
BA,28,2029,707.875,810,1003.6,1414.5,3090.25,4813.100000000001,6551.999999999998,10089.999999999989,2026-04-12
BA,29,2035,658.875,814.9499999999999,972.9,1340,3141.25,4937.000000000005,7085.8499999999985,9676.274999999994,2026-04-19
BA,30,2010.5,668.875,782.8499999999999,969,1408.5,3063.75,4860.3,6729.749999999999,10019.425,2026-04-26
BA,31,1932,631.7750000000001,748.9,908,1316.75,3020.5,4659.000000000003,6352.199999999999,9061.574999999997,2026-05-03
BA,32,1871.5,622.9499999999999,743.9,909.9000000000001,1292,2750.5,4262.000000000001,5626.449999999999,8294.674999999992,2026-05-10
BA,33,1726,572.9000000000001,667,815,1173.5,2566.75,3951,5160.199999999999,7046.62499999998,2026-05-17
BA,34,1549,538.975,639.95,770.8000000000001,1072.75,2351.25,3709.1000000000013,5413.049999999998,7242.824999999996,2026-05-24
BA,35,1374,488.975,555.7500000000001,680,952,2054,3284.1000000000017,4375.699999999999,6218.474999999975,2026-05-31
BA,36,1282,427.975,497,602.7,850.75,1964.5,2967.1000000000004,4041.099999999997,5453.699999999991,2026-06-07
BA,37,1115,348,439.95,535,766.75,1686,2676,3759.6499999999996,5979.474999999975,2026-06-14
BA,38,981,330.975,391,478.90000000000003,673,1501.25,2358.1000000000004,3120.999999999999,4456.024999999989,2026-06-21
BA,39,862,288,337,411.9,576.75,1342.25,2133.600000000001,2857.4999999999986,3873.5499999999975,2026-06-28
BA,40,787.5,259.975,305,373.9,530.75,1220,1931.800000000001,2648.8499999999985,3493,2026-07-05
BA,41,698.5,225.95,271.95,328,471,1093.75,1770.2000000000003,2752.05,3654.599999999986,2026-07-12
BA,42,625.5,201.95,244.95,298,409,967.25,1609.3000000000004,2371.15,3208.4499999999975,2026-07-19
BA,43,579,184,219.95,266.9,382,909,1461.1000000000001,1950.5999999999995,2748.2999999999984,2026-07-26
BA,44,520,156.975,187,232.9,338,828.25,1332,1946.3499999999997,2930.049999999983,2026-08-02
BA,45,483,144.95,171,214,314,768.5,1237.1000000000001,1668.2499999999998,2259.449999999997,2026-08-09
BA,46,433.5,130.97500000000002,160,195,287,685.25,1069.6000000000022,1470.1,2096.1749999999884,2026-08-16
BA,47,396,124,144.95,178,261.75,626.25,1048.1000000000001,1511.049999999999,2135.124999999999,2026-08-23
BA,48,374,113.975,136,168.9,243,596.25,980.1000000000001,1426.1499999999999,1851.4499999999975,2026-08-30
BA,49,352.5,111.975,133,161,230,547.75,901.1000000000001,1227.1,1759.199999999999,2026-09-06
BA,50,339,101,122,152.9,215,544,855.1000000000001,1226,1782.0999999999995,2026-09-13
BA,51,328.5,96.975,113.95,148,210,522.5,832.1000000000001,1120.1,1667.6749999999963,2026-09-20
BA,52,323.5,94,116.95,143.9,204,506,805.1000000000001,1174.1999999999998,1599.2249999999988,2026-09-27
CE,1,124,35,43,53.900000000000006,79,205,343,451,636,2025-10-05
CE,2,118,32,39,49,74,193,315.10000000000014,419.0999999999999,586.1499999999992,2025-10-12
CE,3,116,29,38,49,74,191,321,431,661.4999999999973,2025-10-19
CE,4,110,32,39,50,71,188,313.10000000000014,437.1999999999998,595.174999999999,2025-10-26
CE,5,112,28.975,37,48,72,183,306,454.0999999999999,711.0999999999995,2025-11-02
CE,6,112,31,37,47,70,183,314,428.14999999999986,644.0749999999996,2025-11-09
CE,7,111,28.975,36,45,68,181,302.10000000000014,433,688.1499999999992,2025-11-16
CE,8,106,28,36,46,67,177,289,393.3499999999997,565.1499999999992,2025-11-23
CE,9,100,25.975,31.950000000000003,43,63,164.25,264,388.14999999999986,527.2749999999985,2025-11-30
CE,10,96,27,31,41,58,161,269,384.0999999999999,555.174999999999,2025-12-07
CE,11,94,24,31,39,58,154,247,351,527.1249999999993,2025-12-14
CE,12,95,24,31,40,60,155.25,265,352.1999999999998,529.1249999999993,2025-12-21
CE,13,93,26,32,40,59,157,264,362.14999999999986,485.0499999999997,2025-12-28
CE,14,103,30,34,43,66,169,263,386.0999999999999,502.0499999999997,2026-01-04
CE,15,118,34,42,52,76,189,298.10000000000014,422.14999999999986,617.0499999999997,2026-01-11
CE,16,139.5,40,49,62,91,219.25,362.10000000000014,513.0999999999999,715.0499999999997,2026-01-18
CE,17,166,49,58,75,110,265,437.10000000000014,598.0999999999999,896.2499999999986,2026-01-25
CE,18,208,56,73.95,94.9,138,329,523.1000000000001,731.1499999999999,1101.0249999999999,2026-02-01
CE,19,253,77.975,94,115,168,397,641.5000000000007,901.2999999999988,1286.924999999995,2026-02-08
CE,20,311,92,108,134,197,485.25,757.2000000000003,1087.6499999999994,1493.5999999999967,2026-02-15
CE,21,353,105.975,128,164,237,554.25,877,1201.3999999999996,1632.1499999999992,2026-02-22
CE,22,419,118,143,187,272,651.75,1059.1000000000001,1433.05,1932.349999999998,2026-03-01
CE,23,479.5,134,164,206,311,769.25,1182.4000000000005,1711.5499999999995,2389.174999999988,2026-03-08
CE,24,538.5,160.975,194,248.9,357,850.25,1347.1000000000001,1852.5499999999995,2575.0749999999994,2026-03-15
CE,25,617,170,210,263,395.75,963.5,1490,2042.2999999999997,3110.2249999999985,2026-03-22
CE,26,672.5,195.975,246.95000000000002,300.9,433.75,1036,1750,2352.1499999999996,3176.4999999999973,2026-03-29
CE,27,737,218,265.95,331.9,485,1163.75,1845.0000000000014,2508.05,3614.949999999995,2026-04-05
CE,28,812.5,241.92499999999998,291.95,369,522,1249,2072.3,2928.25,4071.174999999994,2026-04-12
CE,29,835,230.97500000000002,305,391,556.75,1344.5,2150.1000000000013,2999,4382.474999999997,2026-04-19
CE,30,878.5,282,330.90000000000003,403.8,571.75,1429.5,2229,2906.1,4054.674999999991,2026-04-26
CE,31,872,276,336,423.9,595.5,1402.75,2188,2887.6499999999996,3701.87499999999,2026-05-03
CE,32,879,283.975,341,405.9,580.75,1395,2182.2000000000016,2954.3499999999995,4036.049999999989,2026-05-10
CE,33,853.5,283.975,328,402.90000000000003,560,1361.5,2140.4000000000005,2792.2,3654.4749999999976,2026-05-17
CE,34,829,262,313.95,382,543,1281.75,1994.6000000000008,2862.1,3730.4999999999973,2026-05-24
