uf,week,date,pred,lower_95,lower_90,lower_80,lower_50,upper_50,upper_80,upper_90,upper_95
AL,11,2026-12-20,53,5,8,13,26,111,217.10000000000014,320.04999999999995,523.0249999999999
AL,12,2026-12-27,55,5,8,12.900000000000006,25,110.25,208,307.0999999999999,459.2749999999985
AL,13,2027-01-03,57,6,9,14,28,114,233.10000000000014,333.1999999999998,467.09999999999945
AL,14,2027-01-10,57,6,9,14,29,117.25,226.10000000000014,353.1999999999998,506.09999999999945
AL,15,2027-01-17,61,7,10,15,29,125.25,245.20000000000027,383.14999999999986,499
AL,16,2027-01-24,66,6.975000000000001,9,15,31,135,250,410.0999999999999,605.0999999999995
AL,17,2027-01-31,72.5,7,11,17,35,146,276.10000000000014,453,690.2999999999984
AL,18,2027-02-07,83,9,13,20,39,155,294.10000000000014,451.0999999999999,671.1999999999989
AL,19,2027-02-14,86,9,13,20.900000000000006,42,168,344,522.1499999999999,738.0499999999997
AL,20,2027-02-21,94,11,16,23,46,181.25,381.10000000000014,580.0999999999999,811.0499999999997
AL,21,2027-02-28,104,9,14,23,50,210,390,620,929.3499999999981
AL,22,2027-03-07,108,14,20,28,54.75,222.25,416.10000000000014,637.0999999999999,926.1499999999992
AL,23,2027-03-14,115,13,18,30,59,230,457,746.1499999999999,997.0749999999996
AL,24,2027-03-21,132,16,21,33,65,271,513.3000000000004,801,1173.1249999999993
AL,25,2027-03-28,137,15.975000000000001,23,35.900000000000006,69.75,283,524,774.1499999999999,1116.4499999999975
AL,26,2027-04-04,154.5,18,24,37,76,300,592.3000000000004,943.2499999999998,1355.174999999999
AL,27,2027-04-11,165,17.975,26,40,82,338.25,671.2000000000003,976.6999999999994,1464.5249999999971
AL,28,2027-04-18,180,24,30,44.900000000000006,89,370,747,1167,1664.2249999999933
AL,29,2027-04-25,197,22,32,49.900000000000006,95,416.25,766.2000000000003,1112.5999999999995,1782.5999999999967
AL,30,2027-05-02,211,23.975,35,50,101.75,433,815.2000000000003,1330.1999999999998,2063.2499999999986
AL,31,2027-05-09,230.5,25.975,37.95,59,116,463.25,938.8000000000011,1451,2069.2749999999987
AL,32,2027-05-16,241,28.975,42,67,123,476.25,976.2000000000003,1480.5499999999995,2447.84999999999
AL,33,2027-05-23,253,30.975,43,62,119,516,1057.6000000000008,1609.4499999999996,2342.2249999999985
AL,34,2027-05-30,254,31.975,42.95,68,127.75,533.75,985.4000000000005,1546.3499999999997,2334.374999999998
AL,35,2027-06-06,262.5,34,46,66,131.75,565.75,1138,1714.1499999999999,2908.374999999998
AL,36,2027-06-13,267.5,32,46,68,131,548.25,1083.9000000000012,1714.05,2533.774999999996
AL,37,2027-06-20,285.5,35,51,75,142,574.5,1094.1000000000001,1669.3499999999997,2665.924999999995
AL,38,2027-06-27,280,31,45,74,138,553,1132.6000000000008,1779.1,2487.9499999999944
AL,39,2027-07-04,269,35,48,72,137,577,1136.2000000000003,1829.049999999999,2625.249999999993
AL,40,2027-07-11,270,33.975,49.95,73,134,549.5,1034,1624.3999999999996,2601.0749999999944
AL,41,2027-07-18,259.5,31.975,45,68,127,540.25,1023,1495.1999999999998,2133.7999999999956
AL,42,2027-07-25,245.5,31,43,63,121.75,520.25,1032.4000000000005,1555.999999999999,2474.474999999992
AL,43,2027-08-01,235,32,41,59,120,460.25,909,1416,2120.6249999999964
AL,44,2027-08-08,214,24,36,53.900000000000006,107.75,444,863.4000000000005,1241.6499999999994,1805.0249999999999
AL,45,2027-08-15,195.5,22,35,51,98,408,801.5000000000007,1167.5999999999995,1722.2249999999988
AL,46,2027-08-22,178.5,22,31,47.900000000000006,90,359,724.700000000001,1197.1999999999998,1726.3999999999978
AL,47,2027-08-29,167.5,19,27,42.900000000000006,83,359.25,667.2000000000003,1013,1420.349999999998
AL,48,2027-09-05,154,18,28,39,77,330,666.2000000000003,1024.1,1609.2749999999985
AL,49,2027-09-12,137,16,24.950000000000003,37.900000000000006,69,295,570.4000000000005,854,1202.4499999999975
AL,50,2027-09-19,134,15,21,33,66,269,539,883,1240.1249999999993
AL,51,2027-09-26,125,15,21,31,61,258.25,486.3000000000004,713.4499999999996,980.0249999999999
AL,52,2027-10-03,118,16,21,31,57,234,436.10000000000014,660.1499999999999,960.6749999999963
AL,53,2027-10-10,108,12,17.950000000000003,26,51,232,427.2000000000003,673.2499999999998,918
AM,1,2026-10-11,60,12,17,22,36,98,162,225.14999999999986,317
AM,2,2026-10-18,59,15,18,24,36,94.25,157,214,292.02499999999986
AM,3,2026-10-25,63,14,18,23,37,99,157,219.04999999999995,287
AM,4,2026-11-01,62,13,17,23,38,100,164,232,290
AM,5,2026-11-08,66,15,19,26,40,103,167.20000000000027,230.14999999999986,303.0499999999997
AM,6,2026-11-15,68,16,20,27,42,112,176,232,300.02499999999986
AM,7,2026-11-22,71,17,22,29.900000000000006,44,113,182,243.04999999999995,318.1249999999993
AM,8,2026-11-29,76,19,24,31.900000000000006,48,122,191,261.0999999999999,336.02499999999986
AM,9,2026-12-06,80,20,25,32.900000000000006,50,127,204.10000000000014,272.04999999999995,348.1249999999993
AM,10,2026-12-13,85,20,26,35,53,135,216,284.0999999999999,376.09999999999945
AM,11,2026-12-20,91,21,26,36,57,144,227,295,396.02499999999986
AM,12,2026-12-27,98,24,30,41,63,155,244.10000000000014,314.04999999999995,407.09999999999945
AM,13,2027-01-03,108,27,34,45,68,169,263,361,460.0749999999996
AM,14,2027-01-10,118,31.975,38,51,75,185,284.10000000000014,370.14999999999986,503
AM,15,2027-01-17,129,33,41,56,83,202,312,404.1999999999998,512.2999999999984
AM,16,2027-01-24,137,36,46,57,89,216,329,413.14999999999986,550.2749999999985
AM,17,2027-01-31,143,38.975,48.95,64,97,225,344,443.04999999999995,566.0999999999995
AM,18,2027-02-07,150,41,49,64,97,231.25,360.2000000000003,485.0999999999999,640.2999999999984
AM,19,2027-02-14,152,42,53,65.9,97,240.5,367,489.04999999999995,623.0249999999999
AM,20,2027-02-21,156,41,50,65,103,242.25,381.10000000000014,516.05,622.174999999999
AM,21,2027-02-28,153,40.975,52,66,101,243,387.10000000000014,515.05,701.1249999999993
AM,22,2027-03-07,154,37,47,64,96,232,351.2000000000003,475,593.174999999999
AM,23,2027-03-14,146,37,47,60,94,223,347.2000000000003,462.1999999999998,595.0249999999999
AM,24,2027-03-21,141,36,47,60,91,223,341,447.0999999999999,603.0749999999996
AM,25,2027-03-28,130,34,44,55,86,207.25,318.10000000000014,414.04999999999995,540.0499999999997
AM,26,2027-04-04,126,32,39,53,82,197.25,301.10000000000014,391.04999999999995,514.0249999999999
AM,27,2027-04-11,119,31.975,39,49,75,192,295.10000000000014,386.04999999999995,475.0749999999996
AM,28,2027-04-18,114,29,36,47,72,173,277.3000000000004,367.04999999999995,482.0499999999997
AM,29,2027-04-25,98.5,25,32,42,64,160,249,319.0999999999999,447.1249999999993
AM,30,2027-05-02,98,23,30,40,61,157,238,316,416.09999999999945
AM,31,2027-05-09,88,20,27,35.900000000000006,56,144,224,307.04999999999995,391.02499999999986
AM,32,2027-05-16,82,20,24,31,51,132,203,257,327.0499999999997
AM,33,2027-05-23,75,19,23,32,48,121,179,242.04999999999995,300.02499999999986
AM,34,2027-05-30,71,15,20,27,45,113,175,228,286
AM,35,2027-06-06,66,15,19,24,39,106,159,201.0999999999999,256.09999999999945
AM,36,2027-06-13,59,13,17.950000000000003,23,37,98,152.10000000000014,198.19999999999982,249.09999999999945
AM,37,2027-06-20,60,14,18,24,37,93.25,146,200.04999999999995,256.02499999999986
AM,38,2027-06-27,56,12,17,22,34,89,137,180,227.02499999999986
AM,39,2027-07-04,55,12,15,21,34,87,134,169,218
AM,40,2027-07-11,53,12,16,21,33,86,130,174,231.02499999999986
AM,41,2027-07-18,50,10,14,19,31,83,131,173,221.04999999999973
AM,42,2027-07-25,49,11,14,19,30,79,121.10000000000014,157,203.04999999999973
AM,43,2027-08-01,48,10,13,18,29,80,124,171.04999999999995,218.04999999999973
AM,44,2027-08-08,48,10,13,18,29,75,111.10000000000014,147.04999999999995,203.02499999999986
AM,45,2027-08-15,48,11,14,18,29,77,118,152.04999999999995,192.04999999999973
AM,46,2027-08-22,47,11,14,18,30,76,126.10000000000014,167,230.0749999999996
AM,47,2027-08-29,50,11,14,20,31,81.25,123,166.04999999999995,216
AM,48,2027-09-05,52,11,15,19,31,84,131,178.04999999999995,228
AM,49,2027-09-12,52,11,15,20,33,87,143,190,259.02499999999986
AM,50,2027-09-19,57,12,16,22,35,96,151,214,282.17499999999905
AM,51,2027-09-26,56,13,17,22,34,95,159,217.04999999999995,310.0749999999996
AM,52,2027-10-03,59,13,16,22,35,99,152,212,287.0499999999997
AM,53,2027-10-10,60,14,18,24,39,100.25,163,234,321.02499999999986
AP,1,2026-10-11,10,0,0,1,3,26,64.10000000000014,112.04999999999995,190
AP,2,2026-10-18,9,0,0,1,3,24,62.100000000000136,121,184.24999999999864
AP,3,2026-10-25,8,0,0,1,3,23,57,92.04999999999995,149.04999999999973
AP,4,2026-11-01,7,0,0,1,3,20,53,86.04999999999995,145
AP,5,2026-11-08,7,0,0,1,2,18,43,80,122
AP,6,2026-11-15,6,0,0,0,2,15,44,72,118.04999999999973
AP,7,2026-11-22,5,0,0,0,2,14,35.100000000000136,60,99.02499999999986
AP,8,2026-11-29,5,0,0,0,2,14,35.100000000000136,64,111.02499999999986
AP,9,2026-12-06,5,0,0,0,2,14,36,63,100.02499999999986
AP,10,2026-12-13,6,0,0,0,2,15,38,70.04999999999995,102
AP,11,2026-12-20,6,0,0,1,2,16,41,77,112.02499999999986
AP,12,2026-12-27,8,0,0,1,3,21,55,96,160
AP,13,2027-01-03,10,0,0,1,3,25,66,111.04999999999995,181.12499999999932
AP,14,2027-01-10,12,0,1,1,5,34,84,146,253.0749999999996
AP,15,2027-01-17,14,0,1,2,5,38,94,187.19999999999982,320.0499999999997
AP,16,2027-01-24,17,0,1,2,6,47,116.10000000000014,198.04999999999995,340.1499999999992
AP,17,2027-01-31,19.5,1,1,3,7,48,127.10000000000014,206.04999999999995,370
AP,18,2027-02-07,20,0,1,3,8,54.25,141,243.04999999999995,401.09999999999945
AP,19,2027-02-14,22,0.9750000000000014,1,3,8,55,142.10000000000014,257.04999999999995,438.1499999999992
AP,20,2027-02-21,22,0,1,3,8,59.25,151,263.3499999999997,425.3999999999978
AP,21,2027-02-28,21,0,1,3,8,53.25,138,300.2999999999997,502.0499999999997
AP,22,2027-03-07,22,0,1,3,8,61,145.10000000000014,260.04999999999995,417.0499999999997
AP,23,2027-03-14,21,0,1,3,8,57,142,255,412.6249999999966
AP,24,2027-03-21,21,1,1,3,7,55,130,243,394.3249999999982
AP,25,2027-03-28,19.5,0,1,3,7,53,135.10000000000014,233.14999999999986,400.09999999999945
AP,26,2027-04-04,19,0,1,2,7,47,131.10000000000014,235.04999999999995,333.09999999999945
AP,27,2027-04-11,18,0,1,2,6.75,46,120,224,409.0749999999996
AP,28,2027-04-18,17,0,1,2,6,44,110.10000000000014,205,372
AP,29,2027-04-25,15,0,1,2,6,42,102.20000000000027,192.0999999999999,317.0749999999996
AP,30,2027-05-02,14,0,1,2,5,38.25,98.10000000000014,171,280
AP,31,2027-05-09,13,0,0,1.9000000000000057,5,35,93,152.14999999999986,262.02499999999986
AP,32,2027-05-16,12,0,0,1,4,32,86,144.04999999999995,223.02499999999986
AP,33,2027-05-23,11,0,0,1,4,30,72.10000000000014,127,224.02499999999986
AP,34,2027-05-30,10,0,0,1,4,28,70.10000000000014,116.04999999999995,214.0749999999996
AP,35,2027-06-06,10,0,0,1,3,26,71,136,208
AP,36,2027-06-13,9,0,0,1,3,25,62,122,198
AP,37,2027-06-20,9,0,0,1,3,25,64,111,187.09999999999945
AP,38,2027-06-27,9,0,0,1,3,23.25,57.100000000000136,102.09999999999991,169
AP,39,2027-07-04,9,0,0,1,3,25,62.100000000000136,105.04999999999995,170
AP,40,2027-07-11,10,0,0,1,3,24,59,112.04999999999995,175.14999999999918
AP,41,2027-07-18,10,0,0,1,3,25,65,116,178.02499999999986
AP,42,2027-07-25,9,0,0,1,3,26,68,117,191.0749999999996
AP,43,2027-08-01,11,0,0,1,4,28,78,136.19999999999982,228.04999999999973
AP,44,2027-08-08,11,0,0,1,4,30,74,133.04999999999995,260.02499999999986
AP,45,2027-08-15,12,0,0,1,4,32.25,79,129,221.02499999999986
AP,46,2027-08-22,12,0,0,1,4,35,89.10000000000014,162.24999999999977,285.09999999999945
AP,47,2027-08-29,13,0,0,1,4,34,84,147.14999999999986,238
AP,48,2027-09-05,12,0,1,1,4,32,82.10000000000014,150.04999999999995,224.0749999999996
AP,49,2027-09-12,11,0,0,1,4,31,75.10000000000014,136.19999999999982,246.24999999999864
AP,50,2027-09-19,11,0,0,1,4,28,75.10000000000014,127,226.1999999999989
AP,51,2027-09-26,11,0,0,1,4,28,71,138,240.04999999999973
AP,52,2027-10-03,10,0,0,1,4,27,68.10000000000014,122,211.02499999999986
AP,53,2027-10-10,9,0,0,1,3,27,66.10000000000014,123,188.12499999999932
BA,1,2026-10-11,300.5,96,113,143,200,472,762.3000000000004,1046.4499999999996,1309.6249999999966
BA,2,2026-10-18,311,100,116,145.9,204,479,763,1013.5999999999995,1328.2749999999985
BA,3,2026-10-25,306,100,117,143.9,205.75,486.25,742,1041.1499999999999,1307.0999999999995
BA,4,2026-11-01,317,97.975,117,147,206,493,733.2000000000003,958.0999999999999,1272.1249999999993
BA,5,2026-11-08,313.5,108,126.95,150.9,213.75,493.25,757.1000000000001,983.2499999999998,1414.2999999999984
BA,6,2026-11-15,322,104,125,153,211,500,770.1000000000001,1023.2999999999997,1369.2249999999988
BA,7,2026-11-22,335,108,127,158.9,227,514,779.3000000000004,1005,1314.2999999999984
BA,8,2026-11-29,346,115,135,163.9,232,538,823,1096,1519.2999999999984
BA,9,2026-12-06,349,117,138,167.9,235.75,529,856.4000000000005,1101.1999999999998,1389.4499999999975
BA,10,2026-12-13,361.5,119,138,170,236,557.25,881.2000000000003,1196.2499999999998,1581.174999999999
BA,11,2026-12-20,382,126.97500000000001,153.95,182.9,258,589.25,900.1000000000001,1189.4999999999995,1618.4249999999922
BA,12,2026-12-27,413,144,165.95,198,281.75,648,1016.5000000000007,1370.05,1693.0999999999995
BA,13,2027-01-03,483,162,189.9,233.9,329,736.25,1105,1440.1,2028.549999999997
BA,14,2027-01-10,554.5,188.95,229.95,277.9,378,845.5,1320.1000000000001,1713.3999999999996,2361.0749999999944
BA,15,2027-01-17,656.5,227,265,318.90000000000003,448.75,1017.5,1515.0000000000014,2022.199999999999,2750.2499999999986
BA,16,2027-01-24,774,285.95000000000005,327,392.9,529.75,1190.25,1808,2613.2499999999995,3510.349999999998
BA,17,2027-01-31,920,317.975,362,448.9,631,1404.5,2130.0000000000014,2912.8499999999995,3801
BA,18,2027-02-07,1066,365,433,526,720,1595.25,2441.2000000000016,3433.5499999999993,4756.724999999996
BA,19,2027-02-14,1240.5,416,490.75,604.9,828,1857,2898.500000000001,3731.7999999999984,4822
BA,20,2027-02-21,1374.5,479,570.95,680.9,941,2097.75,3350.500000000001,4282.349999999996,5799.9999999999945
BA,21,2027-02-28,1544,567.9250000000001,652,772.7,1053,2284.25,3624.9000000000015,4862.55,6371.999999999989
BA,22,2027-03-07,1671,579.775,680.9000000000001,825,1124.75,2518.5,3855.400000000002,5066.649999999998,6559.025
BA,23,2027-03-14,1802.5,617.975,742,893.8000000000001,1239.75,2700.5,4070.200000000003,5359.1999999999925,7348.3749999999645
BA,24,2027-03-21,1862.5,644.575,771.9,942,1267.5,2774.5,4111.200000000002,5315.9,6904.399999999998
BA,25,2027-03-28,1898,708,817,976.7,1328.75,2843.5,4420.200000000001,5834.549999999999,7682.05
BA,26,2027-04-04,1976.5,649.975,795,979.6,1334,2913.25,4520.4000000000005,5731.2,8015.699999999985
BA,27,2027-04-11,1919,678.6750000000001,811.95,960.9,1336,2963.5,4549.200000000002,6199.249999999996,7972.299999999998
BA,28,2027-04-18,1947.5,671.9,798.9499999999999,957,1345.5,2859,4314.1,5893.2,7184.724999999974
BA,29,2027-04-25,1864.5,684.975,779.9000000000001,935,1317.75,2736.25,4279.900000000002,5555.949999999999,7404.8749999999845
BA,30,2027-05-02,1831,660.95,776.8000000000001,912.9,1262,2738.5,4349.1,5738.049999999999,8047.124999999983
BA,31,2027-05-09,1718,645.9250000000001,743.85,874.9000000000001,1207,2594.25,4046.100000000003,5393.899999999999,6531.199999999993
BA,32,2027-05-16,1595.5,582.85,685.9000000000001,816,1123,2371.5,3654.2000000000016,4502.299999999998,5739.524999999997
BA,33,2027-05-23,1471,537.95,617.9499999999999,727.7,994.75,2261,3420.600000000001,4391.5999999999985,5915.4249999999975
BA,34,2027-05-30,1335,482.925,578.9,687.9,941.75,2006.75,2968.4000000000024,3750.05,4931.149999999999
BA,35,2027-06-06,1163.5,417.97499999999997,483,605.8000000000001,830,1776.25,2731.1000000000004,3662.3499999999995,4667.374999999987
BA,36,2027-06-13,1052,361.97499999999997,423.95,502.70000000000005,711.5,1555.25,2389.2,3203.3,4156.374999999998
BA,37,2027-06-20,885,333.85,382,454.90000000000003,618,1383.25,2106.4000000000005,2841.4499999999994,3679.5749999999966
BA,38,2027-06-27,799,279.925,330,390,544.5,1228.75,1816.4000000000005,2428.3499999999995,3222.075
BA,39,2027-07-04,725.5,258.95,301,358,502,1123,1704.0000000000014,2291,3039.1499999999987
BA,40,2027-07-11,636,224,260,314,435.75,986,1496.4000000000005,2025,2812.0499999999997
BA,41,2027-07-18,572.5,197.97500000000002,230.95000000000002,285,398,906.5,1379.1000000000001,1813.2999999999997,2426.699999999996
BA,42,2027-07-25,519,178,208.95,254,351,795.5,1253.6000000000008,1693.4999999999995,2197.5999999999967
BA,43,2027-08-01,471,153,187,228,315,741,1158.1000000000001,1594.3499999999997,2149.249999999999
BA,44,2027-08-08,433,146.95000000000002,168,206.9,295.75,688,1036,1427.05,1914.4249999999977
BA,45,2027-08-15,404,137.95,158,192,269,643,1020,1362.3499999999997,1830.174999999999
BA,46,2027-08-22,383,124,143,181,254,594.25,956.1000000000001,1247.9499999999991,1750.0499999999997
BA,47,2027-08-29,352,113.975,139,168,233.75,554,872,1155.05,1591.0749999999996
BA,48,2027-09-05,339,109.92500000000001,130,159,227,529.25,850.1000000000001,1117.1999999999998,1408.0499999999997
BA,49,2027-09-12,329,104,126,155,214,503,806.1000000000001,1074.1,1428.2249999999988
BA,50,2027-09-19,318,102.97500000000001,124.95,148,211,492,746.3000000000004,1002.05,1293.374999999998
BA,51,2027-09-26,303.5,97.975,115,140.9,203.75,479,764,1037.05,1445.2999999999984
BA,52,2027-10-03,298,102,116.95,142,203,469,754.1000000000001,1011.05,1401.0249999999999
BA,53,2027-10-10,303,99,115,143,202.75,476.25,757,1030.1499999999999,1344.299999999993
CE,1,2026-10-11,123,38,44,53,79,201.25,308.10000000000014,438,594.0749999999996
CE,2,2026-10-18,112,32,39,50,73.75,179,285,403,539.0999999999995
CE,3,2026-10-25,108.5,31,39,48,70,173.25,281.10000000000014,397.14999999999986,538.1499999999992
CE,4,2026-11-01,108,29.975,36.95,45,67.75,173,280,388.1999999999998,564.1249999999993
CE,5,2026-11-08,108,27.975,35,45,68,171,284,393.04999999999995,556.1499999999992
CE,6,2026-11-15,110,28,34.95,45,68,178,279.10000000000014,411,574.0249999999999
CE,7,2026-11-22,105,28,35,44,67,169,277.10000000000014,380.04999999999995,522.1249999999993
CE,8,2026-11-29,101,29.975,35.95,45,64,165,271,382.04999999999995,543
CE,9,2026-12-06,96,27,34,42,61,159,255,366,523
CE,10,2026-12-13,92,27,32,41,59,152,251,368.1999999999998,484.02499999999986
CE,11,2026-12-20,91,25,30,39,57,150,248.10000000000014,355.04999999999995,483.0499999999997
CE,12,2026-12-27,92.5,25,31,41,61,149,251.10000000000014,334,488.0749999999996
CE,13,2027-01-03,100.5,28,35,44,65,159,263,375.1999999999998,523.1999999999989
CE,14,2027-01-10,114,35,40.95,51,75,183,300,412.04999999999995,566.0249999999999
CE,15,2027-01-17,137.5,43,50,60,88,216,338,456.04999999999995,637.2999999999984
CE,16,2027-01-24,166,52,62,76,112,264,426,608.2499999999998,871.0499999999997
CE,17,2027-01-31,200,59,72,93,134,326,527.1000000000001,734.05,1003.1999999999989
CE,18,2027-02-07,247,74.97500000000001,90.95,114,167,385,611,849.1499999999999,1118.174999999999
CE,19,2027-02-14,295,88.94999999999999,108.95,138,195,464.25,758.1000000000001,1021.3499999999997,1413.724999999996
CE,20,2027-02-21,350,104.975,127,161,232,545.25,837.1000000000001,1175.2499999999998,1557.349999999998
CE,21,2027-02-28,409,122,145.95,187.9,267,631.25,1003.3000000000004,1341.3499999999997,1723.7999999999956
CE,22,2027-03-07,456,150.97500000000002,177,218,305,708.75,1137.1000000000001,1510.2999999999997,2066.6249999999964
CE,23,2027-03-14,514,162.97500000000002,195,245,346,802.5,1273.4000000000005,1779.05,2420.0249999999996
CE,24,2027-03-21,589.5,176.975,214,271.9,386,908.25,1406.1000000000001,1898.8999999999992,2778.0499999999997
CE,25,2027-03-28,646.5,201.975,243,297.9,426.75,975.25,1611,2317.4499999999994,2986.149999999999
CE,26,2027-04-04,733,223.95,272.9,335.8,478,1132.25,1803.9000000000012,2458.25,3246.0249999999996
CE,27,2027-04-11,753,253,299.95,372.9,511.75,1211,1939.3000000000004,2688.25,3401.2999999999874
CE,28,2027-04-18,835,257.97499999999997,309,389.9,567.75,1273,1972,2805.4499999999994,3879.4999999999973
CE,29,2027-04-25,852,275.97499999999997,336,407.9,570.75,1319.25,2090.600000000001,2821.3999999999996,3892.3749999999873
CE,30,2027-05-02,869,273.925,320,402,577,1312.25,1987.4000000000005,2717.2,3725.8749999999955
CE,31,2027-05-09,869.5,273.97499999999997,327,401,604,1327.25,2059.2000000000003,2704.3499999999995,3423.1499999999987
CE,32,2027-05-16,846,273,310.95000000000005,383,568.75,1287,2016.5000000000007,2715.3999999999996,3729.9749999999894
