uf,week,pred,lower_95,lower_90,lower_80,lower_50,upper_50,upper_80,upper_90,upper_95,date
AP,26,16,0,1,2,5,52,120,219.29999999999973,397.09999999999945,2025-03-30
AP,27,15.5,0,1,2,5,43,106.10000000000014,203.04999999999995,351.0499999999997,2025-04-06
AP,28,14.5,0,0,1,5,43,103,191.04999999999995,330,2025-04-13
AP,29,14,0,0,1,5,37.25,97,173.04999999999995,296.02499999999986,2025-04-20
AP,30,12,0,0,1,4,36,93,179,292.1999999999989,2025-04-27
AP,31,11,0,0,1,3,31,82,157.04999999999995,253.09999999999945,2025-05-04
AP,32,11,0,0,1,4,28.25,78,156.0999999999999,248.02499999999986,2025-05-11
AP,33,9,0,0,1,3,30,72.10000000000014,128.0999999999999,230.0749999999996,2025-05-18
AP,34,9,0,0,1,3,27,68,119.09999999999991,222.04999999999973,2025-05-25
AP,35,8,0,0,1,3,23,64.10000000000014,111.04999999999995,205.04999999999973,2025-06-01
AP,36,8,0,0,0,2,23,62,121.04999999999995,213.09999999999945,2025-06-08
AP,37,7,0,0,1,2,20,54,94,159.04999999999973,2025-06-15
AP,38,7,0,0,0,2,20,50,90.09999999999991,158.14999999999918,2025-06-22
AP,39,7,0,0,0,2,20,51,100,182.02499999999986,2025-06-29
AP,40,7,0,0,1,2,21,52,97,166.09999999999945,2025-07-06
AP,41,7,0,0,1,2,21,57,93,175.02499999999986,2025-07-13
AP,42,8,0,0,1,2,22.25,56,104,159.04999999999973,2025-07-20
AP,43,9,0,0,1,3,26,59,108.04999999999995,206,2025-07-27
AP,44,9,0,0,1,3,27,69,135.04999999999995,228,2025-08-03
AP,45,10,0,0,1,3,29,70,135.04999999999995,242.1999999999989,2025-08-10
AP,46,10.5,0,0,1,4,33,84,148,244.0749999999996,2025-08-17
AP,47,11,0,0,1,3,31,82,166.0999999999999,274.1499999999992,2025-08-24
AP,48,11,0,0,1,4,31.25,87,161.04999999999995,302.1249999999993,2025-08-31
AP,49,10,0,0,1,3,31,83.10000000000014,159.0999999999999,315.09999999999945,2025-09-07
AP,50,10,0,0,1,3,28,69.10000000000014,137.04999999999995,237.17499999999905,2025-09-14
AP,51,10,0,0,1,3,28,71,132,253.02499999999986,2025-09-21
AP,52,9,0,0,1,3,26,68,126.09999999999991,240,2025-09-28
BA,1,336.5,94.95000000000002,112,140,207,563.25,988.1000000000001,1454.05,2176.774999999996,2024-10-06
BA,2,327,91.975,114,141.9,208,558,958.6000000000008,1518.9499999999991,2127.0999999999995,2024-10-13
BA,3,326.5,88.975,107,130,198,547.25,965.1000000000001,1425.1,2054.124999999999,2024-10-20
BA,4,327,88,108.95,137,204,555.25,927.5000000000007,1387.2999999999997,2071.4749999999867,2024-10-27
BA,5,324,92,110,137,202.75,559.25,970.700000000001,1435.1999999999998,2000.7749999999958,2024-11-03
BA,6,337,93.975,112,140.9,215,572,1015.4000000000005,1463.1,2010.0749999999996,2024-11-10
BA,7,348,100.975,119,146,213.5,575,968.1000000000001,1443.1499999999999,2199.124999999999,2024-11-17
BA,8,355.5,94.97500000000001,116,146.9,218,592.25,952.9000000000012,1473.1999999999998,1909.0249999999999,2024-11-24
BA,9,367,97,123,152,229,602.25,1052.5000000000007,1569.4499999999996,2331.199999999999,2024-12-01
BA,10,378,100.975,125,159.9,236.75,630,1087.2000000000003,1585.049999999999,2325.7249999999963,2024-12-08
BA,11,407.5,115.975,139,170,257,684.5,1180.5000000000007,1660.7999999999984,2557.3999999999814,2024-12-15
BA,12,450,122,154.95000000000002,196,281,771.25,1272.3000000000004,1951.6499999999994,2753.1249999999936,2024-12-22
BA,13,526,151.95,182.95000000000002,231.9,336,842.5,1469,2297.5999999999995,3410.124999999999,2024-12-29
BA,14,617.5,178.925,224,275.9,398,1031.25,1719,2554.25,4106.174999999999,2025-01-05
BA,15,750,218.925,256,326.90000000000003,480.75,1236,2050.9000000000024,3204.149999999999,4726.024999999989,2025-01-12
BA,16,882,267.975,304.95,390.80000000000007,573,1439.25,2410.7000000000007,3633.3499999999995,5285.574999999997,2025-01-19
BA,17,1045,306.95,379.9,470.90000000000003,684.5,1743,3025.3,4517.5999999999985,6563.599999999997,2025-01-26
BA,18,1252.5,362.975,440.95,543.9,808,1989.25,3360.300000000002,5078.749999999998,8016.7749999999905,2025-02-02
BA,19,1458.5,448,542,667.9,946,2285.25,3990.500000000001,5551.25,8047.049999999973,2025-02-09
BA,20,1643,501.95000000000005,599.95,741,1089,2670.75,4656.600000000004,6620,8966.099999999966,2025-02-16
BA,21,1774.5,550.9000000000001,654.6999999999999,812,1163,2835.5,4995.000000000003,7196.5999999999985,10550.199999999999,2025-02-23
BA,22,1957.5,593.975,741.6500000000001,918.9000000000001,1278,3077.25,5375.200000000003,7564.649999999997,10473.499999999993,2025-03-02
BA,23,2053.5,629.95,761.55,924.9,1330.75,3232,5398.5000000000055,8211.949999999997,11429.099999999966,2025-03-09
BA,24,2133,659.9,784.95,956.9,1402,3425,5676.600000000002,8426,12143.149999999943,2025-03-16
BA,25,2158,643,812.85,996,1402,3633.25,5924.300000000003,8797.4,12993.424999999997,2025-03-23
BA,26,2197,690.9749999999999,825.9499999999999,997.6000000000001,1420.25,3549,6180.500000000002,9626.699999999999,12974.574999999997,2025-03-30
BA,27,2207.5,684.7750000000001,813.6,1007.7,1415.5,3550.5,5877.200000000002,8781.249999999996,13593.149999999994,2025-04-06
BA,28,2253,684.975,806.9499999999999,986.9000000000001,1451,3622.25,5873.6,8532.149999999998,12805.424999999997,2025-04-13
BA,29,2147.5,683.7750000000001,814.9,1000.4,1399,3435,6199.400000000002,9266.65,13424.399999999992,2025-04-20
BA,30,2132.5,643,767,963.8,1393.75,3319.25,5707.600000000001,8489.999999999998,11720.34999999998,2025-04-27
BA,31,1982.5,588.9250000000001,716,898,1270.75,3137.25,5274.3,8085.249999999996,11078.774999999996,2025-05-04
BA,32,1852,580.85,709.85,864.8,1218.75,3040,5271,7521.8499999999985,10727.69999999998,2025-05-11
BA,33,1741,536.9749999999999,642.95,782,1145.75,2763,4792.200000000001,6896.349999999997,9152.899999999978,2025-05-18
BA,34,1533.5,475.975,565.95,707.9,986,2502,3968.0000000000027,5970.049999999999,8203.125,2025-05-25
BA,35,1393,441.75,534,651.9,908.75,2296.75,3797,5276.199999999999,7746.15,2025-06-01
BA,36,1238,373.925,439.8,559.8,812,1998.25,3432.2000000000003,5037.25,6667.449999999997,2025-06-08
BA,37,1134,324,388.95,497.9,738,1793.25,2819.7000000000025,4167.15,5933.299999999998,2025-06-15
BA,38,1013,277.975,330.95000000000005,437.8,648,1692.25,2953.1,4177.549999999999,5872.499999999997,2025-06-22
BA,39,875,260.875,321.95,384,565,1437.75,2546.800000000001,3514.049999999999,4961.749999999991,2025-06-29
BA,40,809,219.975,280.95,352,522,1338,2180.100000000003,3186.4499999999985,4808.924999999984,2025-07-06
BA,41,727.5,209,254,323,457,1224.75,2075.300000000002,3022.3499999999995,4269.025,2025-07-13
BA,42,656.5,188.925,228.89999999999998,283,405,1121.25,2003.800000000001,2898.2,4060.4499999999975,2025-07-20
BA,43,588,164.975,195.95,255,373.75,997.5,1694.1000000000001,2375.7499999999995,3463.649999999996,2025-07-27
BA,44,553,147,185,231,353,945,1555.2000000000003,2318.4499999999985,3648.949999999995,2025-08-03
BA,45,504.5,142,164.95,208.9,309,862.25,1507.2000000000003,2238.1499999999996,3190.4749999999976,2025-08-10
BA,46,466,129.975,153,191.9,289,779.25,1385.1000000000001,2001.5999999999995,2926.149999999994,2025-08-17
BA,47,443,117,140,174,275.75,759.25,1254.6000000000008,1750.4999999999995,2544.049999999994,2025-08-24
BA,48,414.5,115.975,133,170,254.75,673.5,1260.3000000000004,1725.2999999999997,2410.4249999999975,2025-08-31
BA,49,394,102,130,160.9,242.75,649.25,1115.1000000000001,1615.8999999999992,2232.424999999992,2025-09-07
BA,50,375,98,128,156,234,639.25,1098.1000000000001,1572.6499999999994,2544.4999999999973,2025-09-14
BA,51,365,99.975,120,147,219,593,1040.4000000000005,1596.4999999999986,2230.199999999999,2025-09-21
BA,52,344,100,119,147,223.75,584,1027.1000000000001,1447,2145.075,2025-09-28
CE,1,134,41,49,61,89,211,353.10000000000014,486.1999999999998,635.1249999999993,2024-10-06
CE,2,125,38,46,57,83,197,312.10000000000014,444.04999999999995,630.2999999999984,2024-10-13
CE,3,121,33,42,53,77,195,328.10000000000014,451.1999999999998,592,2024-10-20
CE,4,117,34,41,51.900000000000006,75,192,309.3000000000004,423.04999999999995,583.0249999999999,2024-10-27
CE,5,120,33,40,52,76,197.25,326,431.0999999999999,620.0999999999995,2024-11-03
CE,6,117,32,39,50.900000000000006,74,187.25,304.2000000000003,425.04999999999995,622,2024-11-10
CE,7,117,31,39,50,74,182,288.10000000000014,390.1999999999998,553.2499999999986,2024-11-17
CE,8,113.5,29.975,36,47,70,180,291.10000000000014,418.0999999999999,580.0499999999997,2024-11-24
CE,9,106,28,35,46,68,176.25,291,395.0999999999999,587.2749999999985,2024-12-01
CE,10,103,26,34,43,66,167.25,275,404.0999999999999,556.0249999999999,2024-12-08
CE,11,103,26,34,43,64,164.25,282.10000000000014,400.0999999999999,552.0499999999997,2024-12-15
CE,12,106,29,35,45,67,171.25,289,411,554,2024-12-22
CE,13,115,33,40,49,70,192,306,444.04999999999995,612.0749999999996,2024-12-29
CE,14,130,36,44,56,83.75,212,339.2000000000003,476.14999999999986,688,2025-01-05
CE,15,156.5,45.975,54,69,102,247.25,403.2000000000003,565.05,749.174999999999,2025-01-12
CE,16,189,57,70,87,122,299,494,666.0999999999999,931.2749999999985,2025-01-19
CE,17,231,69,82,103,149,363.25,591.1000000000001,797.0999999999999,1160.0749999999996,2025-01-26
CE,18,276.5,85,98.95,121.9,182,439.25,724.9000000000012,1018.2499999999998,1424.174999999999,2025-02-02
CE,19,347,100,122.95,152,222,551.25,904,1239.2999999999997,1696.0749999999996,2025-02-09
CE,20,415,118,143.95,182,265,653,1024.1000000000001,1411.1999999999998,1947.0249999999999,2025-02-16
CE,21,479,145.975,171,216,321,760,1232.1000000000001,1764.3999999999996,2331.2749999999983,2025-02-23
CE,22,546,173.97500000000002,203.95,250.9,364,876.5,1431.800000000001,1919.6999999999994,2562.2999999999984,2025-03-02
CE,23,629,185.975,216,279.8,403,961.25,1588.5000000000007,2129.1,2798.2999999999984,2025-03-09
CE,24,695.5,205.87500000000003,251,316.9,462.75,1104,1799,2491.3,3640.124999999999,2025-03-16
CE,25,765,225.95,270.95000000000005,344.9,508,1225.25,1969.1000000000001,2767.15,3612.4749999999976,2025-03-23
CE,26,842,268.925,311,384,559,1351.25,2213.800000000001,2999.2,3882.549999999997,2025-03-30
CE,27,945,300,350.95000000000005,424,612,1453.75,2296.2000000000003,3145.949999999999,4261.174999999994,2025-04-06
CE,28,960.5,301.975,368.8,459.9,656.75,1543.25,2486.600000000001,3469.649999999999,4683.499999999997,2025-04-13
CE,29,1004,315.90000000000003,379.95,465,661.75,1570,2620,3659,5202.274999999999,2025-04-20
CE,30,1033.5,311.95,379.95,463.9,682,1629.5,2553.2,3496.2999999999997,4537.499999999997,2025-04-27
CE,31,1036,311.925,377,464.9,682.5,1646,2650.2000000000003,3590.05,4639.024999999994,2025-05-04
CE,32,1016,315.95000000000005,380,458,660.75,1586.25,2484,3435.7999999999965,4725.6749999999965,2025-05-11
