uf,week,pred,lower_95,lower_90,lower_80,lower_50,upper_50,upper_80,upper_90,upper_95,date
AM,5,61,14,18,23,37,103,164.10000000000014,225.04999999999995,316,2023-11-05
AM,6,64,15,19,25,39,105.25,178,237,314.0749999999996,2023-11-12
AM,7,66,14,19,26,41,111,180.10000000000014,256.04999999999995,366,2023-11-19
AM,8,66,16,20,28,42,113,179.3000000000004,253.04999999999995,371.0749999999996,2023-11-26
AM,9,72,16,21,29,44,121,192,268.0999999999999,395,2023-12-03
AM,10,74,16,22,28.900000000000006,46,123.25,200,269.04999999999995,369.0749999999996,2023-12-10
AM,11,79.5,17,22.950000000000003,31,49,127.25,219.10000000000014,284,390.02499999999986,2023-12-17
AM,12,85,19,25,33,52.75,138.25,220.10000000000014,296.14999999999986,382.02499999999986,2023-12-24
AM,13,92,21,28,38,56,146,242.10000000000014,339.04999999999995,505.09999999999945,2023-12-31
AM,14,98,24.975,32,41,62,160.25,264.2000000000003,393.1999999999998,502,2024-01-07
AM,15,105.5,27.975,35,45,67,170,267,389.04999999999995,530.0499999999997,2024-01-14
AM,16,117,30,38,50,75,194,293.10000000000014,414.2999999999997,552.0249999999999,2024-01-21
AM,17,127,32,40,54,82,195,318.10000000000014,439.04999999999995,633.0499999999997,2024-01-28
AM,18,134,33,42,56,87,210,334.10000000000014,460,655.1249999999993,2024-02-04
AM,19,134,36,45,58,85,216,345.10000000000014,467.0999999999999,682.0499999999997,2024-02-11
AM,20,137,36,48,59,90,221,348.10000000000014,499,668,2024-02-18
AM,21,139.5,36,45,58.900000000000006,89,226,348.40000000000055,517.5499999999995,687.0249999999999,2024-02-25
AM,22,136,35.975,45,59,90,218,346,511.04999999999995,739.0999999999995,2024-03-03
AM,23,140,35,45,58,88,216.25,348.2000000000003,489,658.0499999999997,2024-03-10
AM,24,131,34,45,58,85,214,342.10000000000014,495.0999999999999,638.0749999999996,2024-03-17
AM,25,127,33,43,54,82,211,329,461.2499999999998,641.0499999999997,2024-03-24
AM,26,127,31.975,40,52,80,207.25,332,431.04999999999995,637.0249999999999,2024-03-31
AM,27,118,30.975,39,49,76,189.25,303,430,579.0749999999996,2024-04-07
AM,28,114,30,38,47,72,181,301,406.14999999999986,507,2024-04-14
AM,29,106,23.975,31.950000000000003,45,67,175,285,386.0999999999999,497,2024-04-21
AM,30,100,25,31.950000000000003,40,62,157,260,360,490,2024-04-28
AM,31,92,22,27,36,56,151,235,355,424.0749999999996,2024-05-05
AM,32,85,20,24,33,51,142,223,303.04999999999995,428,2024-05-12
AM,33,78,18,24,31,48,131,209,280.04999999999995,368.1999999999989,2024-05-19
AM,34,74,16,20.950000000000003,28,45,121,193.10000000000014,271,381.24999999999864,2024-05-26
AM,35,67,15.975000000000001,21.950000000000003,27,43,110,189.10000000000014,262.0999999999999,350.02499999999986,2024-06-02
AM,36,62,14,18,24.900000000000006,39,107,174.10000000000014,246.19999999999982,356.0499999999997,2024-06-09
AM,37,60,13,17,23,36,99,164.10000000000014,225.04999999999995,315.02499999999986,2024-06-16
AM,38,57,13,16,21,34,90.25,148.10000000000014,209.0999999999999,264.2749999999985,2024-06-23
AM,39,53,11,15,21,32,88,143,195.0999999999999,253.17499999999905,2024-06-30
AM,40,50,11,15,19,30.75,83,138,183.04999999999995,257.0749999999996,2024-07-07
AM,41,47,11,14,18,28,79,130,175,236.17499999999905,2024-07-14
AM,42,46,10,13,18,28,75,127,182.0999999999999,249,2024-07-21
AM,43,45,10,13,17,28,74,119.10000000000014,156.0999999999999,225,2024-07-28
AM,44,44,9.975000000000001,12,17,26,71,118,162,220.04999999999973,2024-08-04
AM,45,43,8.975000000000001,12,16,26,71,116.10000000000014,164.04999999999995,220.14999999999918,2024-08-11
AM,46,42,9,12,17,27,70,116,160.04999999999995,224.12499999999932,2024-08-18
AM,47,45,8,11,16.900000000000006,26,72,123,168.0999999999999,239.12499999999932,2024-08-25
AM,48,46,11,14,17,28,80,141,196.04999999999995,277,2024-09-01
AM,49,47,10,13,17.900000000000006,29,81,139,193.04999999999995,280.0499999999997,2024-09-08
AM,50,50,11,14,18,30,89,149,201.24999999999977,299.0499999999997,2024-09-15
AM,51,51,9.975000000000001,14,20,31,87,152,215.04999999999995,342.29999999999836,2024-09-22
AM,52,54,12,15,20,33,94,159,220,300.02499999999986,2024-09-29
AP,1,6,0,0,1,2,12,23,38,57,2023-10-08
AP,2,5,0,0,1,2,12,22.100000000000136,34,51.024999999999864,2023-10-15
AP,3,5,0,0,1,2,12,23,34.049999999999955,52.024999999999864,2023-10-22
AP,4,5,0,0,1,2,10,20,31.049999999999955,47,2023-10-29
AP,5,4,0,0,0,2,9,18,27,43,2023-11-05
AP,6,4,0,0,0,2,9,17,27,37,2023-11-12
AP,7,4,0,0,0,1,8,17,26,37,2023-11-19
AP,8,4,0,0,0,1,8,16,25.049999999999955,35,2023-11-26
AP,9,4,0,0,0,1,8,16.100000000000136,23.049999999999955,35.024999999999864,2023-12-03
AP,10,4,0,0,0,2,8,17,26,36,2023-12-10
AP,11,4,0,0,0,2,9,18,26,39,2023-12-17
AP,12,5,0,0,1,2,11,21,31,48,2023-12-24
AP,13,6,0,0,1,3,13,26,39,58.04999999999973,2023-12-31
AP,14,7,0,0.9500000000000028,1,3,16,32,49,71.02499999999986,2024-01-07
AP,15,9,0,1,2,4,19,40,59,87,2024-01-14
AP,16,11,0,1,2,5,22,42,67,86.02499999999986,2024-01-21
AP,17,11,0,1,2,5,25,47,72,100.02499999999986,2024-01-28
AP,18,12,0,1,2,5,26,51,78,103.02499999999986,2024-02-04
AP,19,12,0,1,2,5,26,53,87.04999999999995,116.02499999999986,2024-02-11
AP,20,13,0.9750000000000014,1,2,6,28,57,85.04999999999995,120.02499999999986,2024-02-18
AP,21,14,0,1,3,6,29,55.100000000000136,82,122.07499999999959,2024-02-25
AP,22,14,0,1,2,6,30,55,87.04999999999995,133.04999999999973,2024-03-03
AP,23,14,1,1.9500000000000028,3,6,29,57,87.04999999999995,130.02499999999986,2024-03-10
AP,24,13,1,1,2,6,27.25,56,82.04999999999995,119.02499999999986,2024-03-17
AP,25,13,0,1,2,5,27,53.100000000000136,76.04999999999995,116.02499999999986,2024-03-24
AP,26,12,0,1,2,5,26,51,79,113.02499999999986,2024-03-31
AP,27,11,0,1,2,5,25,49,75.04999999999995,107.04999999999973,2024-04-07
AP,28,11,0,1,2,5,23,45,67.04999999999995,103,2024-04-14
AP,29,10,0,1,2,5,22,42,64,92.04999999999973,2024-04-21
AP,30,9,0,1,2,4,19,39,58,86.02499999999986,2024-04-28
AP,31,8,0,1,1,4,18,38,55,76.09999999999945,2024-05-05
AP,32,8,0,1,1,3,17,33,50,75,2024-05-12
AP,33,7,0,0,1,3,16,31,47,67,2024-05-19
AP,34,7,0,0,1,3,14,28,43.049999999999955,67.02499999999986,2024-05-26
AP,35,6,0,0,1,3,14,27,40,61,2024-06-02
AP,36,6,0,0,1,2,13,24,35,50,2024-06-09
AP,37,5,0,0,1,2,11,23,36,50.024999999999864,2024-06-16
AP,38,5,0,0,1,2,11,20,31.049999999999955,42.024999999999864,2024-06-23
AP,39,4,0,0,0,2,9,20,31,46,2024-06-30
AP,40,4,0,0,0,2,9,18.100000000000136,30.049999999999955,45,2024-07-07
AP,41,4,0,0,0,2,9,18,28.049999999999955,41.024999999999864,2024-07-14
AP,42,4,0,0,0,2,10,19,28,44,2024-07-21
AP,43,4,0,0,0,2,10,19,30,47,2024-07-28
AP,44,4,0,0,1,2,10,20,29,45.024999999999864,2024-08-04
AP,45,5,0,0,0,2,10,19.100000000000136,27,39,2024-08-11
AP,46,5,0,0,1,2,11,20,31.049999999999955,51,2024-08-18
AP,47,5,0,0,1,2,11,21,33,48,2024-08-25
AP,48,5,0,0,1,2,11,21,31,44,2024-09-01
AP,49,5,0,0,1,2,11,23,35,48.04999999999973,2024-09-08
AP,50,5,0,0,1,2,12,24,36,53.024999999999864,2024-09-15
AP,51,6,0,0,1,2,12,24,38,54.024999999999864,2024-09-22
AP,52,6,0,0,1,2,12,25,37,54.024999999999864,2024-09-29
BA,1,262.5,82.97500000000001,99,121.9,171.75,418.25,718,1083.2999999999997,1677.0499999999997,2023-10-08
BA,2,262,80.975,96,118,171,422.25,685.6000000000008,1099,1461.899999999995,2023-10-15
BA,3,268,81,98,120,171,437.25,753.2000000000003,1040.1999999999998,1451.8499999999954,2023-10-22
BA,4,277,84.975,97,117.9,176,441.25,725.2000000000003,1100.1499999999999,1473.2749999999985,2023-10-29
BA,5,276,86,102.95,126,182,434.25,733.3000000000004,1029.1999999999998,1528.174999999999,2023-11-05
BA,6,287,84.975,99,123,187,461.75,768,1143.1999999999998,1558.199999999999,2023-11-12
BA,7,294,88.975,108,137,196.75,471.25,781.4000000000005,1136.3499999999997,1634.2249999999988,2023-11-19
BA,8,299.5,94.97500000000001,110,136.9,201,483,811.1000000000001,1193.5499999999995,1659.0499999999997,2023-11-26
BA,9,310,92,114,141,208,502.25,786,1112.2499999999998,1562.0749999999996,2023-12-03
BA,10,313,98,120.95,153,212.75,513,855.1000000000001,1198.3499999999997,1763.5249999999971,2023-12-10
BA,11,339.5,109,127.95,158,228,538,900.3000000000004,1241.1,1690.9499999999948,2023-12-17
BA,12,379.5,122.97500000000001,145,176,250,592.5,962,1392.3499999999997,1869.4999999999973,2023-12-24
BA,13,439.5,137,167.95,208,294.75,681,1046,1436.4499999999996,2013.899999999995,2023-12-31
BA,14,498,174.95000000000002,201,252,345.75,803.25,1299,1843.1999999999998,2592.3249999999925,2024-01-07
BA,15,603,204.95,242,295.9,406,941,1522.800000000001,2119.2,2997.649999999997,2024-01-14
BA,16,704,233,275.9,346.90000000000003,474.75,1083,1717.3000000000018,2376.1,3329.2999999999984,2024-01-21
BA,17,820,290.95,326.95000000000005,399.70000000000005,556,1268.75,1984.3000000000045,2825.099999999999,3641.499999999992,2024-01-28
BA,18,917.5,312.95000000000005,373,454.90000000000003,632.5,1404.75,2157.800000000001,3050.6499999999996,4240.349999999987,2024-02-04
BA,19,1015,362.95,413,502.90000000000003,701,1515.5,2534.3000000000015,3454.2999999999997,4900.3249999999925,2024-02-11
BA,20,1139,398.9,474.95000000000005,557,756.75,1697.5,2610.4000000000005,3472.949999999999,4966.349999999988,2024-02-18
BA,21,1174,421.925,498,587.9,814.5,1822.75,2868.4000000000005,4113.25,5361.324999999999,2024-02-25
BA,22,1228,418.925,513,630.8000000000001,850,1871.5,2994.600000000001,4000.549999999999,5868.6499999999905,2024-03-03
BA,23,1320.5,446.84999999999997,532,644.8,879,1955.5,3040.5000000000036,4161.25,5842.574999999992,2024-03-10
BA,24,1310,460.95,528.95,643.7,907.75,1935.5,3131.0000000000014,4384.3499999999995,6261.05,2024-03-17
BA,25,1349,482.975,547,648.9,906.75,2027.75,3300.900000000003,4511.7,6047.599999999969,2024-03-24
BA,26,1406.5,480.975,560.95,683.9,987.5,2117,3283.4000000000005,4582.5,6185.949999999995,2024-03-31
BA,27,1397.5,487.875,573.9000000000001,692.9,970.75,2099.25,3462.4000000000005,4467.25,6020.7749999999905,2024-04-07
BA,28,1460,486.875,586.8000000000001,711.8,1016.5,2177,3555.9000000000015,4876.2,6589.3499999999985,2024-04-14
BA,29,1441,492,589.95,725,993,2199.5,3485.5000000000005,5056.399999999998,6879.82499999999,2024-04-21
BA,30,1449.5,492.9,600.9000000000001,721,987.75,2186,3252.3,4554.899999999999,6841.999999999989,2024-04-28
BA,31,1427,488.925,582,711.8,974,2102,3369.6000000000004,4816.549999999999,6622.949999999994,2024-05-05
BA,32,1347,489.95,567.9,681.9,925.5,2034.25,3061.2000000000016,4414.0999999999985,6331.249999999998,2024-05-12
BA,33,1237,442.95,535,655.5,876,1870,2924.500000000001,4152.699999999995,6197.924999999989,2024-05-19
BA,34,1151.5,406.97499999999997,476.9,566.9000000000001,779.75,1756,2820.1000000000004,3948.45,5245.024999999994,2024-05-26
BA,35,1045.5,369.925,453.95000000000005,523.9,709.75,1555.5,2508.500000000001,3533.299999999999,4943.524999999997,2024-06-02
BA,36,926,326.97499999999997,375,456,629,1385.25,2162.4000000000005,2924.149999999999,4125.4249999999865,2024-06-09
BA,37,826,290.95,338.95000000000005,413.9,571,1225.5,2018.5000000000007,2954.3999999999996,4228.3249999999925,2024-06-16
BA,38,728.5,252.95,296.9,352.9,491.75,1114.25,1751,2642.3499999999995,3919.199999999999,2024-06-23
BA,39,648,223.975,265.95,325.9,447.75,1009,1595.1000000000001,2198.3499999999995,3163,2024-06-30
BA,40,579,187,224.95,276.70000000000005,382,881.25,1457.2000000000003,2128.5499999999993,2999.0499999999993,2024-07-07
BA,41,503.5,161.975,196.95,241,334,808.5,1287.2000000000003,1920.5499999999986,2601.7499999999905,2024-07-14
BA,42,457.5,137,170.95000000000002,214,303,717.75,1161.1000000000001,1699.5999999999995,2412.399999999998,2024-07-21
BA,43,420.5,133,156,194,285,664,1076,1549.05,2243.67499999998,2024-07-28
BA,44,387,122.97500000000001,145,180,257,612.25,972.4000000000005,1443.2499999999998,2372.4999999999973,2024-08-04
BA,45,352.5,110,131.95,159,231.75,553,928,1366.3499999999988,1941.3999999999978,2024-08-11
BA,46,325,104,120,149,219,524,938,1349.05,1850.4999999999754,2024-08-18
BA,47,312,89.975,111,134,199,479.25,849.2000000000003,1240.3499999999997,1844.174999999999,2024-08-25
BA,48,286,87,106.95,131,189,462.25,804.1000000000001,1187.05,1660.374999999998,2024-09-01
BA,49,279,88,107,129,183.75,440,749.1000000000001,1132.1499999999999,1735.3249999999982,2024-09-08
BA,50,258,85,99,123.9,175,418,716.4000000000005,1058.1999999999998,1497.8749999999952,2024-09-15
BA,51,265,80.975,96.95,120,174,434.25,720.1000000000001,1044.1999999999998,1667.5999999999967,2024-09-22
BA,52,264,78.97500000000001,97.95,120,173.75,429,692.2000000000003,1077.1999999999998,1608.349999999998,2024-09-29
CE,1,145,38,50,63.900000000000006,94,236.25,377,540.05,797.2999999999984,2023-10-08
CE,2,135,39,47,60,88,215.25,351,503.1999999999998,695.099999999994,2023-10-15
CE,3,129,37,45.95,58,81,208,349.3000000000004,462,637.0749999999996,2023-10-22
CE,4,125.5,35,43,53,81.75,209,333.2000000000003,466,692.0999999999995,2023-10-29
CE,5,121,32,41,54,78,197.25,325,445.0999999999999,653.2749999999985,2023-11-05
CE,6,124.5,33,41.95,51,79,192,331.10000000000014,512.3499999999997,701.0749999999996,2023-11-12
CE,7,116,35,41,52,77,189.25,306.10000000000014,450.14999999999986,612.0749999999996,2023-11-19
CE,8,115,33,39,50,74,185,309,432.14999999999986,584.2749999999985,2023-11-26
CE,9,114,31,37,47,72,183.25,299,463.14999999999986,672.1499999999992,2023-12-03
CE,10,108,30,37,47,69,177,309,437.04999999999995,600.374999999998,2023-12-10
CE,11,110,29.975,37,47,69,180,299.10000000000014,420,588.0999999999995,2023-12-17
CE,12,115,30,38,48,71,185,302.10000000000014,436.1999999999998,586.1499999999992,2023-12-24
CE,13,124,35,43,54,80,208,330,463.0999999999999,659.0749999999996,2023-12-31
CE,14,141,40,47.95,61,91,233,391.70000000000095,561.2499999999998,736.4499999999975,2024-01-07
CE,15,168,46,61,76,108,275,467.2000000000003,666,902.0499999999997,2024-01-14
CE,16,197,58.975,71,89,130.75,311,532,771.1999999999998,1030.0749999999996,2024-01-21
CE,17,242,71.95,84.95,111.9,160,381.25,631.3000000000004,917.05,1164.0999999999995,2024-01-28
CE,18,294.5,85,107,136,195,464.25,773,1131.1999999999998,1476.199999999999,2024-02-04
CE,19,354.5,106,127.95,165.9,234,555.25,944,1267.1499999999999,1746.1249999999993,2024-02-11
CE,20,423,126.95000000000002,152.95,190,274,661.5,1083.2000000000003,1567.1999999999998,2057.2999999999984,2024-02-18
CE,21,475.5,144.975,171,217.9,316,772.25,1270.1000000000001,1766.1999999999998,2337.2999999999984,2024-02-25
CE,22,569,163.975,197.9,246.8,359.75,901,1382.800000000001,1913.1999999999998,2555.0499999999993,2024-03-03
CE,23,623.5,194.95000000000002,231.95,285.9,413,1000.25,1605,2147.1,2930.1749999999993,2024-03-10
CE,24,698.5,214.95000000000002,253.95,315,451,1107.75,1823.2000000000003,2518.749999999999,3532.2999999999984,2024-03-17
CE,25,780,245.97500000000002,291,367,512.5,1244.25,1999.1000000000001,2861.7999999999993,3939.1499999999937,2024-03-24
CE,26,872.5,264.975,318,402.80000000000007,575,1391.25,2260.1000000000004,3161.5499999999984,4392.15,2024-03-31
CE,27,964.5,289.95,351.9,440,641,1473.25,2357.1,3353.1499999999996,4676.924999999995,2024-04-07
CE,28,1018.5,316.975,385,461.9,677,1582.5,2572.4000000000005,3527.35,4802.9999999999945,2024-04-14
CE,29,1085.5,335,398,497,720,1705.5,2678.500000000001,3606.0499999999984,4936.724999999996,2024-04-21
CE,30,1098.5,331.925,406,508,742,1759.25,2767,3813.7499999999964,5452.049999999999,2024-04-28
CE,31,1109.5,337.97499999999997,408.95,518.9000000000001,743.75,1725.5,2692.1000000000004,3757.1499999999996,4968.324999999998,2024-05-05
CE,32,1088,342,407,512.9,731.5,1710.5,2743.2000000000007,3766.2999999999984,5079.449999999997,2024-05-12
CE,33,1068,332,404.95,486.80000000000007,706,1663.25,2545.2000000000016,3892.349999999999,5452.824999999985,2024-05-19
CE,34,992.5,324.975,387.95,482.90000000000003,666.75,1581.25,2510.1000000000004,3334.499999999998,5123.299999999982,2024-05-26
CE,35,959.5,294,366.95000000000005,444,636,1527,2430.1000000000004,3229.5999999999995,4360.149999999993,2024-06-02
CE,36,901,275.97499999999997,329,415,608,1404,2218.2000000000016,3130.45,4599.474999999987,2024-06-09
CE,37,871.5,251.95,313.95,404.7,575,1341,2239.600000000001,3023.3999999999996,4110.199999999999,2024-06-16
