uf,week,date,pred,lower_95,lower_90,lower_80,lower_50,upper_50,upper_80,upper_90,upper_95
AP,2,2027-01-10,1,0,0,0,0,3,6,9,16
AP,3,2027-01-17,1,0,0,0,0,3,7,10,15.024999999999864
AP,4,2027-01-24,1,0,0,0,0,4,8,13,22.024999999999864
AP,5,2027-01-31,1,0,0,0,0,4,9,14,23
AP,6,2027-02-07,2,0,0,0,0,4,9,15,26
AP,7,2027-02-14,2,0,0,0,0,5,11,18,29
AP,8,2027-02-21,2,0,0,0,1,5,11.100000000000136,20,31
AP,9,2027-02-28,2,0,0,0,0,5,12,19.049999999999955,29
AP,10,2027-03-07,2,0,0,0,0,5,11,19,28.024999999999864
AP,11,2027-03-14,2,0,0,0,1,5,12,19.049999999999955,33
AP,12,2027-03-21,2,0,0,0,0,5,11,18,28
AP,13,2027-03-28,2,0,0,0,1,5,12,19,27.024999999999864
AP,14,2027-04-04,2,0,0,0,0,5,12,19,31
AP,15,2027-04-11,2,0,0,0,0,5,11,18,26
AP,16,2027-04-18,2,0,0,0,0,5,11,18,26
AP,17,2027-04-25,2,0,0,0,0,5,10,15,23.024999999999864
AP,18,2027-05-02,2,0,0,0,0,4,10,17,26
AP,19,2027-05-09,1,0,0,0,0,4,9,15,21
AP,20,2027-05-16,1,0,0,0,0,4,8,14,22
AP,21,2027-05-23,1,0,0,0,0,4,8,13,20.024999999999864
AP,22,2027-05-30,1,0,0,0,0,3.25,8,13,20
AP,23,2027-06-06,1,0,0,0,0,3,8,12,20.024999999999864
AP,24,2027-06-13,1,0,0,0,0,3,7,12,17
AP,25,2027-06-20,1,0,0,0,0,3,7,11,18
AP,26,2027-06-27,1,0,0,0,0,3,7,11,16.024999999999864
AP,27,2027-07-04,1,0,0,0,0,3,7,12,18.024999999999864
AP,28,2027-07-11,1,0,0,0,0,4,8,13,20
AP,29,2027-07-18,1,0,0,0,0,4,8,15,24.024999999999864
AP,30,2027-07-25,1,0,0,0,0,4,9,15,22.049999999999727
AP,31,2027-08-01,1,0,0,0,0,4,9,15,23
AP,32,2027-08-08,1,0,0,0,0,4,9,14,22
AP,33,2027-08-15,1,0,0,0,0,3,8,13,21
AP,34,2027-08-22,1,0,0,0,0,3,7,12,20
AP,35,2027-08-29,1,0,0,0,0,3,7,12,19
AP,36,2027-09-05,1,0,0,0,0,3,7,10,15.024999999999864
AP,37,2027-09-12,1,0,0,0,0,3,6,10,14
AP,38,2027-09-19,1,0,0,0,0,2,6,10,15
AP,39,2027-09-26,1,0,0,0,0,2,5,9,14
AP,40,2027-10-03,1,0,0,0,0,2,5,10,15
AP,41,2027-10-10,1,0,0,0,0,2,6,11,14
AP,42,2027-10-17,1,0,0,0,0,2,5,8,11
AP,43,2027-10-24,1,0,0,0,0,2,5,8,13
AP,44,2027-10-31,1,0,0,0,0,2,4,8,11.024999999999864
AP,45,2027-11-07,1,0,0,0,0,2,4,7,11
AP,46,2027-11-14,1,0,0,0,0,2,4,7,9
AP,47,2027-11-21,0,0,0,0,0,2,4,7,9
AP,48,2027-11-28,0,0,0,0,0,2,4,6,10
AP,49,2027-12-05,0,0,0,0,0,2,4,6,8
AP,50,2027-12-12,0,0,0,0,0,2,4,7,10
AP,51,2027-12-19,1,0,0,0,0,2,4,7,10
AP,52,2027-12-26,1,0,0,0,0,2,5,7,11
BA,1,2027-01-03,133.5,31,38,49,78,246.25,510.10000000000014,858.2499999999998,1233.3249999999982
BA,2,2027-01-10,157.5,33,43,59,89.75,288,581.2000000000003,972.5499999999995,1421.2499999999986
BA,3,2027-01-17,178,43.975,52.95,67,105,356,707.1000000000001,1099.05,1762.0249999999999
BA,4,2027-01-24,205,45,57,78,121,394,779.2000000000003,1272.5499999999995,2118.324999999998
BA,5,2027-01-31,242,55,70,89,136,458.5,908.3000000000004,1452.1999999999998,2258.4749999999976
BA,6,2027-02-07,274,64,80,103.9,161,525.25,1038.700000000001,1734.199999999999,2766.749999999996
BA,7,2027-02-14,310,73,93.95,121.9,182.75,585,1241.3000000000004,1961.5999999999995,3206.174999999994
BA,8,2027-02-21,351.5,83,105,136.9,208,656,1340.2000000000003,2187.3999999999996,3155.9249999999893
BA,9,2027-02-28,382,83.975,113,142,220.75,726,1431.4000000000033,2413.5499999999993,4049.899999999995
BA,10,2027-03-07,415.5,101,122.95,163,245.75,770,1536.1000000000001,2418.049999999999,3922.2749999999987
BA,11,2027-03-14,426,101.975,127.95,166.9,253.5,836.5,1668.6000000000022,2755.3,4397.949999999973
BA,12,2027-03-21,427,103.975,128,167,252.75,794.5,1610.6000000000035,2750.5999999999995,4307.274999999998
BA,13,2027-03-28,432.5,101.975,127.95,165,255.75,818.5,1623.6000000000008,2877.6499999999987,4021.399999999998
BA,14,2027-04-04,429.5,103.95,129.95,171,259,813,1596.4000000000005,2603.5999999999976,4167.124999999989
BA,15,2027-04-11,426.5,104,130,165,251.75,793.75,1620.800000000001,2466.5499999999984,3795.099999999983
BA,16,2027-04-18,425.5,103.975,131,171,261.75,787.25,1690.2000000000003,2743.15,4367.349999999998
BA,17,2027-04-25,449,111,131,164.9,253,806.5,1582.000000000004,2772.1,4212.924999999985
BA,18,2027-05-02,452,104.975,129.95,174,261,821,1613.0000000000014,2665.3499999999995,3897.224999999999
BA,19,2027-05-09,446,106,133,167.9,262.75,818,1645.1000000000001,2554.0499999999984,4067.0249999999996
BA,20,2027-05-16,440.5,104.975,125,162.9,262,820.5,1612.1000000000001,2601.1499999999987,3771.82499999999
BA,21,2027-05-23,428.5,97,119.95,153.9,250.75,797,1516.800000000001,2296.2,3796.6499999999905
BA,22,2027-05-30,404,96.975,121.95,157,233,750,1488.8000000000025,2331.5499999999997,3645.05
BA,23,2027-06-06,377,90.97500000000001,115,140,228.75,655,1210.3000000000004,1954.6999999999985,3062.2249999999985
BA,24,2027-06-13,350,78.97500000000001,102,129,203,639.75,1202.1000000000001,1869.2499999999998,2868.049999999984
BA,25,2027-06-20,310,76.975,91,119,186,596.25,1134.1000000000015,1879.6999999999994,2974.699999999996
BA,26,2027-06-27,289.5,68.975,87,110,173,546,1049.1000000000001,1588.2999999999997,2506.2249999999985
BA,27,2027-07-04,270,66.97500000000001,80,99,155,496.25,955,1496.4999999999986,2297.1499999999996
BA,28,2027-07-11,237,57.975,70,90,139,442,854.2000000000003,1299.1,1812.6499999999965
BA,29,2027-07-18,213.5,49,61.95,79,124,407,805.5000000000007,1235.1499999999999,2074.4499999999975
BA,30,2027-07-25,192.5,45,58,75,116,370,718.3000000000018,1170.5999999999995,1584.374999999998
BA,31,2027-08-01,180,38,49.95,65,108,335.25,654.2000000000003,993.0999999999999,1569.5999999999967
BA,32,2027-08-08,167,40,48,61,94,305,580.5000000000007,985,1372.0499999999997
BA,33,2027-08-15,150.5,32,43,55,88,282,558.1000000000001,870.2499999999998,1247.374999999998
BA,34,2027-08-22,135,31,40,51.900000000000006,78,255,511,770.4999999999995,1221.6499999999965
BA,35,2027-08-29,130,27,36,46,77,246,487,791.0999999999999,1368.2499999999986
BA,36,2027-09-05,122,25.975,33,44,70,231,444.5000000000007,707.0999999999999,1049.1249999999993
BA,37,2027-09-12,113,25,32,42,66,216.25,430,695.5999999999995,1205.0249999999999
BA,38,2027-09-19,114.5,24,31,41,65,217.25,408.3000000000004,652.6499999999994,1139.6749999999963
BA,39,2027-09-26,113.5,24,30,40,63,215,420,634.0999999999999,945.6249999999966
BA,40,2027-10-03,108,24,30,39,62,213,410.10000000000014,634.05,1031.1499999999992
BA,41,2027-10-10,108,21,28,37,62,198.25,358.10000000000014,536.1499999999999,836.1499999999992
BA,42,2027-10-17,106,22,27,38,63,200,371.2000000000003,569.1499999999999,912.0749999999996
BA,43,2027-10-24,113,21,28.950000000000003,39,64,209.25,398.10000000000014,598.05,1008.1249999999993
BA,44,2027-10-31,113,24,29,40,65,210,399.10000000000014,650.05,955.0749999999996
BA,45,2027-11-07,115,22,30,41,66,208,374,613.4499999999996,899.174999999999
BA,46,2027-11-14,115,24,31,41,64.75,214.25,385,596.1499999999999,887.174999999999
BA,47,2027-11-21,111,23,29,40,65,206.25,383.10000000000014,643.1499999999999,1018
BA,48,2027-11-28,110,22,28,39.900000000000006,63,200,397.3000000000004,564.0999999999999,819.3249999999982
BA,49,2027-12-05,107,23,30,38,62,198,372.10000000000014,602.05,859.0249999999999
BA,50,2027-12-12,109,22,27,36,62,199,380.5000000000007,556.1499999999999,927.0999999999995
BA,51,2027-12-19,111,23,29,38,63,213.25,376.10000000000014,615.1999999999998,914.0249999999999
BA,52,2027-12-26,118,23.975,31,42,68,223,429.10000000000014,684.2499999999998,1038.0249999999999
CE,1,2027-01-03,30,3,4,6,13,66,163.10000000000014,311.0999999999999,619.2749999999985
CE,2,2027-01-10,34,3,5,7,15,80,193.20000000000027,342.0999999999999,592.1249999999993
CE,3,2027-01-17,37,4,6,9,18,88,242.10000000000014,439.0999999999999,714.0749999999996
CE,4,2027-01-24,45,4.975000000000001,7,11,21,105.25,286.10000000000014,516.6499999999994,850.5999999999967
CE,5,2027-01-31,58,5,9,13,26,128.25,311.10000000000014,560.1999999999998,960.2499999999986
CE,6,2027-02-07,66,6,9.950000000000003,15,31,156.25,397.2000000000003,769.05,1307.1249999999939
CE,7,2027-02-14,82,9,13,19,38,186.5,452.10000000000014,818.2999999999997,1467.5749999999969
CE,8,2027-02-21,96,10,15,22,44,218.25,536.1000000000001,1007.3999999999996,1878.3999999999978
CE,9,2027-02-28,114,14,19,28,53,258.25,638.3000000000004,1206.6499999999994,1949.924999999995
CE,10,2027-03-07,133,15,21,32,62,291.25,725.2000000000003,1190,2025.0249999999999
CE,11,2027-03-14,140.5,18,24,36,69,326,797.2000000000003,1421.1999999999998,2678.2249999999876
CE,12,2027-03-21,171,21,27.950000000000003,41.900000000000006,79,382.25,913.1000000000015,1594.2499999999998,2779.8249999999953
CE,13,2027-03-28,191.5,21,31,47,89,425.5,1019.3000000000004,1927.4999999999986,3022.674999999991
CE,14,2027-04-04,206,27.975,37,50,100,481,1238.4000000000005,2180.45,3208.79999999999
CE,15,2027-04-11,228,28,39.95,59,114,538,1392.1000000000001,2161.7999999999993,4549.449999999982
CE,16,2027-04-18,253,32,44.95,65.9,122,576.75,1434.2000000000003,2463.3999999999987,3852.4249999999865
CE,17,2027-04-25,270.5,34.975,49,67,128,643.25,1475,2469.899999999995,4202.824999999984
CE,18,2027-05-02,284,37,50,71,137,682.25,1440.1000000000001,2558.899999999999,4212.999999999984
CE,19,2027-05-09,283.5,36,48,69,134,663.5,1626.200000000003,2777.7499999999977,5422.274999999988
CE,20,2027-05-16,277,36,52,72,134,616.25,1445.2000000000003,2795.3,4449.974999999989
CE,21,2027-05-23,272,33,45.95,66,125,597.5,1404.2000000000003,2535.5499999999997,4258.274999999999
CE,22,2027-05-30,258,31,44,64.9,122.75,583.5,1405.4000000000005,2630.6999999999994,4404.949999999995
CE,23,2027-06-06,232,28.975,39,57,112,523,1291.1000000000001,2197.0999999999995,4012.899999999995
CE,24,2027-06-13,206,26.975,35,50.900000000000006,98,475.25,1220,2294.3499999999995,3652.4749999999976
CE,25,2027-06-20,186,24,32,47,88,442.25,1104.0000000000014,1932.2999999999997,3083.674999999996
CE,26,2027-06-27,164,20,29,41,81.75,380.25,978.9000000000012,1792.05,2571.2749999999983
CE,27,2027-07-04,148,19,27,38,70,360,827.3000000000004,1540.5999999999995,2497
CE,28,2027-07-11,137.5,17,24,35,68,315.25,807.2000000000003,1324.2999999999997,2298.3749999999927
CE,29,2027-07-18,120,13.975000000000001,20,30.900000000000006,61,266.25,690.1000000000001,1296.5499999999995,2096.2249999999985
CE,30,2027-07-25,109,13,19,28,53,244.5,603.6000000000008,1064.6999999999985,1675.4749999999865
CE,31,2027-08-01,93,11,17,24,45,209,527.1000000000001,900.05,1454.0999999999995
CE,32,2027-08-08,81,10.975000000000001,14,22,39,189.25,444.5000000000007,822.05,1389.3249999999982
CE,33,2027-08-15,75,9,12,19,35,167,375.2000000000003,680.1499999999999,1193.1499999999992
CE,34,2027-08-22,63,8,11,16,29.75,141.25,337.40000000000055,646.05,1080.5999999999967
CE,35,2027-08-29,55,7,9,13,26,127,283,542.05,914.3499999999817
CE,36,2027-09-05,46,5,8,12,23,108,253.10000000000014,497.14999999999986,791.0249999999999
CE,37,2027-09-12,43,4,7,11,19,95,209,411.3499999999997,728.0499999999997
CE,38,2027-09-19,39,4,6,9,18,88.25,211,415.14999999999986,734.5249999999971
CE,39,2027-09-26,37,4,6,9,17,83,210.10000000000014,396.2499999999998,760.0499999999997
CE,40,2027-10-03,37,4,5.950000000000003,8,17,89,208.10000000000014,376.3499999999997,725.1999999999989
CE,41,2027-10-10,37,4,6,9,17,86,239.20000000000027,438.2999999999997,896.0749999999996
CE,42,2027-10-17,36,3,5,9,16,89.25,241.10000000000014,484,911.5249999999971
CE,43,2027-10-24,36,3,5,8,17,85,225.20000000000027,505.14999999999986,1040.8249999999955
CE,44,2027-10-31,35,3,5,8,16,87,229.20000000000027,481.04999999999995,940.549999999997
CE,45,2027-11-07,35,3,5,8,16,84,236.10000000000014,457.2999999999997,900.3999999999978
CE,46,2027-11-14,33,3,5,7.900000000000006,15,84.25,241,453,1008.0749999999996
CE,47,2027-11-21,31.5,3,4,7,15,82,224.20000000000027,421.2499999999998,858.8499999999954
CE,48,2027-11-28,30,3,4,6,13,73,191.10000000000014,378.2999999999997,777.2999999999929
CE,49,2027-12-05,29,2,4,6,13,73,190.20000000000027,385.1999999999998,773.0499999999997
CE,50,2027-12-12,27,2,4,6,12,66,190.10000000000014,389.39999999999964,812.2749999999985
CE,51,2027-12-19,27,2,3,6,12,66.25,196,374.1999999999998,819.2249999999988
CE,52,2027-12-26,28,3,4,6,12,65,180,404.0999999999999,776.2999999999984
DF,1,2027-01-03,4,0,0,1,2,9,17,23,33
DF,2,2027-01-10,5,0,0,1,2,10,18,26,37.024999999999864
DF,3,2027-01-17,6,0,0,1,2,11,20,30,40.024999999999864
DF,4,2027-01-24,6,0,0,1,3,13,23,34,50
DF,5,2027-01-31,7,0,0,1,3,13,25,35,50.024999999999864
DF,6,2027-02-07,7,0,1,1,3,15,27,39,53.024999999999864
DF,7,2027-02-14,8,0,1,2,4,16,29,43,61
DF,8,2027-02-21,8,0,1,2,4,17,31,44,65
DF,9,2027-02-28,9,0,1,2,4,18,32,47,66.02499999999986
DF,10,2027-03-07,9,0,1,2,4,19,33,49.049999999999955,71.02499999999986
DF,11,2027-03-14,9,0,1,2,4,19,35,54.049999999999955,80
DF,12,2027-03-21,10,0,1,2,4,19.25,35,50.049999999999955,74.02499999999986
DF,13,2027-03-28,10,0,1,2,5,19,36,51,79
DF,14,2027-04-04,10,0,1,2,5,19,36,51,77.02499999999986
DF,15,2027-04-11,9,0,1,2,4,19,38,54,81
DF,16,2027-04-18,10,0,1,2,4,20,36,52,75
DF,17,2027-04-25,10,0,1,2,5,19,35,51,81.04999999999973
DF,18,2027-05-02,10,0,1,2,5,19,36,54,76
DF,19,2027-05-09,10,0,1,2,4,19,35,50,70
DF,20,2027-05-16,9,0,1,2,4,18,33,49,69.02499999999986
DF,21,2027-05-23,9,0,1,1,4,17,31,45,59.07499999999959
DF,22,2027-05-30,8,0,1,1,3,15,29,43,59.024999999999864
DF,23,2027-06-06,7,0,1,1,3,15,26,37.049999999999955,55
DF,24,2027-06-13,6,0,1,1,3,12,22,34,44
DF,25,2027-06-20,5,0,0,1,2,11,21,32,45.024999999999864
DF,26,2027-06-27,5,0,0,1,2,10,17.100000000000136,26,40.024999999999864
DF,27,2027-07-04,4,0,0,1,2,9,17,23.049999999999955,34
DF,28,2027-07-11,4,0,0,0,2,8,15,20,30
DF,29,2027-07-18,3,0,0,0,1,7,15,21,30
DF,30,2027-07-25,3,0,0,0,1,7,13,20,27.024999999999864
DF,31,2027-08-01,3,0,0,0,1,7,12,17,23
DF,32,2027-08-08,3,0,0,0,1,6,11,15.049999999999955,23
DF,33,2027-08-15,3,0,0,0,1,6,11,15,21
DF,34,2027-08-22,3,0,0,0,1,5,10,14,21
DF,35,2027-08-29,3,0,0,0,1,5,10,14,19
DF,36,2027-09-05,2,0,0,0,1,5,10,14,17
DF,37,2027-09-12,2,0,0,0,1,5,9,14,20
DF,38,2027-09-19,2,0,0,0,1,5,9,14,19
DF,39,2027-09-26,2,0,0,0,1,5,9,13,20
DF,40,2027-10-03,2,0,0,0,1,5,9,13,19
