uf,week,date,pred,lower_95,lower_90,lower_80,lower_50,upper_50,upper_80,upper_90,upper_95
AM,16,2027-01-24,3,0,0,0,1,6,11,16,22
AM,17,2027-01-31,3,0,0,0,1,6,11,16,22
AM,18,2027-02-07,3,0,0,0,1,7,13,19,25.024999999999864
AM,19,2027-02-14,4,0,0,0,2,7,13,19,27.024999999999864
AM,20,2027-02-21,4,0,0,1,2,7,13,19,26
AM,21,2027-02-28,4,0,0,1,2,8,15,22,30
AM,22,2027-03-07,4,0,0,0,2,8,14,21,29
AM,23,2027-03-14,4,0,0,1,2,8,14,21,30
AM,24,2027-03-21,4,0,0,1,2,8,14,22,31
AM,25,2027-03-28,4,0,0,1,2,8,16,24,32
AM,26,2027-04-04,4,0,0,1,2,8,15,21,31
AM,27,2027-04-11,4,0,0,1,2,8,15,22,32
AM,28,2027-04-18,4,0,0,0,2,8,15,22,30
AM,29,2027-04-25,4,0,0,1,2,8,15,21,30.024999999999864
AM,30,2027-05-02,4,0,0,1,2,8,14,21,30
AM,31,2027-05-09,4,0,0,0,2,7,14,21,29
AM,32,2027-05-16,4,0,0,0,2,7,13,20,27
AM,33,2027-05-23,3,0,0,0,1,7,13,18,28
AM,34,2027-05-30,3,0,0,0,1,7,13,18,25.024999999999864
AM,35,2027-06-06,3,0,0,0,1,7,12,18,26
AM,36,2027-06-13,3,0,0,0,1,6,11,17,24
AM,37,2027-06-20,3,0,0,0,1,6,11,15,24.024999999999864
AM,38,2027-06-27,3,0,0,0,1,6,11,16,24
AM,39,2027-07-04,3,0,0,0,1,6,11,15,22
AM,40,2027-07-11,3,0,0,0,1,6,10,15,22
AM,41,2027-07-18,3,0,0,0,1,5,11,16,22
AM,42,2027-07-25,3,0,0,0,1,5,9,14,19
AM,43,2027-08-01,2,0,0,0,1,5,10,14,19
AM,44,2027-08-08,3,0,0,0,1,5,9,13,19.024999999999864
AM,45,2027-08-15,2,0,0,0,1,5,9,12,15.024999999999864
AM,46,2027-08-22,2,0,0,0,1,5,8,12,17.024999999999864
AM,47,2027-08-29,2,0,0,0,1,5,9,12,19
AM,48,2027-09-05,2,0,0,0,1,4,8,12,16
AM,49,2027-09-12,2,0,0,0,1,4,8,11.049999999999955,17.024999999999864
AM,50,2027-09-19,2,0,0,0,1,4,8,11,16
AM,51,2027-09-26,2,0,0,0,1,4,7,11,15
AM,52,2027-10-03,2,0,0,0,1,4,7,10,13.024999999999864
AP,1,2026-10-11,1,0,0,0,0,2,6,10,16.024999999999864
AP,2,2026-10-18,1,0,0,0,0,2,5,9,15
AP,3,2026-10-25,1,0,0,0,0,2,5,8.049999999999955,13.024999999999864
AP,4,2026-11-01,1,0,0,0,0,2,5,8,13
AP,5,2026-11-08,1,0,0,0,0,2,4,7,10
AP,6,2026-11-15,0,0,0,0,0,2,4,6.0499999999999545,11
AP,7,2026-11-22,0,0,0,0,0,2,4,6,10
AP,8,2026-11-29,0,0,0,0,0,2,4,7,11
AP,9,2026-12-06,0,0,0,0,0,1,4,6,11
AP,10,2026-12-13,0,0,0,0,0,2,4,7,11
AP,11,2026-12-20,0,0,0,0,0,2,4,7,13
AP,12,2026-12-27,1,0,0,0,0,2,5,8,13
AP,13,2027-01-03,1,0,0,0,0,2,5,9,15.024999999999864
AP,14,2027-01-10,1,0,0,0,0,3,6,11,18
AP,15,2027-01-17,1,0,0,0,0,3,8,13,23.024999999999864
AP,16,2027-01-24,1,0,0,0,0,3,8,14,24.024999999999864
AP,17,2027-01-31,1,0,0,0,0,4,9,15.049999999999955,22
AP,18,2027-02-07,2,0,0,0,0,5,10,18.049999999999955,29
AP,19,2027-02-14,2,0,0,0,0,5,11,19,36
AP,20,2027-02-21,2,0,0,0,0,6,13,20,35
AP,21,2027-02-28,2,0,0,0,0,5,12,23,36.024999999999864
AP,22,2027-03-07,2,0,0,0,1,5,13,22,34
AP,23,2027-03-14,2,0,0,0,0,6,12,20,33
AP,24,2027-03-21,2,0,0,0,0,5,12,20,38.024999999999864
AP,25,2027-03-28,2,0,0,0,0,5,12,22.049999999999955,36
AP,26,2027-04-04,2,0,0,0,0,5,12,22,33.024999999999864
AP,27,2027-04-11,2,0,0,0,0,5,12,19,32.024999999999864
AP,28,2027-04-18,2,0,0,0,0,5,11,18,28
AP,29,2027-04-25,2,0,0,0,0,5,11,18,31.024999999999864
AP,30,2027-05-02,1,0,0,0,0,5,11,18,29
AP,31,2027-05-09,1,0,0,0,0,4,10,16,28.024999999999864
AP,32,2027-05-16,1,0,0,0,0,4,9,15,26
AP,33,2027-05-23,1,0,0,0,0,4,9,14,24
AP,34,2027-05-30,1,0,0,0,0,3,8,14,25
AP,35,2027-06-06,1,0,0,0,0,3,8,13,21
AP,36,2027-06-13,1,0,0,0,0,3,8,13,22
AP,37,2027-06-20,1,0,0,0,0,3,8,13,21
AP,38,2027-06-27,1,0,0,0,0,3,8,14,21
AP,39,2027-07-04,1,0,0,0,0,3,8,13,20.024999999999864
AP,40,2027-07-11,1,0,0,0,0,4,8,14,25.049999999999727
AP,41,2027-07-18,1,0,0,0,0,4,9,16.049999999999955,26.024999999999864
AP,42,2027-07-25,1,0,0,0,0,4,10,17,28
AP,43,2027-08-01,1,0,0,0,0,4,9,15,25
AP,44,2027-08-08,1,0,0,0,0,4,9.100000000000136,16,29
AP,45,2027-08-15,1,0,0,0,0,4,9,15,24.024999999999864
AP,46,2027-08-22,1,0,0,0,0,3,8,13,23
AP,47,2027-08-29,1,0,0,0,0,3,7,12,20.024999999999864
AP,48,2027-09-05,1,0,0,0,0,3,7,13,21
AP,49,2027-09-12,1,0,0,0,0,3,6,11,16
AP,50,2027-09-19,1,0,0,0,0,3,6,11,17.024999999999864
AP,51,2027-09-26,1,0,0,0,0,2,6,12,17
AP,52,2027-10-03,1,0,0,0,0,3,6,10,17
BA,1,2026-10-11,108,21,29,39,61,196,364.2000000000003,609.7499999999993,1013
BA,2,2026-10-18,110,23,30,40,63,204,395.40000000000055,663,1029.2999999999984
BA,3,2026-10-25,113,26,31,40.900000000000006,65,202,422.10000000000014,644.6999999999994,1135.0999999999995
BA,4,2026-11-01,113,23,29,41,64.75,204,372.10000000000014,584.1999999999998,932.0999999999995
BA,5,2026-11-08,114,24,31,41,66,217,405.5000000000007,656.05,1054.349999999998
BA,6,2026-11-15,114,26,32,43,67,209,383,634.1499999999999,1072.2749999999985
BA,7,2026-11-22,112,24,32,40,66,199,398.10000000000014,677.1499999999999,976.3249999999982
BA,8,2026-11-29,111,26.975,32,41,67,203,392.3000000000004,625.1499999999999,922.2249999999988
BA,9,2026-12-06,109,23,31.950000000000003,41.900000000000006,64,200.25,370.5000000000007,557,974.374999999998
BA,10,2026-12-13,109,25,31.950000000000003,41,65,209,394.2000000000003,627.1499999999999,997.1499999999992
BA,11,2026-12-20,111,23,29,41,65.75,208.25,410,704.0999999999999,1021.3749999999925
BA,12,2026-12-27,119,25,33,44,69,219,399,621.1999999999998,952.374999999998
BA,13,2027-01-03,132,29,36,50,78,245,475,783.9499999999991,1440.4499999999975
BA,14,2027-01-10,153,35,44,56,89,277,529.700000000001,994.2499999999998,1623.0999999999885
BA,15,2027-01-17,179,40,51,68,105,326.25,647,993.5499999999995,1620.3999999999978
BA,16,2027-01-24,206,45,59,78,123.75,372.25,745.1000000000001,1207.05,1784.2499999999986
BA,17,2027-01-31,245,49.975,68,89,140,434,849.4000000000005,1372.1999999999998,2154.199999999999
BA,18,2027-02-07,273,60,76,101,159,507,989.4000000000005,1499.2499999999998,2428.075
BA,19,2027-02-14,314.5,70,85.95,114,178.75,589,1140.2000000000016,1782.3499999999988,2972.549999999997
BA,20,2027-02-21,347,76,97,128,204,654.25,1211.4000000000033,1935.6999999999985,3516.4999999999864
BA,21,2027-02-28,365.5,86.95000000000002,110,147,219,685.25,1343.3000000000004,2228,3667.2749999999983
BA,22,2027-03-07,406,93,120,158,241.75,746.25,1427.4000000000005,2264.549999999999,3741.1749999999774
BA,23,2027-03-14,431.5,98,121.95,162,256,794,1566.1000000000015,2443.8999999999996,3785.3999999999924
BA,24,2027-03-21,438.5,98,127,166,252,767,1487.1000000000001,2405.2499999999995,3957.2749999999987
BA,25,2027-03-28,449,105,131,168,268.75,806.75,1504.9000000000012,2396.3999999999996,4312.474999999998
BA,26,2027-04-04,449,96.975,129.85000000000002,173,270.75,808.25,1509.2000000000003,2373.0499999999997,4050.5999999999913
BA,27,2027-04-11,420.5,93.975,128.9,164.9,260,753.5,1517.5000000000007,2335.2,3919.899999999984
BA,28,2027-04-18,438,95,127.95,166,264,767.25,1405.9000000000012,2168.3499999999995,3588.5999999999967
BA,29,2027-04-25,430,97.95,119,157.9,253,795.5,1522.3000000000004,2356,3521.374999999998
BA,30,2027-05-02,435,94.97500000000001,125,165,259,784,1464.1000000000001,2384.5499999999993,4225.699999999991
BA,31,2027-05-09,444,102.97500000000001,128.95,166,266,796.5,1462.3000000000004,2327.7499999999995,3526.4249999999975
BA,32,2027-05-16,440,107.975,131,164.9,257.75,786.75,1446,2269.2499999999995,3648.0999999999995
BA,33,2027-05-23,418,101.95,130,165,249,753.25,1368.3000000000004,2059.749999999999,2820.324999999987
BA,34,2027-05-30,396.5,89.95,116,150.9,238,708,1433.2000000000003,2190.749999999998,3682.0749999999944
BA,35,2027-06-06,374.5,83,108.95,142.9,220,685.25,1378.3000000000004,2036.199999999999,3349.149999999978
BA,36,2027-06-13,346,76.975,102,130,206.75,599.5,1127.1000000000001,1764.7999999999993,2903.9249999999947
BA,37,2027-06-20,310,71.975,90.95,119,186.75,559.75,1098.3000000000004,1768.149999999999,2868.0499999999997
BA,38,2027-06-27,284.5,64,82,106,168,516.25,987,1641.2999999999997,2647.0499999999993
BA,39,2027-07-04,261.5,57.975,74,99,158,455.5,835.1000000000001,1408.2999999999997,2311.3499999999976
BA,40,2027-07-11,241,56,67,92,138,430,832.3000000000004,1236.1999999999998,2328.224999999993
BA,41,2027-07-18,213,51.975,63,81,126,399,725.1000000000001,1149.5499999999995,1745.0749999999996
BA,42,2027-07-25,194,43,55,72,115,352,678.1000000000001,1160.4499999999996,1743.2999999999984
BA,43,2027-08-01,180,40,49,67,103,329.25,635.2000000000003,1000.1499999999999,1604.5249999999971
BA,44,2027-08-08,167,37,46.95,63,95.75,298,539,848,1396.1499999999992
BA,45,2027-08-15,151,30.975,41,55,86,268,496.10000000000014,795.7499999999993,1318.374999999998
BA,46,2027-08-22,134.5,30,38,48,81,254.25,491.3000000000004,749,1153.2749999999985
BA,47,2027-08-29,124,28,36,47,75,224,428.3000000000004,637.2499999999998,942.4499999999975
BA,48,2027-09-05,120,26,33,44,69,221.25,419.2000000000003,661.05,1068.1499999999992
BA,49,2027-09-12,115,24,32,40,68,218,392.3000000000004,620.1499999999999,942.174999999999
BA,50,2027-09-19,112,23,28.950000000000003,40,64,197,380.10000000000014,655.0999999999999,921.3499999999981
BA,51,2027-09-26,108,23,29,38,62,200.25,375.10000000000014,607.0999999999999,1018.1249999999993
BA,52,2027-10-03,104,21,27,38,62,196,391.10000000000014,678.0999999999999,978.1249999999993
CE,1,2026-10-11,37,3,5,8,17,84,203.10000000000014,379.4499999999996,771.174999999999
CE,2,2026-10-18,36,3,5,8,17,85,228.10000000000014,430.0999999999999,832.174999999999
CE,3,2026-10-25,35,3,5,8,16,86.25,199,408.3499999999997,886.1499999999992
CE,4,2026-11-01,34,3,5,8,16,80.25,204.10000000000014,424.04999999999995,812.2249999999988
CE,5,2026-11-08,33,3,5,8,16,82.25,204.40000000000055,401.14999999999986,689.2499999999986
CE,6,2026-11-15,33,4,5,8,15,74,192.10000000000014,381,720.724999999996
CE,7,2026-11-22,32,2.9750000000000014,4,7,14.75,77,198,369.2499999999998,653.174999999999
CE,8,2026-11-29,30,3,4,6,13,72,173.10000000000014,347.2999999999997,760.0749999999996
CE,9,2026-12-06,28,2,4,6,13,66,170,305.0999999999999,590.374999999998
CE,10,2026-12-13,27,2,4,6,12,63,162.3000000000004,305.49999999999955,590.1249999999993
CE,11,2026-12-20,27,2,4,6,12,65,160.10000000000014,301.04999999999995,649.1249999999993
CE,12,2026-12-27,28,2,4,6,13,64,157,291.3499999999997,620.2249999999988
CE,13,2027-01-03,30,2.9750000000000014,4,6,14,71,176.3000000000004,306.14999999999986,664.0749999999996
CE,14,2027-01-10,35,3,5,7,15.75,78,185.20000000000027,354,727.6999999999962
CE,15,2027-01-17,38,3,5,9,18,88,216.10000000000014,396,1013.6499999999965
CE,16,2027-01-24,48,4,7,11,21,105,242,472.59999999999945,1154.4249999999977
CE,17,2027-01-31,56,6,9,13,26,131.25,319,594.1499999999999,1129.5999999999967
CE,18,2027-02-07,67,8,10,16,31,156.5,378,710,1312.199999999999
CE,19,2027-02-14,80,7,12,19,37,180,414.10000000000014,745.4999999999995,1592.2249999999988
CE,20,2027-02-21,96,11,17,23,45,222,509.70000000000095,943.05,1935.649999999991
CE,21,2027-02-28,109,14,19,28,53,240,536.2000000000003,1047.2499999999998,1954.1999999999935
CE,22,2027-03-07,128,17,21,31.900000000000006,59,280,628,1216.1999999999998,2246.8249999999953
CE,23,2027-03-14,147,17.975,24.950000000000003,38,67,339.25,750.1000000000001,1334.3999999999996,2537.025
CE,24,2027-03-21,161,21.975,29,40,76,369,840.2000000000003,1450.7999999999993,3129.0499999999943
CE,25,2027-03-28,187,22,32,46.900000000000006,90,409.25,929,1874.3499999999997,3650.349999999993
CE,26,2027-04-04,217,26,35,55,108,467.25,1130.5000000000007,1993.4499999999996,3551.3999999999487
CE,27,2027-04-11,236,31,41,62,112,517,1177.1000000000001,2187.8999999999996,4226.699999999991
CE,28,2027-04-18,256,29,41,62.900000000000006,124,590,1425.2000000000003,2551.2,5271.224999999993
CE,29,2027-04-25,275,35,49,67,132.75,589.25,1319.2000000000003,2377.3499999999995,4895.624999999964
CE,30,2027-05-02,293,37,48,75,145,615.25,1481.7000000000023,2565.5999999999985,4817.125
CE,31,2027-05-09,301.5,36,52,76,147,670.25,1503.800000000001,2773.0999999999995,4888.374999999982
CE,32,2027-05-16,275,35,49,71,134,601.25,1458.9000000000012,2565.949999999999,5629.09999999994
CE,33,2027-05-23,272,33,46,68,134,595.25,1428.400000000002,2602.8499999999995,5011.4499999999925
CE,34,2027-05-30,253.5,32,43,64.9,124,549.25,1180.2000000000003,2222.0999999999963,3966.9249999999897
CE,35,2027-06-06,236,30,42,62,116,526.5,1209.700000000001,2288.2999999999997,4703.599999999986
CE,36,2027-06-13,205,26,35,54,99,479,1178.3000000000004,2064.5999999999995,3758.349999999998
CE,37,2027-06-20,190,25,33,50,92.75,431.5,957.2000000000003,1751.2999999999997,3230.4499999999807
CE,38,2027-06-27,174,22,30,42,83,388,912.4000000000005,1762.9499999999991,3318.4499999999925
CE,39,2027-07-04,152.5,19,27.950000000000003,39,74,328.5,791.1000000000001,1373.1999999999998,2664.199999999999
CE,40,2027-07-11,131,16,23,33.900000000000006,65,303.25,696.5000000000007,1352.1,2423.1499999999887
CE,41,2027-07-18,119,15,20,31,57.75,266,620.2000000000003,1140.1999999999998,1993.049999999978
CE,42,2027-07-25,112,14,18,27,53,241,597.700000000001,1047.4999999999995,2088.0999999999995
CE,43,2027-08-01,97,12,16,24,46,206,465.3000000000004,854.049999999999,1753.174999999999
CE,44,2027-08-08,82.5,10,14,21,40,178,400,893.1499999999999,1664.9499999999948
CE,45,2027-08-15,72,8,13,18,36,155,378,676.2999999999997,1267.2249999999988
CE,46,2027-08-22,65,7,11,16,29,139,327,562,1205.349999999998
CE,47,2027-08-29,52,6,9,14,26,113.25,275,552.05,1150.2249999999933
CE,48,2027-09-05,48,5,7,12,23,109.25,238,445.0999999999999,1004.549999999997
CE,49,2027-09-12,45,4,7,10,20,100,217.20000000000027,373,725.0749999999941
CE,50,2027-09-19,40,4,6,9.900000000000006,19,92,214.10000000000014,426.04999999999995,934.4749999999974
CE,51,2027-09-26,38,3,5,8,18,87,206.10000000000014,394.04999999999995,773.374999999998
CE,52,2027-10-03,35,3.9750000000000014,5,8,17,82.25,193,357.04999999999995,766.0749999999996
DF,1,2026-10-11,2,0,0,0,1,5,9,13,18
DF,2,2026-10-18,2,0,0,0,1,5,9,13,17
DF,3,2026-10-25,2,0,0,0,1,5,9,13,17.024999999999864
DF,4,2026-11-01,2,0,0,0,1,5,10,14,19.024999999999864
DF,5,2026-11-08,2,0,0,0,1,5,10,14,18
DF,6,2026-11-15,3,0,0,0,1,6,11,16,24
DF,7,2026-11-22,3,0,0,0,1,6,11,16,23
DF,8,2026-11-29,3,0,0,0,1,6,12,17,24
DF,9,2026-12-06,3,0,0,0,1,7,12,17,23.024999999999864
DF,10,2026-12-13,3,0,0,0,1,7,13,18,25
DF,11,2026-12-20,4,0,0,0,1,8,14,20.049999999999955,28
DF,12,2026-12-27,4,0,0,0,2,8,14,21.049999999999955,29
DF,13,2027-01-03,4,0,0,1,2,9,16,25,34
DF,14,2027-01-10,5,0,0,1,2,10,19,27,36
DF,15,2027-01-17,5,0,0,1,2,11,19,28,37
DF,16,2027-01-24,6,0,0,1,3,12,24,32,43
DF,17,2027-01-31,7,0,0,1,3,13,24,36,48
DF,18,2027-02-07,7,0,0,1,3,14.25,26,40,52
DF,19,2027-02-14,7,0,1,2,3,15,28,40,61
DF,20,2027-02-21,8,0,1,1,4,17,30.100000000000136,45.049999999999955,64
DF,21,2027-02-28,8,0,1,2,4,17,32.100000000000136,46,64
DF,22,2027-03-07,9,0,1,2,4,19,33,48,68
DF,23,2027-03-14,9,0,1,2,4,19,35,49,67.02499999999986
DF,24,2027-03-21,9,0,1,2,4,19,34.100000000000136,52,74.02499999999986
DF,25,2027-03-28,9,0,1,2,4,19,36.100000000000136,53,71.02499999999986
DF,26,2027-04-04,9,0,1,2,4,20,36,54,79
DF,27,2027-04-11,10,1,1,2,5,19.25,35,52,75
DF,28,2027-04-18,9,0,1,2,5,19,35,48,67
DF,29,2027-04-25,9,0,1,2,4,19,34,52,73
DF,30,2027-05-02,10,0,1,2,4,19,35,53,73.02499999999986
DF,31,2027-05-09,9,0,1,2,4,19,33,50,70.02499999999986
DF,32,2027-05-16,9,0,1,2,4,18,32,45,67
DF,33,2027-05-23,8,0,1,2,4,17,30,43.049999999999955,57
DF,34,2027-05-30,7,0,1,1,3,15,28.100000000000136,39,54.024999999999864
DF,35,2027-06-06,7,0,0,1,3,14,25,35,48
DF,36,2027-06-13,6,0,0,1,3,12,22,33,46.024999999999864
DF,37,2027-06-20,6,0,0,1,2,11,19,28,39.024999999999864
DF,38,2027-06-27,5,0,0,1,2,10,19,27,36
DF,39,2027-07-04,4,0,0,0,2,9,16,22.049999999999955,30
DF,40,2027-07-11,4,0,0,0,1,8,16,22,30
DF,41,2027-07-18,3,0,0,0,1,8,14,20,28
DF,42,2027-07-25,3,0,0,0,1,7,12,18,27
DF,43,2027-08-01,3,0,0,0,1,6,11,17,24
DF,44,2027-08-08,3,0,0,0,1,6,10,15,22
