uf,week,date,pred,lower_95,lower_90,lower_80,lower_50,upper_50,upper_80,upper_90,upper_95
AC,52,2027-10-03,40,5,7,11,20,77,128.10000000000014,180.0999999999999,253
AL,1,2026-10-11,108,14.975000000000001,20,29,53,226,441.2000000000003,654.2999999999997,987.1249999999993
AL,2,2026-10-18,98,12,17,24.900000000000006,50,213.25,452.40000000000055,643,929.0999999999995
AL,3,2026-10-25,90,10,16,23,45,195,395.2000000000003,581.2499999999998,908.4499999999921
AL,4,2026-11-01,83,11,15,21.900000000000006,42,172.25,343.2000000000003,529.1999999999998,818.0249999999999
AL,5,2026-11-08,78.5,8,13,20,39,162,319.3000000000004,491.0999999999999,724.6999999999962
AL,6,2026-11-15,75,8,12,20,36.75,153,293.10000000000014,466.04999999999995,656.0749999999996
AL,7,2026-11-22,66,8,12,18,34,137,262,408.14999999999986,572.0999999999995
AL,8,2026-11-29,62,7,10,16,31.75,127,257.2000000000003,402.0999999999999,600.0499999999997
AL,9,2026-12-06,60,7,10,15,29,125,255,398.14999999999986,599
AL,10,2026-12-13,56,6,10,15,28,120,230,352,477.29999999999836
AL,11,2026-12-20,54,6,10,14,26,111,208.10000000000014,309.04999999999995,459.02499999999986
AL,12,2026-12-27,53.5,6,9,14,27,109,218,358,534.2249999999988
AL,13,2027-01-03,55,6.975000000000001,10,15,29,114,232,360,533.1499999999992
AL,14,2027-01-10,57,7,10,15,29,120.25,256.10000000000014,388.1999999999998,589.4499999999975
AL,15,2027-01-17,64,7,11,15,31,131,272.10000000000014,400.2999999999997,610.4749999999974
AL,16,2027-01-24,68.5,6,10.950000000000003,16,32,142,268,413.2999999999997,611.1499999999992
AL,17,2027-01-31,74,7.975000000000001,12,18,36,151,297,481.04999999999995,692.0749999999996
AL,18,2027-02-07,78,9,13,21,39,163,326,498.04999999999995,715.549999999997
AL,19,2027-02-14,84,9,13,21,41,175,351.10000000000014,582.05,819.0499999999997
AL,20,2027-02-21,96,11,16,25,48,193,368.2000000000003,574.05,821.0999999999995
AL,21,2027-02-28,102,13,18,26,50,217.25,417,654.0999999999999,925.1499999999992
AL,22,2027-03-07,115,14,19,29,55,237.25,473.10000000000014,696.0999999999999,1010.5999999999967
AL,23,2027-03-14,119,13,19.950000000000003,29,57,245,494,797.05,1093.0999999999995
AL,24,2027-03-21,130,16,22,33,64,255.5,519.1000000000001,763.4999999999995,1095.1249999999993
AL,25,2027-03-28,135,16,22,34,67,282,582.2000000000003,840.05,1129.4249999999977
AL,26,2027-04-04,151,19,26,40,77,319.5,650.2000000000003,979.6499999999994,1474.0249999999999
AL,27,2027-04-11,165,18,29,44.900000000000006,85,347.25,665.2000000000003,985.6499999999994,1500.0749999999996
AL,28,2027-04-18,178.5,22,33,47,90,367.5,733.2000000000003,1032.1,1505.7999999999956
AL,29,2027-04-25,194,22,33,51,97,409.25,749.8000000000011,1206.2499999999998,1664.3749999999925
AL,30,2027-05-02,217,24.975,37,52,101,448.25,891.2000000000003,1287.1999999999998,2117.1499999999996
AL,31,2027-05-09,225,27,40.95,64,117,476.75,944.5000000000007,1442.1999999999998,2062.549999999997
AL,32,2027-05-16,242.5,30,42,65,119.75,502.5,977.6000000000008,1457.1499999999999,2390.149999999999
AL,33,2027-05-23,266,30,46,71,132,544.25,996.3000000000004,1569.1499999999999,2354.5999999999967
AL,34,2027-05-30,270,37,50.95,72,137,586.5,1083.1000000000001,1608.1999999999998,2598.174999999994
AL,35,2027-06-06,272.5,37.975,53,75.9,143,568,1071,1744.3999999999996,2728.2249999999985
AL,36,2027-06-13,289,36,49,74,140,574,1109.1000000000029,1773.05,2437.424999999998
AL,37,2027-06-20,282,36,50,72.9,135,600.25,1184.4000000000005,1797.9499999999991,2666.399999999998
AL,38,2027-06-27,293,32.975,50,76,148,574,1137.1000000000001,1738.7999999999993,2485.624999999997
AL,39,2027-07-04,289,32,49,73,140,584,1163.5000000000007,1729.2999999999997,2392.1749999999993
AL,40,2027-07-11,274.5,30,48,70,138,563.25,1127.5000000000007,1703.1,2532.4749999999976
AL,41,2027-07-18,264,33.975,47,70,129.75,541.25,1029.1000000000001,1495.2999999999997,2350.0999999999995
AL,42,2027-07-25,250,31.975,44.95,65,125,528.25,1069.1000000000001,1660.05,2413.4999999999973
AL,43,2027-08-01,246,28,42,64,121.75,491.25,947.2000000000003,1452.2499999999998,2277.5999999999967
AL,44,2027-08-08,230,28,37.95,56.900000000000006,112,463.25,896.3000000000004,1437.7499999999993,2237.05
AL,45,2027-08-15,213.5,23,34,52,103,423.25,833.2000000000003,1302.3499999999997,1803.374999999998
AL,46,2027-08-22,189,22.975,34,50.900000000000006,97,381.25,726.2000000000003,1092.3499999999997,1616.0749999999996
AL,47,2027-08-29,169,21,30,45.900000000000006,86,371,702,1044.8999999999992,1564.374999999998
AL,48,2027-09-05,158,16,25,39,79,325,630.1000000000001,949.3999999999996,1566.8249999999955
AL,49,2027-09-12,150,14,23,38,72,312.25,595.1000000000001,890.05,1229.2749999999985
AL,50,2027-09-19,129,16,22,33,67.75,277,537.1000000000001,841.1499999999999,1218.0499999999997
AL,51,2027-09-26,124,15.975000000000001,21,30,60,254,502.40000000000055,803.0999999999999,1159.174999999999
AL,52,2027-10-03,115,13.975000000000001,20,31,60,240.25,466.2000000000003,690.1999999999998,959.0249999999999
AM,1,2026-10-11,57.5,12.975000000000001,16,22,36,97,158,218.04999999999995,307.1249999999993
AM,2,2026-10-18,59,12,17,23,36,102,169,234,305.02499999999986
AM,3,2026-10-25,61,12,17,22,38,100,167.10000000000014,223.0999999999999,299.0749999999996
AM,4,2026-11-01,63,12,17,24,38,106,171,240,336.02499999999986
AM,5,2026-11-08,66,14,19,25,39,107,174,238.0999999999999,329.0499999999997
AM,6,2026-11-15,69,15.975000000000001,20,26,43,112,177.10000000000014,245.04999999999995,356.3499999999981
AM,7,2026-11-22,72,16,20,27,42,119,186.10000000000014,241,332.0499999999997
AM,8,2026-11-29,75,16,22,30,47,127,196,275.0999999999999,392
AM,9,2026-12-06,82.5,19,24,31,49,132.25,204,288,361.1999999999989
AM,10,2026-12-13,86,20,25,34,52,140,211,276.0999999999999,394.24999999999864
AM,11,2026-12-20,92,20,26,34,56,148,241,315.04999999999995,396
AM,12,2026-12-27,99,23,30,39,61,164,251,326,445.02499999999986
AM,13,2027-01-03,108,23,31,41,65,176,270,365,486
AM,14,2027-01-10,116,27,36,47,73,184,299.10000000000014,400.04999999999995,521.0249999999999
AM,15,2027-01-17,124.5,30,39,51,79,206,329.10000000000014,419,517.0249999999999
AM,16,2027-01-24,135,32.975,41,56,84.75,218,328,424.04999999999995,584.0749999999996
AM,17,2027-01-31,143,34,44,58,90,234,373.10000000000014,483,621.3249999999982
AM,18,2027-02-07,145,34,45,61,90,226.25,365,503.04999999999995,623.0499999999997
AM,19,2027-02-14,145,37,47,60,93,235.25,384,526.05,693.0999999999995
AM,20,2027-02-21,148,36,44,60,92,240,389,513.05,643.3249999999982
AM,21,2027-02-28,146,36,46,59.900000000000006,91.75,230.25,373.10000000000014,493.2499999999998,628.0499999999997
AM,22,2027-03-07,146,33,44,57,89.75,232,353.40000000000055,470.04999999999995,612.0999999999995
AM,23,2027-03-14,137.5,31,41.95,55,84,224,351,449.2999999999997,612
AM,24,2027-03-21,132,32,41,53.900000000000006,82,215,323,436.04999999999995,599.0999999999995
AM,25,2027-03-28,124.5,28.975,38,50,77,200,307,405.14999999999986,506.09999999999945
AM,26,2027-04-04,118,29.975,37,49,73,193.25,296,400.04999999999995,511
AM,27,2027-04-11,114,28,36,46,71,181.25,288.10000000000014,384.1999999999998,505.0749999999996
AM,28,2027-04-18,107,23,30,40,68,169,260.10000000000014,361.04999999999995,493.0749999999996
AM,29,2027-04-25,98,23.975,29.950000000000003,41,61,159,247.10000000000014,323.04999999999995,446.02499999999986
AM,30,2027-05-02,93,21,28,37,57,151,240,316,410.09999999999945
AM,31,2027-05-09,88,20,25.950000000000003,33,54,140,219.10000000000014,286.04999999999995,380.0749999999996
AM,32,2027-05-16,80.5,17,23,31,49,128,198.10000000000014,284.14999999999986,361.0749999999996
AM,33,2027-05-23,76,17,22,30,47,125.25,198.10000000000014,253.04999999999995,325.02499999999986
AM,34,2027-05-30,70,16,20,26,43,109,175.10000000000014,237.04999999999995,335.0499999999997
AM,35,2027-06-06,66,14,18,24,39,109,170.10000000000014,232.04999999999995,315.09999999999945
AM,36,2027-06-13,62,14,18,24,38,101,162,212,271.0499999999997
AM,37,2027-06-20,58,14,17,23,36,97,151.10000000000014,203,272
AM,38,2027-06-27,57,11,15,21,35,91.25,142.10000000000014,188,250
AM,39,2027-07-04,53,12,15,20,33,88.25,136.10000000000014,184,253.0749999999996
AM,40,2027-07-11,55,11,15,20,32,87,134,182,235.0749999999996
AM,41,2027-07-18,50,11,15,20,31,80,129.10000000000014,176,228
AM,42,2027-07-25,50,9,13,18,29,80,122,160.04999999999995,219.04999999999973
AM,43,2027-08-01,48.5,10,13,17,29,77,122,153,203.02499999999986
AM,44,2027-08-08,47,10,13,18,29,76,121,169,217.02499999999986
AM,45,2027-08-15,46,10,14,18,28,76,119,164.04999999999995,220.04999999999973
AM,46,2027-08-22,46,9.975000000000001,13,17,27,75,122,166,211
AM,47,2027-08-29,48,10,13,18,29,78,126,176.04999999999995,232.04999999999973
AM,48,2027-09-05,52,10,13,18,30,83,133.10000000000014,188,252.02499999999986
AM,49,2027-09-12,54,10.975000000000001,14,19,32,88.25,143,190,283.0749999999996
AM,50,2027-09-19,55,10,15,21,34,93,152.10000000000014,211,302.09999999999945
AM,51,2027-09-26,58,12,16,22,35,97,155,229.04999999999995,299.02499999999986
AM,52,2027-10-03,61,12,16,23,37,99,164,220,315.02499999999986
AP,1,2026-10-11,9,0,0,1,4,26,61,114,190.1999999999989
AP,2,2026-10-18,9,0,0,1,3,24,58,109,168.14999999999918
AP,3,2026-10-25,8,0,0,1,3,21,54,98.09999999999991,154.02499999999986
AP,4,2026-11-01,8,0,0,1,2,20,52,95.04999999999995,152.12499999999932
AP,5,2026-11-08,7,0,0,1,2,17,40.100000000000136,73.04999999999995,119.07499999999959
AP,6,2026-11-15,6,0,0,0,2,15,39,68,122
AP,7,2026-11-22,5,0,0,0,2,14,35,68,105.02499999999986
AP,8,2026-11-29,5,0,0,0,2,14,34,60,104.02499999999986
AP,9,2026-12-06,5,0,0,0,2,13,33,62.09999999999991,101.09999999999945
AP,10,2026-12-13,5,0,0,0,1.75,14,35.100000000000136,62.049999999999955,108.02499999999986
AP,11,2026-12-20,6,0,0,0,2,16,38,67.04999999999995,112.09999999999945
AP,12,2026-12-27,8,0,0,1,2,19,45,89.04999999999995,144.0749999999996
AP,13,2027-01-03,9,0,0,1,3,24,62.100000000000136,107,169.04999999999973
AP,14,2027-01-10,12,0,1,1,4,31,82.10000000000014,140.19999999999982,257
AP,15,2027-01-17,15,0,1,1,5,41,98.10000000000014,164,275.02499999999986
AP,16,2027-01-24,17,0,1,2,6,44,108.10000000000014,199.04999999999995,341.1499999999992
AP,17,2027-01-31,20,0,1,2,7,50,123.10000000000014,239.19999999999982,433.17499999999905
AP,18,2027-02-07,21,0,1,3,7,54,145.10000000000014,246.0999999999999,429.02499999999986
AP,19,2027-02-14,22,0,1,3,8,58,137,234.04999999999995,406.3499999999981
AP,20,2027-02-21,23,1,1,3,8,59,151.10000000000014,276,451.02499999999986
AP,21,2027-02-28,24,0,1,3,8,58,139,291.14999999999986,539.0499999999997
AP,22,2027-03-07,23,0,1,3,8,58,141.10000000000014,260.2499999999998,437.57499999999686
AP,23,2027-03-14,22,0,1,3,8,55,135,258.0999999999999,449.02499999999986
AP,24,2027-03-21,20,0,1,2,7,52,122.20000000000027,213.04999999999995,405.17499999999905
AP,25,2027-03-28,19,0,1,2,7,50,117.10000000000014,198.04999999999995,324.02499999999986
AP,26,2027-04-04,18,0,1,2,6,47.25,114,209.34999999999968,359.1499999999992
AP,27,2027-04-11,17,0,1,2,6,45,113.10000000000014,196.04999999999995,329.09999999999945
AP,28,2027-04-18,16,0,1,2,6,44,96,186,327.3999999999978
AP,29,2027-04-25,15,0,1,2,5,39,95,182,299.0749999999996
AP,30,2027-05-02,14,0,1,2,5,38,96.10000000000014,169.0999999999999,318
AP,31,2027-05-09,13,0,0,1,5,34,92.10000000000014,154,250.02499999999986
AP,32,2027-05-16,13,0,0.9500000000000028,2,4,33,81,145,232.52499999999714
AP,33,2027-05-23,12,0,0,1,4,32,72,132.04999999999995,237.0749999999996
AP,34,2027-05-30,12,0,0,1,4,30,71.10000000000014,122.04999999999995,207.02499999999986
AP,35,2027-06-06,10,0,0,1,4,30,70,122.04999999999995,213.2749999999985
AP,36,2027-06-13,11,0,0,1,4,27,66.10000000000014,124,207.04999999999973
AP,37,2027-06-20,10,0,0,1,3,27,63.100000000000136,104.09999999999991,181.22499999999877
AP,38,2027-06-27,10,0,0,1,3,26,61.100000000000136,118,181.0749999999996
AP,39,2027-07-04,10,0,0,1,3,25,61,105.14999999999986,176.0749999999996
AP,40,2027-07-11,10,0,0,1,3.75,26,62,108.09999999999991,175.12499999999932
AP,41,2027-07-18,10,0,0,1,3,25,61,106.09999999999991,172.09999999999945
AP,42,2027-07-25,11,0,0,1,3,26,60,118,183.0749999999996
AP,43,2027-08-01,11,0,0,1,4,28,68,119,203.04999999999973
AP,44,2027-08-08,12,0,0,1,4,29,73,137.19999999999982,233.02499999999986
AP,45,2027-08-15,12,0,0,1,4,32,80,148,257.09999999999945
AP,46,2027-08-22,12,0,0.9500000000000028,1,4,32,81.10000000000014,142.0999999999999,262.02499999999986
AP,47,2027-08-29,13,0,0,1,4,33,74,144.24999999999977,253.02499999999986
AP,48,2027-09-05,12,0,0,1,4,30,78,149,251.04999999999973
AP,49,2027-09-12,12,0,0,1,4,30,76,136.0999999999999,241.04999999999973
AP,50,2027-09-19,10,0,0,1,4,30,73.10000000000014,138.0999999999999,232.17499999999905
AP,51,2027-09-26,11,0,0,1,4,27,66,117.04999999999995,193.02499999999986
AP,52,2027-10-03,10,0,0,1,3,28,61.100000000000136,129.04999999999995,189.04999999999973
BA,1,2026-10-11,319.5,103,125,152,212,485,756,1059,1423.4249999999977
BA,2,2026-10-18,317,101.975,120,150.9,216,488,767.6000000000008,1089.1999999999998,1410.5249999999971
BA,3,2026-10-25,312,99.975,123,149,213,493,794.1000000000001,1085.05,1520.0999999999995
BA,4,2026-11-01,325.5,106.95000000000002,124,151.9,211,495,778.1000000000001,1114.05,1531.0499999999997
BA,5,2026-11-08,320,107.975,127,157,217,501.25,796.3000000000004,1089.3499999999997,1523.1249999999993
BA,6,2026-11-15,327.5,106.97500000000001,129,157.9,218,512.25,782.1000000000001,1102.05,1515.2499999999986
BA,7,2026-11-22,335,111,132.95,167,225.75,531.25,847.3000000000004,1157.1,1566.2249999999988
BA,8,2026-11-29,349,114.95000000000002,134.95000000000002,164,232.75,542,837,1160.1999999999998,1532.0499999999997
BA,9,2026-12-06,357,112.975,137,172,239,563.25,852.3000000000004,1188.1,1571.924999999995
BA,10,2026-12-13,365.5,125,147.95,183,254,561,867,1162.05,1615.274999999993
BA,11,2026-12-20,392,124,147,182.9,256,617.25,939.1000000000001,1327.5999999999995,1788.349999999998
BA,12,2026-12-27,420.5,143.975,169.95,208,292,665,1028,1405.4999999999995,1987.0749999999996
BA,13,2027-01-03,485,164,192.95,235,328,749.25,1167.6000000000008,1586.8499999999992,2000.0249999999999
BA,14,2027-01-10,557,192,232,276,386,865,1321.2000000000003,1828.9499999999982,2606.2749999999933
BA,15,2027-01-17,664.5,236,273,325,446,1017,1582.2000000000003,2127.2,2903.9749999999945
BA,16,2027-01-24,765.5,281.97499999999997,328,395.70000000000005,541,1184.25,1821.1000000000001,2407.6499999999987,3389.4999999999973
BA,17,2027-01-31,921.5,323.95,384.95,462.70000000000005,640.75,1382,2231.1000000000004,3108.2,4143.424999999992
BA,18,2027-02-07,1081,372.95,441.79999999999995,533.9,738,1624.25,2560.1000000000004,3619.449999999999,4827.84999999999
BA,19,2027-02-14,1246,428.975,515.95,626.9000000000001,859,1867,3031.0000000000014,4043.7999999999993,5209
BA,20,2027-02-21,1415.5,489.97499999999997,576,695.9,959.75,2172,3351.2000000000016,4425.25,5533.399999999998
BA,21,2027-02-28,1574,532.975,631,779.5,1065.75,2385,3606.4000000000005,4897.0999999999995,6901.049999999988
BA,22,2027-03-07,1661,593.9000000000001,676.9,839.9,1161,2437.5,3855.3000000000006,5383.799999999999,6952.274999999999
BA,23,2027-03-14,1790,610.9749999999999,732.9,886.9000000000001,1207,2726.75,4241.600000000002,5456.999999999998,6734.074999999989
BA,24,2027-03-21,1830,641.975,755,919.8,1249.5,2785.5,4285.4000000000005,5835.3,7822.749999999969
BA,25,2027-03-28,1876.5,685.875,786.85,954.8000000000001,1312,2859.75,4406.100000000003,5741.699999999998,8114.074999999967
BA,26,2027-04-04,1948,685.8499999999999,787.9499999999999,959.8,1342.25,2925.25,4600.300000000005,6195.5,7764.249999999983
BA,27,2027-04-11,1975,656.9,788.75,980.2,1384,2936.5,4530.400000000003,6020.25,7420.025
BA,28,2027-04-18,1914.5,676.875,817,974.8000000000001,1319.5,2936,4518.500000000001,6027.149999999999,8373.125
BA,29,2027-04-25,1886,658.9749999999999,779.9000000000001,945.9,1316,2877.25,4440.7000000000035,6232.299999999999,7872.524999999997
BA,30,2027-05-02,1860.5,659.9,762,918,1274,2801.75,4140.3,5472,6694.874999999978
BA,31,2027-05-09,1733,633.9,742.9499999999999,902.7,1218.75,2723.75,3960.9000000000015,5205.399999999999,7058.249999999987
BA,32,2027-05-16,1637,546.8499999999999,639.9,799.9,1129.75,2502.75,3739.4000000000005,4959.449999999997,6562.449999999986
BA,33,2027-05-23,1475,543,641,763.9,1024.75,2195.25,3351.700000000001,4673.149999999999,6267.074999999994
BA,34,2027-05-30,1348,495,576.8000000000001,683.7,937.75,2037,3076.0000000000027,4038.7999999999993,4994.749999999985
BA,35,2027-06-06,1238.5,422,507.95,595.9,834.75,1867.75,2825.5000000000005,3559.35,4875.574999999997
BA,36,2027-06-13,1088.5,372.9,450.70000000000005,540.8,727,1627.5,2426.7000000000007,3323,4482.599999999997
BA,37,2027-06-20,940.5,334.97499999999997,403.95,481,663.75,1438.5,2169,2971.449999999999,4155.199999999999
BA,38,2027-06-27,839.5,289.95,354.75,425.9,576,1271.5,1915.700000000001,2645.649999999999,3593.4749999999976
BA,39,2027-07-04,748.5,259.95,304.9,370.80000000000007,514,1144.5,1743,2358.0999999999985,3180.7999999999956
BA,40,2027-07-11,679.5,230,273.9,327,458.75,1039.25,1647.2000000000003,2232.45,3015.249999999993
BA,41,2027-07-18,602,203.975,242,291,411,932.25,1413.5000000000007,1918.3999999999996,2583.7749999999955
BA,42,2027-07-25,547.5,197,227.8,276,373,838.5,1347.5000000000007,1945.1499999999999,2506.149999999999
BA,43,2027-08-01,499,163,192.95,236.9,336,783.25,1226.5000000000007,1655,2312.049999999994
BA,44,2027-08-08,463.5,148.975,181.95,226,312.75,696,1089.700000000001,1475.1,1989.7749999999903
BA,45,2027-08-15,421,140.975,169,203.9,288,649,1044.1000000000001,1352.2999999999997,2041.0999999999995
BA,46,2027-08-22,396,134.97500000000002,159,187,264.75,617.25,967.6000000000008,1294.2499999999998,1806.4999999999973
BA,47,2027-08-29,362,113.975,138,176,244,558.25,876.2000000000003,1173.05,1598.1499999999992
BA,48,2027-09-05,344,122,139.95,166,228,529,848.2000000000003,1183,1596.8749999999952
BA,49,2027-09-12,334,112,130,158,224,520,813.3000000000004,1127.1999999999998,1468.5249999999971
BA,50,2027-09-19,322,104.94999999999999,124.95,154,218,494.25,792.2000000000003,1104.1499999999999,1435
BA,51,2027-09-26,317,102.97500000000001,126,152,214,501.25,780.1000000000001,1057.3999999999996,1377
BA,52,2027-10-03,318,103,124.95,151.9,215,478,767.1000000000001,1012.0999999999999,1450.199999999999
CE,1,2026-10-11,126,34,42.95,52,79,202.25,316,429.04999999999995,579.2499999999986
CE,2,2026-10-18,114.5,32,39,50,73,184,290.10000000000014,400.04999999999995,568.3499999999981
CE,3,2026-10-25,111,30,38,48,69,178,286.10000000000014,414.0999999999999,615.3499999999981
CE,4,2026-11-01,108,29,37,47.900000000000006,71,178,287.10000000000014,420.2499999999998,627.2499999999986
CE,5,2026-11-08,106,31,37,45,69,176,293,429.04999999999995,603.0999999999995
CE,6,2026-11-15,108,29,36,46,68,177.25,297,408.1999999999998,596.2499999999986
CE,7,2026-11-22,110,28,35,46,70,175.25,306,398,529.1499999999992
CE,8,2026-11-29,105,26,32,41,64,168,282.10000000000014,417.0999999999999,609.0749999999996
CE,9,2026-12-06,97,26,33,42,63,159,272.10000000000014,384.2999999999997,559.0499999999997
CE,10,2026-12-13,95,25,30,39,59,154,259,379.04999999999995,532.1999999999989
CE,11,2026-12-20,92,24,30,38.900000000000006,58,149,244,333.04999999999995,477.09999999999945
CE,12,2026-12-27,92,26,32,40,58,156,258.10000000000014,356.04999999999995,480.1499999999992
CE,13,2027-01-03,100,29,36,46,65,163.25,269.10000000000014,388.04999999999995,537.2499999999986
CE,14,2027-01-10,114,34.975,42,52,74,185,308.10000000000014,456.3499999999997,598.0499999999997
CE,15,2027-01-17,136,39,47,59,87,218,347.10000000000014,476.0999999999999,641.174999999999
CE,16,2027-01-24,164,44.975,55,73,106,259,402.10000000000014,569.05,783.0749999999996
CE,17,2027-01-31,197,57,69.95,86,125,303.25,489.10000000000014,643.1499999999999,995.1249999999939
CE,18,2027-02-07,234,71,84,105,157,366,589,828.4499999999996,1142.2249999999988
CE,19,2027-02-14,275.5,88,104.95,130.9,184,434,705.4000000000005,983.2499999999998,1315.1499999999992
CE,20,2027-02-21,327,97,118.95,156,213,516.25,788.1000000000001,1128.4999999999995,1540.4749999999974
CE,21,2027-02-28,383,111,136.95,171.9,250.75,596,969.2000000000003,1339.8499999999992,1886.2249999999988
CE,22,2027-03-07,444,130,161.95,203.9,292,688.25,1121.2000000000003,1552.3499999999997,2167.0499999999993
CE,23,2027-03-14,500,154,183,224,326,777.5,1265.800000000001,1756.3999999999996,2315.5749999999966
CE,24,2027-03-21,545,159,194,247.9,362,851,1328.4000000000005,1859.1999999999998,2545.424999999998
CE,25,2027-03-28,607,178,221,281,398,957.25,1552.2000000000003,2066.25,2729.524999999986
CE,26,2027-04-04,668.5,198.95000000000002,239.85000000000002,302.80000000000007,440,1032,1717.2000000000003,2385.1499999999996,3229.249999999993
CE,27,2027-04-11,736,213.97500000000002,259,324.9,481,1156.25,1873,2661.2499999999995,3828.4249999999975
CE,28,2027-04-18,786,240.975,292.95,359.9,505.75,1258.25,1942.1000000000001,2626.2999999999997,3627.0749999999994
CE,29,2027-04-25,831.5,258.975,308.95,384,539.75,1266.25,2032.4000000000005,2772.999999999999,3914.2999999999984
CE,30,2027-05-02,858,266.975,315,390.80000000000007,572,1354.5,2098.1000000000004,2903.5499999999975,3854.4999999999973
CE,31,2027-05-09,869,266,321.9,394,554,1385.5,2119.500000000001,2927.7999999999993,3833.4749999999976
