uf,week,date,pred,lower_95,lower_90,lower_80,lower_50,upper_50,upper_80,upper_90,upper_95
AC,23,2027-06-06,36,4,6,9,18,67,119.10000000000014,174,245.14999999999918
AC,24,2027-06-13,30,3,5,8,16,59,103,150.04999999999995,195.04999999999973
AC,25,2027-06-20,28,2,4,7,14,55,94.10000000000014,137.04999999999995,196
AC,26,2027-06-27,26,2,4,6,13,51,84.10000000000014,123,157.02499999999986
AC,27,2027-07-04,25,2,4,6,13,47,81.10000000000014,113.04999999999995,160.02499999999986
AC,28,2027-07-11,24,2,4,6,12,45,80,116,154
AC,29,2027-07-18,23,2,4,6,12,43,76,115,155.02499999999986
AC,30,2027-07-25,22,2,3,5,11,40,70,97.04999999999995,147.02499999999986
AC,31,2027-08-01,21,2,3,5,11,40,70,104,150.02499999999986
AC,32,2027-08-08,21,2,3,5,11,38,70,99,134
AC,33,2027-08-15,20,2,3,5,10,39,66,92,127.02499999999986
AC,34,2027-08-22,21,2,3,5,11,39,70,99,131.02499999999986
AC,35,2027-08-29,21,2,3,5,10,41,72,105,124.02499999999986
AC,36,2027-09-05,23,2,3,5,11,45,77,108,153.12499999999932
AC,37,2027-09-12,25,3,4,6,13,48,88,122,165
AC,38,2027-09-19,29,3,4,7,15,55,96.10000000000014,131,177.04999999999973
AC,39,2027-09-26,33,4,6,9,17,62,111,152,224
AC,40,2027-10-03,39.5,4,6,10,20,70,129,186,247
AC,41,2027-10-10,45,6,9,13,24,85.25,155,221.04999999999995,301.0749999999996
AC,42,2027-10-17,55,7,11,15,28,103,182.10000000000014,274.14999999999986,364.1499999999992
AC,43,2027-10-24,64,8,12,17,33,119,206,309.04999999999995,395.02499999999986
AC,44,2027-10-31,77,9,14,21,41,144,269.2000000000003,359.14999999999986,480.1499999999992
AC,45,2027-11-07,89,11.975000000000001,17,26,47,168.25,291.10000000000014,403.0999999999999,593.1999999999989
AC,46,2027-11-14,105,14,19,28,53,200,354,486,609.0249999999999
AC,47,2027-11-21,121,16,23,34,61,223.25,394,543.1499999999999,746.0999999999995
AC,48,2027-11-28,137,16,26,37,72,253.25,447.3000000000004,631.1499999999999,898.0249999999999
AC,49,2027-12-05,150,18,26,40,75,278,478.10000000000014,701.05,937.0499999999997
AC,50,2027-12-12,159,21,30,46,83,292,508.10000000000014,740.05,980.8499999999899
AC,51,2027-12-19,168,21.975,30.950000000000003,47,90,309,545.2000000000003,798.4999999999995,1113.0249999999999
AC,52,2027-12-26,182,27,35,52.900000000000006,96,335,593.2000000000003,873.3999999999996,1180.0499999999997
AL,1,2027-01-03,55,6,10,14,27,112,228.10000000000014,370.0999999999999,537.0249999999999
AL,2,2027-01-10,61,7,10,15,30,119,223.10000000000014,335,537.0999999999995
AL,3,2027-01-17,62,6,9.950000000000003,16,29,126,239.10000000000014,388.2999999999997,622.174999999999
AL,4,2027-01-24,65,8,12,18,33,132,255.10000000000014,410.0999999999999,588.0249999999999
AL,5,2027-01-31,71,8,12,18,36,143.25,266.10000000000014,426.04999999999995,632.1249999999993
AL,6,2027-02-07,77,8,12,19,39,151.25,313.3000000000004,483,754.4999999999973
AL,7,2027-02-14,86,10,14,21,41,177,350.3000000000004,534.1999999999998,793.2749999999985
AL,8,2027-02-21,90,11,16,23,46,190,359.2000000000003,553.3999999999996,895.4749999999974
AL,9,2027-02-28,98,12,16,26,50,203.25,425.10000000000014,615,939.0249999999999
AL,10,2027-03-07,114,13,19,29,55,235,457,666,978.2999999999984
AL,11,2027-03-14,119.5,13,18,28,58,251,478.10000000000014,771.1999999999998,1135.0999999999995
AL,12,2027-03-21,125,15,23,35,64,260,506.10000000000014,833.3499999999997,1238.7749999999958
AL,13,2027-03-28,140,17,25,37,68,304.25,590,838.7999999999993,1324.0499999999997
AL,14,2027-04-04,158.5,15.975000000000001,25,38,73,319.25,616.1000000000001,915.149999999999,1254.0249999999999
AL,15,2027-04-11,168.5,20,30,43.900000000000006,84.75,339,651.3000000000004,1051.2999999999997,1563.199999999999
AL,16,2027-04-18,176,22,32,50,89,368.25,685.1000000000001,1121.3499999999997,1638.3999999999978
AL,17,2027-04-25,196,25,34,50,92,423,798.4000000000005,1257.6499999999994,1774.5749999999969
AL,18,2027-05-02,221,26,36,53,104,437,865.2000000000003,1356.999999999999,1889.0749999999996
AL,19,2027-05-09,221.5,27.975,36,58,113.75,449.25,917.9000000000012,1494.249999999998,2266.4249999999975
AL,20,2027-05-16,241.5,30,39,59,120,481,915.2000000000003,1422.05,2157.0999999999995
AL,21,2027-05-23,257,35,48,71.9,127,526,1024.0000000000014,1593.9499999999991,2342.199999999999
AL,22,2027-05-30,262,31,46,69,133,553,1086.3000000000004,1655.1999999999998,2449.9999999999945
AL,23,2027-06-06,270,33,47,69,139,544,1082.1000000000001,1709.1499999999999,2873.1999999999935
AL,24,2027-06-13,272,37,53,77.9,138,556.25,1160.5000000000007,1736.1,2875.5499999999965
AL,25,2027-06-20,279,33.975,50,74,138.75,567.25,1125.3000000000004,1749.1,2829.075
AL,26,2027-06-27,282.5,32.975,50,72,147,558,1106.5000000000007,1659.2499999999998,2432.8249999999953
AL,27,2027-07-04,283,40,51,75,142,579.25,1072.0000000000014,1711.05,2619.0249999999996
AL,28,2027-07-11,259.5,34,49,72,135,550,1045.2000000000003,1616.8499999999992,2321.249999999999
AL,29,2027-07-18,267,31.975,48,71.9,131,543,1057.2000000000003,1625.4999999999995,2405.374999999998
AL,30,2027-07-25,242.5,27,41,64,123,510.25,1002.2000000000003,1622.2499999999998,2462.0499999999997
AL,31,2027-08-01,237,28.975,43,62,115,497.25,1049,1516.1,2097.8499999999844
AL,32,2027-08-08,218.5,25,35,55,110,438.25,941.1000000000001,1298.1,2012.199999999999
AL,33,2027-08-15,202,27,39,56,100,419,870.3000000000004,1322.8499999999992,1868.0499999999997
AL,34,2027-08-22,182,22,31,46,91,379.25,767.2000000000003,1257.1,1859.174999999999
AL,35,2027-08-29,175,21,32,47,86,359,696.2000000000003,1014.3999999999996,1386.0499999999997
AL,36,2027-09-05,159,19.975,28,42.900000000000006,79,337,619.5000000000007,996.3999999999996,1545.4749999999974
AL,37,2027-09-12,141,19,25,36,69.75,284,554,803.6499999999994,1237.3249999999982
AL,38,2027-09-19,135,16,23,33,67.75,275.5,541.2000000000003,822.2499999999998,1210.199999999999
AL,39,2027-09-26,123,15.975000000000001,22,32,63,251.25,510,777.2999999999997,1187.4999999999973
AL,40,2027-10-03,112,14,19,29,56,246,481,760.05,1035.174999999999
AL,41,2027-10-10,103,11,16,25,51,215,407,634,998.3499999999981
AL,42,2027-10-17,95,10,17,24,46,200.25,388.10000000000014,627,977.374999999998
AL,43,2027-10-24,90.5,9,14,22,44,186.25,372,565.4999999999995,910.3249999999982
AL,44,2027-10-31,86,8,12.950000000000003,19,39,164,365.2000000000003,535.2999999999997,876.5749999999969
AL,45,2027-11-07,77,8,11,18,37,157,317,510.0999999999999,900.0749999999996
AL,46,2027-11-14,71.5,7,11,17,32,149.25,285.2000000000003,443.04999999999995,709.174999999999
AL,47,2027-11-21,64,6,10,16,32,134.25,278.10000000000014,430.04999999999995,672.6999999999962
AL,48,2027-11-28,60,6.975000000000001,10,14,28,129,260.10000000000014,405,559.0249999999999
AL,49,2027-12-05,54,6,8,13,27,114.25,223.20000000000027,387,594.1999999999989
AL,50,2027-12-12,52,7,9,13,25,109,222.10000000000014,359.14999999999986,534.0499999999997
AL,51,2027-12-19,54.5,4,7,12,26,113,224.10000000000014,353,529.2249999999988
AL,52,2027-12-26,51,6,8,12.900000000000006,25,105,210.10000000000014,313.0999999999999,457.09999999999945
AM,1,2027-01-03,109,27,34,45,69,181,286.10000000000014,390.14999999999986,535.0749999999996
AM,2,2027-01-10,120.5,31,38,48,75,196.25,305,400.04999999999995,585.0499999999997
AM,3,2027-01-17,131,33,41,54,82,213.25,333.10000000000014,460.04999999999995,616.0499999999997
AM,4,2027-01-24,142,38,46,58,88,225,357.10000000000014,486,627.1499999999992
AM,5,2027-01-31,147,36.975,46,61,93,243.25,391.10000000000014,528.1999999999998,711.0499999999997
AM,6,2027-02-07,150.5,39,48,64,97.75,254.25,390,530,688.0249999999999
AM,7,2027-02-14,156,37,48,63,100,252,407.3000000000004,570.1499999999999,747.0749999999996
AM,8,2027-02-21,162,37,47,67,101,256,410,560.0999999999999,763.1249999999993
AM,9,2027-02-28,151.5,39.975,48,63,96,250,390,509.14999999999986,669.0249999999999
AM,10,2027-03-07,156,39,48,63,96,249,394,534.05,740.2499999999986
AM,11,2027-03-14,148,39,48,62,95,241,372,498,639.0499999999997
AM,12,2027-03-21,141.5,37,45,58,86,230.25,382.2000000000003,492.04999999999995,634.0249999999999
AM,13,2027-03-28,137,33,42,57,87,226,344,459.0999999999999,603.2499999999986
AM,14,2027-04-04,127,33,41,52,80,210,320,437.14999999999986,589.1249999999993
AM,15,2027-04-11,122,29.975,37,47,74,199,313.3000000000004,408.14999999999986,532.0999999999995
AM,16,2027-04-18,111,28,36,46,72,184,303.10000000000014,414,508.1499999999992
AM,17,2027-04-25,106,25,33,42,67,166,264.10000000000014,357.0999999999999,450
AM,18,2027-05-02,94,23,29.950000000000003,38,60,152,240.10000000000014,332,414.02499999999986
AM,19,2027-05-09,90.5,20,27,35,55,147,232.10000000000014,303.2499999999998,403.1999999999989
AM,20,2027-05-16,84,20,25,33,50,135,206.10000000000014,274.14999999999986,358.02499999999986
AM,21,2027-05-23,73.5,18.975,23,30,45,124,207,271.04999999999995,347.09999999999945
AM,22,2027-05-30,69,16,21,27,43,116,179,231.04999999999995,313.0749999999996
AM,23,2027-06-06,65,15,19,26,39,107.25,169,230,311.0749999999996
AM,24,2027-06-13,64,13,18,24,39,105,159,206,284.0499999999997
AM,25,2027-06-20,61,13,17,23,35,99,160,211.04999999999995,283.0749999999996
AM,26,2027-06-27,57.5,11.975000000000001,17,23,35,95,152.10000000000014,197.04999999999995,259.02499999999986
AM,27,2027-07-04,55,13,17,23,35,93,147,194,265.02499999999986
AM,28,2027-07-11,52,12,15,20,32,88,143,188.04999999999995,247
AM,29,2027-07-18,52,12,16,21,32,85,134,178,234.14999999999918
AM,30,2027-07-25,51,10,14,18,31,80,127,171,226.17499999999905
AM,31,2027-08-01,50,12,14,18,30,80,130.10000000000014,175.04999999999995,222
AM,32,2027-08-08,49,10,13,18,29,80,126,170,209.02499999999986
AM,33,2027-08-15,48,10,13,18,30,81,133.10000000000014,174,219
AM,34,2027-08-22,48,11,14,18,30,81,135,178.04999999999995,244.0749999999996
AM,35,2027-08-29,51,11.975000000000001,15,19,31,83,137.20000000000027,194.04999999999995,270.09999999999945
AM,36,2027-09-05,53,11,15,19,33,89,141,190,250.02499999999986
AM,37,2027-09-12,56.5,10,14,20,33,92,151,207.0999999999999,299.09999999999945
AM,38,2027-09-19,58,13,16,22,35,98,165.10000000000014,244,330.02499999999986
AM,39,2027-09-26,61,13,16,22,35,102.25,171.10000000000014,237.04999999999995,323.09999999999945
AM,40,2027-10-03,63.5,13,17,23,36,106,183.10000000000014,248.04999999999995,346.0749999999996
AM,41,2027-10-10,59,13,17,23,35,100,161.10000000000014,232.04999999999995,311.02499999999986
AM,42,2027-10-17,59,14,17,23,36,99,159,213.04999999999995,268.02499999999986
AM,43,2027-10-24,59,13,18,23.900000000000006,36,103,169.10000000000014,224.04999999999995,317.02499999999986
AM,44,2027-10-31,62,15,19,25,39,103,168,232.04999999999995,297.02499999999986
AM,45,2027-11-07,66,16,19,25,40,105.25,173.10000000000014,227.04999999999995,300.1249999999993
AM,46,2027-11-14,67,16,20,26,41,112,178,228.04999999999995,298.1999999999989
AM,47,2027-11-21,71,16,21.950000000000003,28,44,115,181.10000000000014,242.04999999999995,314.0749999999996
AM,48,2027-11-28,76,18,22,29,47,124,193,250.0999999999999,339.0749999999996
AM,49,2027-12-05,80.5,20,24,32.900000000000006,48,128,205.10000000000014,274,380.02499999999986
AM,50,2027-12-12,85,20,26,35,54,136,218.20000000000027,285.14999999999986,382.17499999999905
AM,51,2027-12-19,90,23,29,37,57,147,227,306.1999999999998,411.02499999999986
AM,52,2027-12-26,102,24,30,42,62,155,243,320.04999999999995,405.1249999999993
AP,1,2027-01-03,9,0,0,1,3,25,68,110.04999999999995,179.12499999999932
AP,2,2027-01-10,12,0,0,1,4,32,77.10000000000014,137.04999999999995,216.37499999999795
AP,3,2027-01-17,14,0,1,2,5,38.25,98.10000000000014,161.0999999999999,262.02499999999986
AP,4,2027-01-24,16,0,1,2,6,44,109.10000000000014,192.14999999999986,322.17499999999905
AP,5,2027-01-31,19,0,1,2,6,50,124.10000000000014,216.04999999999995,337.09999999999945
AP,6,2027-02-07,20,0,1,2,7,53,119.10000000000014,230.29999999999973,379.1249999999993
AP,7,2027-02-14,21,0,1,2,7,51.25,130,236.0999999999999,358.1249999999993
AP,8,2027-02-21,21,0,1,3,8,54,141,265,414.09999999999945
AP,9,2027-02-28,21,0,1,3,8,55,124,215.14999999999986,365.1499999999992
AP,10,2027-03-07,20,0,1,2,7,56,132.20000000000027,242.0999999999999,427.02499999999986
AP,11,2027-03-14,20,0,1,2,7,52,121.10000000000014,223.0999999999999,358.2249999999988
AP,12,2027-03-21,19,0,1,2,7,51,125,218.04999999999995,386.02499999999986
AP,13,2027-03-28,19,0,1,2,7,48.25,125,222.0999999999999,327.2249999999988
AP,14,2027-04-04,18,0,1,2,6,47,119,201,335.1499999999992
AP,15,2027-04-11,16,0,1,2,6,47,109.10000000000014,188,303.3499999999981
AP,16,2027-04-18,15,0,1,1,5,39,100.10000000000014,183.14999999999986,304.0749999999996
AP,17,2027-04-25,14,0,1,2,5,38,90,158.14999999999986,253.09999999999945
AP,18,2027-05-02,13,0,0,1,5,36,92,161.0999999999999,261.29999999999836
AP,19,2027-05-09,12,0,0,1,4,34,80.10000000000014,142.0999999999999,230.12499999999932
AP,20,2027-05-16,12,0,0,1,4,33,77.10000000000014,135.04999999999995,217.09999999999945
AP,21,2027-05-23,11,0,0,1,4,28,69,116.14999999999986,213
AP,22,2027-05-30,10,0,0,1,3,26,69,126,209.02499999999986
AP,23,2027-06-06,9,0,0,1,3,27,65.10000000000014,113.09999999999991,193
AP,24,2027-06-13,9,0,0,1,3,24,61,104.09999999999991,190.02499999999986
AP,25,2027-06-20,9,0,0,1,3,26,57,95.09999999999991,157.04999999999973
AP,26,2027-06-27,8,0,0,1,3,22,59,98.04999999999995,150.04999999999973
AP,27,2027-07-04,8,0,0,1,3,24,59.100000000000136,99,159.04999999999973
AP,28,2027-07-11,9,0,0,1,3,24.25,59,97.04999999999995,172.12499999999932
AP,29,2027-07-18,10,0,0,1,3,25,65,106,173.0749999999996
AP,30,2027-07-25,9,0,0,1,3,25,61,103.14999999999986,168.04999999999973
AP,31,2027-08-01,10,0,0,1,3,26,70,118.04999999999995,195.17499999999905
AP,32,2027-08-08,10,0,0,1,4,28,70,120.14999999999986,188.12499999999932
AP,33,2027-08-15,11,0,0,1,4,31,69.10000000000014,127.04999999999995,195
AP,34,2027-08-22,11,0,0,1,4,31,75,136.04999999999995,210.04999999999973
AP,35,2027-08-29,12,0,0,1,4,32,77,136,212.0749999999996
AP,36,2027-09-05,11,0,0,1,4,31,77.10000000000014,136,210.02499999999986
AP,37,2027-09-12,10,0,0,1,4,30,69,117.04999999999995,194.04999999999973
AP,38,2027-09-19,10,0,0,1,4,27,68,118.04999999999995,214.04999999999973
AP,39,2027-09-26,10,0,0,1,3,27,67,109.04999999999995,186.02499999999986
AP,40,2027-10-03,9,0,0,1,3,26,61,110.04999999999995,187
AP,41,2027-10-10,10,0,0,1,3,26,62,104.04999999999995,168.02499999999986
AP,42,2027-10-17,9,0,0,1,3,24,58.100000000000136,109.04999999999995,182.02499999999986
AP,43,2027-10-24,9,0,0,1,3,23,54,102,156.02499999999986
AP,44,2027-10-31,7,0,0,1,2,20,46,87.04999999999995,147.02499999999986
AP,45,2027-11-07,7,0,0,1,2,18,42,74.04999999999995,118.04999999999973
AP,46,2027-11-14,6,0,0,0,2,16,38,66,106.02499999999986
AP,47,2027-11-21,6,0,0,0,2,15,35,58,90.02499999999986
AP,48,2027-11-28,5,0,0,0,2,14,33,58,96.02499999999986
AP,49,2027-12-05,5,0,0,0,2,13,33,54.049999999999955,92.02499999999986
AP,50,2027-12-12,5,0,0,0,2,14,34,59.049999999999955,93
AP,51,2027-12-19,6,0,0,1,2,16,40,73,120.02499999999986
AP,52,2027-12-26,8,0,0,1,3,21,51,84.04999999999995,124.07499999999959
BA,1,2027-01-03,475.5,170,198,233,334,729.75,1162.2000000000003,1600.2999999999997,2263.0749999999994
BA,2,2027-01-10,564.5,186.95000000000002,218,271,376,851.25,1319.3000000000004,1756.3999999999996,2664.4999999999973
BA,3,2027-01-17,665,222.97500000000002,260,322,454,1003,1483.4000000000005,1964.1,2728.075
BA,4,2027-01-24,787,269.975,322.90000000000003,385,530.75,1187.5,1901.9000000000012,2556.05,3499.099999999994
BA,5,2027-01-31,913.5,318.97499999999997,354.95000000000005,446.80000000000007,624,1412.25,2219.7000000000007,3065.299999999999,4186.949999999995
BA,6,2027-02-07,1078.5,389.77500000000003,453,539,741.75,1614.75,2577.2000000000035,3606.25,4662.499999999996
BA,7,2027-02-14,1226.5,427.975,511,634.9000000000001,841.75,1847.25,2931.600000000002,4081.699999999999,5414.274999999988
BA,8,2027-02-21,1397.5,495.975,588.95,694.9000000000001,952.75,2085.25,3244.7000000000035,4575.0999999999995,5897.72499999999
BA,9,2027-02-28,1617.5,525.925,632.9000000000001,777,1064,2349,3621.300000000002,4981.8499999999985,6524.075
BA,10,2027-03-07,1667,570.9,691.8,841.8,1159,2537.5,4103.200000000001,5756.549999999996,7762.649999999997
BA,11,2027-03-14,1767.5,646.975,751,878.7,1232,2706.25,4234.3,5797.299999999999,7867.699999999985
BA,12,2027-03-21,1895,643.925,761.85,920.9,1290,2818.75,4263.300000000005,6212.949999999999,8250.62499999999
BA,13,2027-03-28,1925,717.8249999999999,828,983,1354.5,2910.5,4579.700000000002,6375.45,8780.424999999997
BA,14,2027-04-04,1910.5,678,822,1000.8,1339.75,2900,4666.600000000004,6298.149999999999,8950.824999999995
BA,15,2027-04-11,1950,673.85,792.9000000000001,967.8,1356.75,2989.25,4625,6223.3,8866.824999999973
BA,16,2027-04-18,1928,692.7,802.9,980.9,1343.75,2932,4597.200000000002,6361.549999999998,8513.499999999993
BA,17,2027-04-25,1900.5,691.975,799.95,959,1302.75,2851.25,4292.000000000002,5908.549999999999,8178.599999999997
BA,18,2027-05-02,1832.5,646.85,768.8000000000001,901,1273.75,2725,4112.500000000002,5668.1,7680.449999999997
BA,19,2027-05-09,1773,590.975,726.8,898.9000000000001,1212,2666,4083.600000000003,5885.199999999999,8248.049999999988
BA,20,2027-05-16,1632.5,580.95,667.7,821.8000000000001,1130,2492,3730.7000000000007,5149.449999999999,6546.174999999988
BA,21,2027-05-23,1487.5,533.975,633.9,768.9,1019.75,2235,3448.1000000000004,4734.75,6583.324999999976
BA,22,2027-05-30,1318.5,482.975,572.8,690.9000000000001,924,2044.25,3063.2000000000025,4225.3499999999995,5545.349999999993
BA,23,2027-06-06,1146,410.95,480.95,588,816.75,1739.5,2655.9000000000015,3845.5499999999993,5300.049999999977
BA,24,2027-06-13,1039,372.975,442.95000000000005,528,737.75,1566,2441.1,3375.149999999998,4439.774999999996
BA,25,2027-06-20,916,327,390,469,638.75,1358.25,2125.3,2930.3999999999987,3802.174999999994
BA,26,2027-06-27,833,278.97499999999997,348,410.90000000000003,571.5,1230.5,1840.3000000000004,2595.1000000000004,3623.0749999999994
BA,27,2027-07-04,725.5,260,300.95,358.80000000000007,496,1107,1672.1000000000001,2224.3499999999995,2970.899999999984
BA,28,2027-07-11,661,217,265,329.9,448.75,976.25,1506.5000000000007,1987.4999999999995,2718.199999999999
BA,29,2027-07-18,582,192,233,284.9,400,905.5,1392.2000000000003,1846.05,2507.2999999999984
BA,30,2027-07-25,535,182.925,217,265.9,367.75,816.5,1276.2000000000003,1667.5999999999995,2329.199999999999
BA,31,2027-08-01,482,165.97500000000002,196,234,319,751,1165.1000000000001,1586.1,2090.299999999993
BA,32,2027-08-08,449.5,144,168.95,212.9,305,700,1062,1427.1499999999999,2011.0999999999995
BA,33,2027-08-15,421.5,132,157,192.9,272,647,1004.1000000000001,1332.1499999999999,1880.6499999999965
BA,34,2027-08-22,380,130,151,180.9,257.75,590.25,971.1000000000001,1377.4499999999996,1859.3499999999926
BA,35,2027-08-29,362,118.97500000000001,137.95,169,239,549.25,883.5000000000007,1150.1499999999999,1521.1249999999993
BA,36,2027-09-05,344,112,129,159.9,227,534,819.2000000000003,1117.2499999999998,1530.1499999999992
BA,37,2027-09-12,327,112,129,154,223,507,788.3000000000004,1059.1499999999999,1384.0749999999996
BA,38,2027-09-19,323,106.97500000000001,123.95,154,216,486.25,755,1056.2999999999997,1460.0749999999996
BA,39,2027-09-26,307.5,100.975,119,150.9,210,470,764.2000000000003,1050.2499999999998,1453.2999999999984
BA,40,2027-10-03,301,105,123,154,209,476,749.6000000000008,1003.05,1576.2749999999985
BA,41,2027-10-10,315,94,120,143,207,482,759.3000000000004,1030.05,1451.4749999999974
BA,42,2027-10-17,316.5,97.975,120,148,211,471.25,772.4000000000005,1077.5499999999995,1491.174999999999
BA,43,2027-10-24,311,103.975,121,150,210,486,784.1000000000001,1071.4999999999995,1439.2249999999988
BA,44,2027-10-31,315,104.975,124,152.9,211,488.25,781,1108,1510.1499999999992
BA,45,2027-11-07,329,105.975,124,152,215,510,808.2000000000003,1148.3999999999996,1571.3249999999982
BA,46,2027-11-14,320,104,124.95,157,218,498,781,1072,1428.2749999999985
BA,47,2027-11-21,334,110.97500000000001,130.95,163,225,502,794.1000000000001,1042.3499999999997,1538.0249999999999
BA,48,2027-11-28,340,111,136.95,164.9,231,538,838.2000000000003,1179.1999999999998,1589
BA,49,2027-12-05,356,118,137,162.9,234.75,541.25,853.700000000001,1159.3499999999997,1609.1499999999992
BA,50,2027-12-12,361,125.975,141.95,174,248,556.25,877.2000000000016,1287.2999999999997,1756.374999999998
BA,51,2027-12-19,390,117.975,142,181.9,261,610.25,975.1000000000001,1375.2499999999998,1949.349999999998
BA,52,2027-12-26,420.5,138,164.95,199.9,277.75,647.25,1031.800000000001,1535.1999999999998,2138.399999999998
CE,1,2027-01-03,99,27,33,42.900000000000006,63,159,258,369,511.2749999999985
CE,2,2027-01-10,114,34.975,41.95,52,76,187,309,417.04999999999995,551.174999999999
CE,3,2027-01-17,134,40,48,60.900000000000006,87,211,342.40000000000055,494.04999999999995,689.0499999999997
CE,4,2027-01-24,163,48.975,59,74,106,258,399.10000000000014,560.05,739.6999999999962
CE,5,2027-01-31,200,61,75,91,132,312.25,509.3000000000004,667.05,912
CE,6,2027-02-07,237,74,87,113,161.75,369,598.2000000000003,863.2999999999997,1072.0749999999996
CE,7,2027-02-14,294,89.975,111,137,193,458,724.1000000000001,993.1999999999998,1371.0249999999999
CE,8,2027-02-21,352.5,110,128.95,161.9,227,544.25,878.1000000000001,1213.2499999999998,1701.2499999999986
CE,9,2027-02-28,400,123.95,148,181.9,262,621.25,1018.1000000000001,1421.1499999999999,1870.7749999999958
CE,10,2027-03-07,463,144,170.95000000000002,212,304,706.25,1159,1620.2499999999989,2256.349999999987
CE,11,2027-03-14,510.5,155,194,239,341.75,799.5,1301.5000000000007,1840,2497.075
CE,12,2027-03-21,567,181,214.95000000000002,265,379,910.5,1432.1000000000001,1997.1499999999999,2837.3499999999926
CE,13,2027-03-28,657,193.975,230,296.9,443,1003,1573,2223.8499999999995,2952.3749999999873
CE,14,2027-04-04,715.5,226.9,269,329.9,473,1106,1701.1000000000001,2500.1,3387.3499999999976
CE,15,2027-04-11,753.5,242,284,352,502.75,1212,1857.2000000000003,2630.3499999999995,3482.899999999995
CE,16,2027-04-18,796.5,257.95,301.90000000000003,383.9,540.75,1250,2052.500000000001,2751.3999999999996,3749.7499999999905
CE,17,2027-04-25,824.5,271,330.95000000000005,400,550.75,1294.5,2115.4000000000005,2872.6999999999994,4040.0999999999995
CE,18,2027-05-02,866.5,263,309.95000000000005,407.9,586.75,1297.25,2087.1000000000004,3001.2,4061.1499999999996
CE,19,2027-05-09,856,265.95,314.95000000000005,400.9,568,1306,2056,2873.849999999999,4308.574999999997
CE,20,2027-05-16,824.5,263.9,322,390,560,1226.5,1979.2000000000003,2758.3999999999996,3867.0249999999996
CE,21,2027-05-23,772,245.97500000000002,302,373.8,530.75,1220,1923.500000000002,2701.0499999999997,3582.524999999992
CE,22,2027-05-30,766.5,240.95,291,356,507.75,1147,1746.9000000000012,2318.45,3276.2499999999986
CE,23,2027-06-06,698.5,220,271.9,336,468,1091.5,1662.1000000000001,2297.3499999999995,2955.0499999999993
CE,24,2027-06-13,651,208,255.8,304,437.75,981.25,1575,2100.1499999999996,3048.6249999999964
CE,25,2027-06-20,610.5,197.97500000000002,232,284.9,417.5,935,1452.3000000000018,1999.4499999999996,2570.0999999999995
CE,26,2027-06-27,560,178.97500000000002,214,264,372,870.25,1400.3000000000004,1998.2999999999997,2686.724999999996
CE,27,2027-07-04,524,167,200,241,344.75,799.75,1290.5000000000007,1716.05,2390.2249999999935
CE,28,2027-07-11,475,145.975,181,223,321,734,1115.2000000000003,1498.1999999999998,2122.549999999997
CE,29,2027-07-18,439.5,141.95000000000002,165.95,200,295,674,1068.6000000000008,1455.2999999999997,1852.2499999999986
CE,30,2027-07-25,400.5,123.975,150.95000000000002,188,267,634.25,981.1000000000001,1351.999999999999,1875
CE,31,2027-08-01,370,112,138,169,244,582,928.2000000000003,1201.05,1742
